filename	page_num	fn_num	fn_text	category
Clune 2019.pdf	21	34	ArthurKaledin,TocquevilleandHisAmerica:ADarkerHorizon(NewHaven,Conn., 2011),p.	4
Clune 2019.pdf	21	35	"KarlMarx,""CritiqueoftheGothaProgram,""inTheMarx-EngelsReader,trans.pub.,ed. RobertTucker(NewYork,1978),p.525;hereafterabbreviated""GP."""	1b
Clune 2019.pdf	22	36	"QuotedinJeffreyReiman,""MoralPhilosophy:TheCritiqueofCapitalismandthe ProblemofIdeology,""inTheCambridgeCompaniontoMarx,ed.TerrellCarver(NewYork, 1991),p.161.Reimanseespassageslikethisas""examplesofhowmoralbeliefsmayfunction asideologicalsupportsforcapitalismbecausetheyhavebeenunconsciouslymodeledonthe relationsthatcharacterizescapitalism""(p.165)."	4
Clune 2019.pdf	23	37	Peffer,Marxism,Morality,andSocialJustice,p.	4
Clune 2019.pdf	23	38	"SeeAllenWood'sclassicarticle,""TheMarxianCritiqueofJustice,""Philosophyand PublicAffairs1(Spring1972):244–"	4
Clune 2019.pdf	23	39	Peffer,Marxism,Morality,andSocialJustice,p.	4
Clune 2019.pdf	23	40	"QuotedinReiman,""MoralPhilosophy:TheCritiqueofCapitalismandtheProblem ofIdeology,""p."	4
Clune 2019.pdf	23	41	Forthehistoryoftheideologicalefforttodescribemarketchoiceasaformofvoting, seeClune,AmericanLiteratureandtheFreeMarket,1945–2000(NewYork,2010).	4
Clune 2019.pdf	25	42	Adetailedconsiderationofthedynamicsofthekindofjudgmentbestsuitedtothe projectofaestheticeducationliesbeyondthescopeofthisessay.AstheexamplesofFrye andFergusonshow,Ihaveapreferenceforamodelthatembedstheprocessofjudgment withintheformationofinstitutionalexpertise.Myintuition—basedpartlyontheoverlapin thetacitjudgmentsmade,howeverembarrassedorconcealed,bytoday'ssyllabi—isthatthe achievementofconsensusisthisareawillprovelessdifficultthanmightbeimagined.The hardproblemistoproduceanargumentforwhysuchaconsensusshouldbebindingon nonexperts.Ihopeinthepresentessaytohaveclearedthegroundforsuchanargument.	0
Clune 2023.pdf	1	1	"See,forexample,T.S.Eliot,""TraditionandtheIndividualTalent,""in""TheWasteLand"" andOtherWritings(NewYork,2002),pp.99–108;MartinHeidegger,""TheOriginoftheWork ofArt,""inPoetry,Language,Thought,trans.AlbertHofstadter(NewYork,2001);andPaulDe Man,AllegoriesofReading:FiguralLanguageinRousseau,Nietzsche,Rilke,andProust(NewHaven, Conn.,1979)."	4
Clune 2023.pdf	1	2	"SeeMichelFoucault,""WhatIsanAuthor?,""inLanguage,Counter-Memory,Practice:Selected EssaysandInterviews,trans.DonaldF.BouchardandSherrySimon,ed.Bouchard(Ithaca,N.Y., 1980),pp.113–"	4
Clune 2023.pdf	1	38	CriticalInquiry,volume50,number1,Autumn2023. ©2023TheUniversityofChicago.Allrightsreserved.PublishedbyTheUniversityofChicagoPress.https://doi.org/10.1086/726273	0
Clune 2023.pdf	2	6	"Ibid.,p.44.CharlesAltieriprovidesabroadlysimilarreadingofWordsworthwhenhere- marksonhowthepoet's""modelofattentionsufficientlyembodiestheintimaterelationsbe- tweenthemind'sproductiveanditsreceptivepowers""(CharlesAltieri,PainterlyAbstractionin Michael W. Clune isSamuelB.andVirginiaC.KnightProfessorofHuman- itiesatCaseWesternReserveUniversity.Heistheauthorof,mostrecently,ADe- fenseofJudgment(2021)."	4
Clune 2023.pdf	3	9	"Wordsworth,""PrefacetoLyricalBallads,withPastoralandOtherPoems(1802),""inThe NortonAnthologyofTheoryandCriticism,ed.VincentB.Leitchetal.(NewYork,2001),p."	1a
Clune 2023.pdf	3	10	Ibid.	0
Clune 2023.pdf	4	11	"SylviaPlath,""PoppiesinOctober,""inTheCollectedPoems,ed.TedHughes(NewYork, 2018),p."	1a
Clune 2023.pdf	4	12	HelenVendler,LastLooks,LastBooks:Stevens,Plath,Lowell,Bishop,Merrill(Princeton, N.J.,2010),p.	4
Clune 2023.pdf	4	13	"Infact,Vendler'sreadingdeniestheexistenceofadetachedaestheticsenseevenatthe beginningofthepoem.TheaestheticappropriationofthefirststanzacancountforVendleras a""'sin'""becausesheunderstandsthisperceptionasembeddedwithintheeconomyofPlath's psyche—referringtoitasa""defensive""reactionagainstisolation(ibid.,p.66).Thedivision"	4
Clune 2023.pdf	6	14	"ForadifferentversionoffracturedorsplitselvesinPlathandthepersistenttensionin thepoemsbetweenthepoet'sselfandrepresentationsoftheself,seeLangdonHammer, ""Plath'sLives,""Representations75(Summer2001):61–88.Inavirtuosoreading,hebringsout thisdynamicbyjuxtaposing""Edge""withtheobscureearly""TheLadyandtheEarthenware Head.""AconsiderationoftherelationbetweenPlath'sdissatisfactionwithimagesoftheself andherrepresentationofthesplitbetweenmodesofperceptioninpoemslike""PoppiesinOc- tober""liesbeyondthescopeofthepresentarticle."	4
Clune 2023.pdf	6	15	"Plath,""Edge,""inTheCollectedPoems,p."	1a
Clune 2023.pdf	6	16	SeeMichaelW.Clune,WritingagainstTime(Stanford,Calif.,2013),p.8.	4
Clune 2023.pdf	7	19	"T.V.F.Brogan,""Inspiration,""inTheNewPrincetonEncyclopediaofPoetryandPoetics, ed.AlexPremingeretal.(Princeton,N.J.,1993),p.610;myemphasis.Thisclassicalmodelhas aRomanticheir,inSamuelTaylorColeridge'sdistinctionbetweentwokindsofinspiration: ""revelation,""inwhichthedivineprovidesthepoetwithperceptionsthatthepoetthenrenders inwords;and""dictation,""inwhichthepoetrecordsthedivinewords(quotedinAnthony JohnHarding,ColeridgeandtheInspiredWord[Montreal,2003],p.9)."	4
Clune 2023.pdf	8	22	SeeAltieri,TheArtofTwentieth-CenturyAmericanPoetry:ModernismandAfter(Mal- den,Mass.,2006),pp.45–47.	4
Clune 2023.pdf	9	24	SeeSharonCameron,Impersonality:SevenEssays(Chicago,2007).	4
Clune 2023.pdf	10	25	"JorieGraham,""NotesontheRealityoftheSelf,""Materialism(Hopewell,N.J.,1993),p.59."	1a
Clune 2023.pdf	11	26	"Thereisatendencyinrecentcriticismtoconnecttheinhumantotherealandtode- scribethedepictionofinhumanentitiesorstatesinliteratureasameansofrenderingthe worldbeyondexperience,aprojecttypicallyconsideredtobesomehowecological.Innearlyall cases,thisreadingdependsonoccludingtheauthor'sinterestinnonhumanmodesofexperi- ence.Thistendencyismostmarkedintheresponsetocosmichorror.Forafullerdiscussion, seeClune,""LovingtheAlien:ThomasLigottiandthePsychologyofCosmicHorror,""LosAn- gelesReviewofBooks,27Jan.2016,lareviewofbooks.org/article/loving-the-alien-thomas-ligotti -and-the-psychology-of-cosmic-horror/"	4
Clune 2023.pdf	13	30	Altieri,PainterlyAbstractioninModernistAmericanPoetry,p.231.	4
Clune 2023.pdf	14	31	"HenryE.Allison,Kant'sTheoryofTaste:AReadingofthe""CritiqueofAestheticJudg- ment""(NewYork,2001),p."	4
Clune 2023.pdf	14	32	AntonioDamasio,TheFeelingofWhatHappens(NewYork,1999),p.11.	4
Clune 2023.pdf	15	36	"SeeDretske,""ConsciousExperience,""inTheNatureofConsciousness,p."	4
Clune 2023.pdf	15	37	Afulldescriptionoftherelationbetweenthephilosophicalmodelsofconsciousness andperceptionpresentedhereandthephenomenologicaltraditionmorefrequentlyreliedupon byliterarystudiesliesbeyondthescopeofthisarticle.Perhapsthemostrelevantdifferenceis thatforthephenomenologicaltraditionthatdescendsfromEdmundHusserl,whileIcanre- flectonmyexperience,thereisabasiccontinuitybetweenthesubjectofreflectionandthe subjectofexperience.ThemodelsofferedbyDamasioandDretske,whichemphasizeasplit ratherthancontinuity,areclosertotherepresentationofconsciousnessinthepoems.Al- though,aswewillsee,thepoemsdepartstrikinglyfromthisphilosophy,itneverthelessoffers termsthatcloselyapproximatethoseofthepoems.	4
Clune 2023.pdf	16	38	SeeFranzWright,WalkingtoMartha'sVineyard(NewYork,2005),andMei-mei Berssenbrugge,Hello,theRoses(NewYork,2013).	1a
Clune 2023.pdf	17	39	KarlOveKnausgaard,MyStruggle,trans.DonBartlettandMartinAitken,6vols.(New York,2012–2018),1:26–	1a
Clune 2023.pdf	17	40	"NicholasDames,""TheNewFictionofSolitude,""Atlantic,April2016,p.101."	2
Clune 2023.pdf	18	43	WhileKnausgaardandMurnanecomposefirst-personautobiographicalorlyricprose,I thinkthismodelmightalsobeappliedwithilluminatingresultstosuchacentralworkof post-1945nonautobiographicalfictionasMarilynneRobinson'sHousekeeping(1980).	0
Clune 2023.pdf	18	44	SeeMarkMcGurl,TheProgramEra:PostwarFictionandtheRiseofCreativeWriting (Cambridge,Mass.,2009).	4
Cohen 2019.pdf	1	1	IdiscusssuchgroupsexplicitlyinKrisCohen,NeverAlone,ExceptforNow:Art,Net- works,Populations(Durham,N.C.,2017).Thisessayextendsthatwork.	4
Cohen 2019.pdf	1	2	"See,forinstance,JohnCheney-Lippold,WeAreData:AlgorithmsandtheMakingof OurDigitalSelves(NewYork,2017);SebFranklin,Control:DigitalityasCulturalLogic(Cam- bridge,Mass.,2015);MichelleMurphy,TheEconomizationofLife(Durham,N.C.,2017);Gilles Deleuze,""PostscriptontheSocietiesofControl,""trans.pub.,October59(Winter1992):3–7; CriticalInquiry46(Autumn2019) ©2019byTheUniversityofChicago.00093-1896/19/4601-0003$10.00.Allrightsreserved."	4
Cohen 2019.pdf	3	1	APicturesqueTouralongtheRiversGangesandJumna,inIndia–Frontispiece (2014),inkjetprintonragpaper,paintedframe,aluminumcompositematerial.Courtesy AndrewNormanWilson.	0
Cohen 2019.pdf	4	2	MotherGoose'sMelody:Or,SonnetsfortheCradle:InTwoParts,PartICon- tainstheMostCelebratedSongsandLullabiesoftheGoodOldNurses,CalculatedtoAmuse ChildrenandtoExciteThemtoSleep;PartIIThoseofthatSweetSongsterandNurseofWit andHumour,MasterWilliamShakespeare–6(2012),inkjetprintonragpaper,paintedframe, aluminumcompositematerial.CourtesyAndrewNormanWilson.	0
Cohen 2019.pdf	5	3	SimonNewcomb–49(2012),inkjetprintonragpaper,paintedframe,alumi- numcompositematerial.CourtesyAndrewNormanWilson.	0
Cohen 2019.pdf	6	6	"Fortheflashpointtexthere,seeMichaelFried,""ArtandObjecthood,""Artforum5 (Summer1967):12–23;hereafterabbreviated""AO."""	4
Cohen 2019.pdf	6	7	SeeEliPariser,TheFilterBubble:WhattheInternetIsHidingfromYou(NewYork, 2011);CassR.Sunstein,Republic.com(Princeton,N.J.,2001).Butevenoutsideofsuchcri- tiques,thereseemstobeadeep,pervasive,evenordinaryambivalencearoundautomated personalizationanditseffectsonlife;ominousseemstobeitsprimarytemporality.I'lldis- cusssuchcritiquesinmoredetailbelow.	4
Cohen 2019.pdf	8	0	"Y S o e r e k, L 2 e 0 v 05 G ). rossman,""HowComputersKnowWhatWeWant—BeforeWeDo,""Time, 27May2010,www.time.com/time/magazine/article/0,9171,1992403,00.html,andGediminas AdomaviciusandAlexanderTuzhilin,""TowardtheNextGenerationofRecommenderSys- tems:ASurveyoftheState-of-the-ArtandPossibleExtensions,""IEEETransactionsonKnowl- edgeandDataEngineering17(June2005):734–"	4
Cohen 2019.pdf	8	11	"SeeDanielNewman,""DigitalPrivacy:BrandsFiguringOutWherePersonalization GetsCreepy,""Forbes(Mar.20,2018),www.forbes.com/sites/danielnewman/2018/03/20/digital -privacy-brands-figuring-out-where-personalization-gets-creepy/#73f4473d43a7.Orseeany ofthenumerousarticlesonlinethatcombinepersonalizationandcreepyinthetitle."	2
Cohen 2019.pdf	9	13	"SeeEveKosofskySedgwick,""ParanoidReading,ReparativeReading,or,You'reSo Paranoid,YouProbablyThinkThisEssayIsaboutYou,""inTouchingFeeling:Affect,Peda- gogy,Performativity(Durham,N.C.,2003),pp.123–"	4
Cohen 2019.pdf	9	14	"SeeAnikóHannáketal.,""MeasuringPersonalizationofWebSearch,""inProceedings ofthe22ndInternationalConferenceonWorldWideWeb(NewYork,2013),pp.527–38, andJustin,""ABetterUnderstandingofPersonalizedSearch,""Briggsby,24June2013, www.briggsby.com/better-understanding-personalized-search/"	4
Cohen 2019.pdf	10	15	SeePariser,TheFilterBubble.	4
Cohen 2019.pdf	10	16	"SeeRichardFletcherandRasmusKleisNielsen,""UsingSocialMediaAppearstoDi- versifyYourNewsDiet,NotNarrowIt,""NiemanLab,21June2017,www.niemanlab.org/2017 /06/using-social-media-appears-to-diversify-your-news-diet-not-narrow-it/"	4
Cohen 2019.pdf	11	17	"AndrewNormanWilson,""AndrewNormanWilsonwithLaurelPtak:ScanOps,""in- terviewbyLaurelPtak,Aperture,2013,www.aperture.org/magazine-2013/andrew-norman -wilson-with-laurel-ptak-scanops/;hereafterabbreviated""SO."""	4
Cohen 2019.pdf	11	18	"TheElectronicFrontierFoundationclassactionlawsuitagainstGoogleBooksdetails someofthemechanismsthroughwhichmonetizationwouldoccur.See""AuthorsGuildv. Google,PartI:ProposedClassActionSettlement,""ElectronicFrontierFoundation,1July2011, www.eff.org/cases/authors-guild-v-google"	3
Cohen 2019.pdf	12	4	TheInlandPrinter–164(2012),inkjetprintonragpaper,paintedframe,alumi- numcompositematerial.CourtesyAndrewNormanWilson.	0
Cohen 2019.pdf	13	19	"SeeOliviaSolon,""ArtistRevealsDisembodiedWorkersScanningBooksforGoogle,"" Wired,17Jan.2014,www.wired.co.uk/article/ScanOps;ShawnWen,""TheLadiesVanish,"" TheNewInquiry,11Nov.2014,thenewinquiry.com/essays/the-ladies-vanish/;NickIrvin, ""CorporateAesthetics:AndrewNormanWilson""ArtinAmerica,21May2014,www .artinamericamagazine.com/news-features/interviews/corporate-identity-an-interview-with -andrew-norman-wilson;andIonitBehar,""ArtistProfile:AndrewNormanWilsonTherapizes theCorporateWorld,""ArtSlant,14Apr.2015,www.artslant.com/sf/articles/show/42733"	4
Cohen 2019.pdf	14	5	TheJungle–Frontmatter(2014),inkjetprintonragpaper,paintedframe,alu- minumcompositematerial.CourtesyAndrewNormanWilson.	0
Cohen 2019.pdf	15	20	"SeeDouglasCrimp,""Pictures,""October8(Spring1979):75–88and""TheBoysinMy Bedroom,""inMelancholiaandMoralism:EssaysonAIDSandQueerPolitics(Cambridge, Mass.,2002),pp.151–"	4
Cohen 2019.pdf	15	21	"SeeLisaEadicicco,""Google'sDiversityEffortsStillHaveaLongWaytoGo,""Time,1July 2016,www.time.com/4391031/google-diversity-statistics-2016/.SeealsoLisaNakamura,Digitizing Race:VisualCulturesoftheInternet(Minneapolis,2008)."	4
Cohen 2019.pdf	16	22	SeeStanleyCavell,TheWorldViewed:ReflectionsontheOntologyofFilm(Cambridge, Mass.,1979).InJonathanCuller'stelling,theframefoldstheworld:seeJonathanD.Culler, ThePursuitofSigns:Semiotics,Literature,Deconstruction(Ithaca,N.Y.,1981).	4
Cohen 2019.pdf	16	23	Ifthisfeelslikeaholloworsuperficialuseofcolorthatisperhapsunequaltothetask ofpushingusintoanothermodeofcriticalencounter,Iwouldsaythatthatfeelingindexes ScanOps'sownambivalenceaboutitsrelationshiptoliteralistcriticism.	4
Cohen 2019.pdf	18	25	"Formoreontheoriesofthecaseandofexemplification,seeLaurenBerlant,""Onthe Case:MakingtheCase,""CriticalInquiry33(Summer2007):663–72and""Introduction:What DoesItMatterWhoOneIs?""CriticalInquiry34(Autumn2007):1–"	4
Cohen 2019.pdf	18	26	"See,forexample,Cummings,""LiterallySpeaking,or,theLiteralSensefromAugustine toLacan."""	4
Cohen 2019.pdf	19	27	"AlanThomas,""LiterarySnapshotsoftheSho-NuffBlues,""InTheseTimes,27Mar.– 2Apr.1985,p.20,www.unz.org/Pub/InTheseTimes-1985mar27-00020"	2
Cohen 2019.pdf	20	28	"RobertSmithson,""LettertotheEditor,""Artforum6(Oct.1967):"	2
Cohen 2019.pdf	20	29	"SolLeWitt,""SentencesonConceptualArt,""inConceptualArt:ACriticalAnthology, ed.AlexanderAlberroandBlakeStimson(Cambridge,Mass.,1999),p."	1b
Cohen 2019.pdf	20	30	"SeeClementGreenberg,""HenriRousseauandModernArt,""inArrogantPurpose, 1945–1949,vol.2ofTheCollectedEssaysandCriticism,ed.JohnO'Brian(Chicago,1986), pp.93–95."	4
Cohen 2019.pdf	21	31	"FredricJameson,Postmodernism,or,TheCulturalLogicofLateCapitalism(Durham, N.C.,1992),p.10.Inarecentinterview,Jamesonhassaidthatthephrase,understood nowthroughtheinterveningliteratureonaffect,shouldproperlyhavebeen""thewaning ofemotions""(Jameson,""RevisitingPostmodernism:AnInterviewwithFredricJameson,""in- terviewbyNicoBaumbachetal.,SocialText127[June2016]:152)."	4
Cohen 2019.pdf	21	32	Therearemanypeopleworkingonrelatedproblemsrightnow.Icanthinkoffour broadvocabulariesfortheproblemthatI'vebeenaddressingthroughout.Thefirstrevolves aroundcybernetics;seeFranklin,Control.Thesecondvocabularysituatestheproblemofin- put,feedback,orcaptureasitexistsinthehistoryofcapitalism;seeBoltanskiandChiapello,	4
Cohen 2019.pdf	22	33	"AsIfinishthisessay,thenewsstoryisevolving.AlthoughCambridgeAnalytica'srole hasbeenknownforsometime,Facebook'sroleisjustnowcomingtolight.SeeMatthew Rosenbergetal.,""HowTrumpConsultantsExploitedtheFacebookDataofMillions,""New YorkTimes,17Mar.2018,www.nytimes.com/2018/03/17/us/politics/cambridge-analytica -trump-campaign.html"	2
Cohen 2019.pdf	22	34	Foraprehistoryofthisscaleproblem,seeRebeccaSolnit,ARiverofShadows: EadweardMuybridgeandtheTechnologicalWildWest(NewYork,2003).	4
Cohen 2019.pdf	23	35	"SeeAriaDean,""NotesonBlacceleration,""E-Flux87(Dec.2017);www.e-flux.com /journal/87/169402/notes-on-blacceleration/"	4
Cohen 2019.pdf	24	6	TheABCofPhotography–2(2014),inkjetprintonragpaper,paintedframe, aluminumcompositematerial.CourtesyAndrewNormanWilson.	0
Cohen 2019.pdf	25	36	Forthiswayofthinkingaboutrace'stemporalities,I'mindebtedtoChristineGoding- Doty,MemeMagicandtheTacticsofWhiteness,unpublishedseminar,lecturegiven1Apr.2018.	4
Cohen 2019.pdf	25	37	FredMoten,IntheBreak:TheAestheticsoftheBlackRadicalTradition(Minneapolis, 2003),p.	4
Cohen 2019.pdf	25	38	"Dean,""NotesonBlacceleration."""	4
Cohen 2019.pdf	26	39	Thesurroundasawayoffiguringthemethodandobjectofcritiquecomesfrom StefanoHarneyandMoten,TheUndercommons:FugitivePlanningandBlackStudy(New York,2013).	4
Crawford 2021.pdf	2	1	"AchilleMbembe,""TheUniversalRighttoBreathe,""trans.CarolynShread,in""Postsfrom thePandemic,""anonlinesupplementtoCriticalInquiry47(Winter2021):S"	4
Crawford 2021.pdf	2	59	Romi Crawford is a professor in the Visual and Critical Studies and Liberal Arts Departments at the School of the Art Institute of Chicago. Her research re- volves around ideas of race and ethnicity and their relation to American art and visual culture.	0
Creswell 2019.pdf	1	1	"Forallfurtherreferencesto""Cholera,""seemytranslationintheonlineappendixto theessay.TheArabicoriginalisfromNazikal-Mala'ika,""Cholera,""invol.1ofal-'Amal al-shi'riyyaal-kamila(CompletePoems)(Cairo,2002),pp.498–500;hereafterabbreviated ""C.""ThepoemhasalsobeentranslatedintoEnglishbyHusainHaddawyandNatalieHandal inThePoetryofArabWomen,ed.NathalieHandal(NewYork,2001),pp.176–"	1a
Creswell 2019.pdf	1	77	CriticalInquiry46(Autumn2019) ©2019byTheUniversityofChicago.00093-1896/19/4601-0004$10.00.Allrightsreserved.	0
Creswell 2019.pdf	3	3	"FouadAjami,""TheArabSpringatOne:AYearofLivingDangerously,""ForeignAffairs 91,no.2(2012):56."	4
Creswell 2019.pdf	4	4	"Ajami,""TheEndofPan-Arabism,""ForeignAffairs57,no.2(1978/79):"	4
Creswell 2019.pdf	4	5	SeeMarcLynch,VoicesoftheNewArabPublic(NewYork,2016).	4
Creswell 2019.pdf	4	6	"Lynch,""TheBigThinkbehindtheArabSpring,""ForeignPolicy,28Nov.2011, foreignpolicy.com/2011/11/28/the-big-think-behind-the-arab-spring/.SeealsoRababEl-Mahdi, ""TheNew'Arabism'fromBelow,""AhramOnline,15Sept.2011,english.ahram.org.eg /NewsContentP/4/21261/Opinion/-The-new-%E2%80%9CArabism%E2%80%9D-from-below .aspx"	2
Creswell 2019.pdf	5	7	"ErnstBloch,""NonsynchronismandtheObligationtoItsDialectics,""trans.MarkRitter, NewGermanCritique11(Spring1977):38."	4
Creswell 2019.pdf	6	8	Al-Mala'ika,Qadayaal-shi'ral-mu'asir(Beirut,1962),p.21;hereafterabbreviatedQ.	1a
Creswell 2019.pdf	8	9	"Forajudiciousstudyofthisdebate,seeShmuelMoreh,""Nāzikal-Malā'ikaandal-Shi'r al-HurrinModernArabicLiterature,""AsianandAfricanStudies4(1968):57–84."	4
Creswell 2019.pdf	9	10	"Al-Mala'ika,""Introduction""toShadhayawaRamad(SplintersandAshes),invol.1of Al-'Amalal-shi'riyyaal-kamila,p."	1a
Creswell 2019.pdf	9	11	"AndrewRippin,""OccasionsofRevelation,""invol.3ofEncyclopediaoftheQur'an,ed. JaneDammenMcAuliffe(Boston,2003),p.572."	4
Creswell 2019.pdf	11	13	"SeeRobynS.Creswell,""Abūl-'Atāhiya,""inTheEncyclopediaofIslam,referenceworks .brillonline.com/entries/encyclopaedia-of-islam-3/abu-l-atahiya-COM_22608?s.num=8&s.f.s2 _parent=s.f.book.encyclopaedia-of-islam-3&s.q=creswell"	4
Creswell 2019.pdf	11	14	Foraningeniousandcomprehensivereadingofthisanecdote,seeDanielHeller- Roazen,TheFifthHammer:PythagorasandtheDisharmonyoftheWorld(Cambridge,Mass., 2011).	4
Creswell 2019.pdf	11	15	"SeeNancyElizabethGallagher,Egypt'sOtherWars:EpidemicsandthePoliticsofPublic Health(Syracuse,N.Y.,1990),esp.chap.7,""CholeraGoesoutofControl,""pp.116–39and chap.8,""TheBritishConnection,""pp.140–59."	4
Creswell 2019.pdf	12	16	Ibid.,p.	4
Creswell 2019.pdf	12	17	Foracomprehensivestudy,see'Abdal-RahmanHusaynMuhammad,Ritha' al-mudunwa-l-mamalikal-za'ila(Cairo,1983).	4
Creswell 2019.pdf	12	18	"ThomasGray,""Elegy,WritteninaCountryChurchyard,""inThePoeticalWorks(Lon- don,1821),pp.51,54.Onal-Mala'ika'stranslation,seeMuhammadAbdul-Hai,Traditionand EnglishandAmericanInfluenceinArabicRomanticPoetry(London,1982),pp.27–29."	1a
Creswell 2019.pdf	13	19	SeeGallagher,Egypt'sOtherWars,p.	4
Creswell 2019.pdf	13	20	"Forhersenseoftheeffectofthe1948War,seeal-Mala'ika,""Al-Adabwa-l-ghazwal- fikri""(""LiteratureandtheIntellectualInvasion""),al-Adab13(Mar.1965):33.There,she writes,""Thetragedyof1948littheentireArabnationaflamewithresistanceandArabism."""	1b
Creswell 2019.pdf	13	21	GamalAbdelNasser,ThePhilosophyoftheRevolution(Buffalo,N.Y.,1959),p.	1b
Creswell 2019.pdf	13	34	"""Theyoungmenofthisnationlookaroundinalldirections,butontheonehandtheydo notfindtheiridealwithinthepresentleadership,norontheotherhanddothestrugglesof thedisjointednationalistcliquessatisfytheireagerambition""(ConstantineK.Zurayk, TheMeaningoftheDisaster,trans.R.BaylyWinder[Beirut,1956],p.45)."	1b
Creswell 2019.pdf	14	22	"Thewordappearsinoneofal-Mala'ika'searliestinformalcommentariesonthe poem,alettersenttoherJordanianfriend,theliterarycritic'Isaal-Na'uri,inwhichshecon- tradictsal-Sayyab'sclaimtohavewrittenthefirstpoemofal-shi'ral-hurr.Thoughshedoes notmentionhorsehooves,radioreports,orthereactionsofherfamily,al-Mala'ikawrites thatshecomposedthepoeminanattempt""togiveexpressiontomyfeelings[al-ta'bir'an ihsasi]towardthethousandsofdeadkilledbythecholeraepidemicspreadingthroughEgypt atthetime""(al-Mala'ika,letterto'Isaal-Na'uri,16Nov.1953,inRasa'ilNazikal-Mala'ika: rasa'ilmakhtutalamtunshar,1948–1985[UnpublishedLettersofNazikal-Mala'ika,1948– 1985],[Amman,2002],p.39)."	2
Creswell 2019.pdf	15	23	MeredithMartin,TheRiseandFallofMeter:PoetryandEnglishNationalCulture, 1860–1930(Princeton,N.J.,2012),p.3.Martinarguesconvincinglythatthisnarrativepresup- posesthattheVictorianerahadamuchmorestableideaofmeterthanwasinfactthecase. Al-Mala'ika'sownnarrative,whichreliesonasimilarlymonolithicviewofpre-WWII versificationinArabic,mightbesubjectedtoananalogouscritique.	4
Creswell 2019.pdf	17	27	"G.W.F.Hegel,""AphorismsfromtheWastebook,""trans.SusanneKleinetal.,inMiscel- laneousWritingsofG.W.F.Hegel,trans.Kleinetal.,ed.JonStewart(Evanston,2002),p."	1b
Creswell 2019.pdf	17	28	BenedictAnderson,ImaginedCommunities:ReflectionsontheOriginandSpreadof Nationalism(NewYork,2006),p.56n.	4
Creswell 2019.pdf	17	29	"SeeFranzFanon,""ThisIstheVoiceofAlgeria,""inADyingColonialism,trans. HaakonChevalier(NewYork,1965);hereafterabbreviated""T."""	1b
Creswell 2019.pdf	18	30	"Fanon,""AlgeriaUnveiled,""inADyingColonialism,p."	1b
Creswell 2019.pdf	18	31	"SeeRebeccaP.Scales,""SubversiveSound:TransnationalRadio,ArabicRecordings, andtheDangersofListeninginFrenchColonialAlgeria,1934–1939,""ComparativeStudiesin SocietyandHistory52(Apr.2010):384–417."	4
Creswell 2019.pdf	21	33	"J.Lambert,""Taṛab,""inTheEncyclopaediaofIslam,referenceworks.brillonline.com /entriesencyclopaedia-of-islam-2/tarab-COM_1175?s.num=270&s.start=260"	4
Creswell 2019.pdf	21	34	SeeJihadRacy,MakingMusicintheArabWorld:TheCultureandArtistryofTarab (NewYork,2003).	4
Creswell 2019.pdf	21	35	VirginiaDanielson,TheVoiceofEgypt:UmmKulthūm,ArabicSong,andEgyptian SocietyintheTwentiethCentury(Chicago,1997),p.199.	4
Creswell 2019.pdf	22	36	"Thelinkbetweenpoetryandtarabwasaclassicalcommonplace.Astheeleventh– centurycriticIbnRashiqwrote:""Thereisnodoubtthatpoetryiswhatprovokestarab [al-shiʿrmaatraba],movingthesoulandstirringthesenses""(QuotedinAbdelfattahKilito, TheTongueofAdam,trans.Creswell[NewYork,2016],p.52).Rashiqbelievedthisvirtue wasuniquetoArabicpoetry.Butthelinkbetweenpoetryandtarabwasnotacceptedbyall ofal-Mala'ika'scontemporaries.ThemodernistpoetswhogatheredaroundtheBeirut-based magazineShi'rwereadamantinexcludinganyconsiderationoftarabfromtheirautonomous andostensiblyapoliticalpoetics.SeeCreswell,CityofBeginnings:PoeticModernisminBeirut (Princeton,N.J.,2019),pp.121–27."	4
Creswell 2019.pdf	23	37	"Al-Mala'ika'sabidinginterestinPoeremindsoneoftheAmericanpoet'sownessay ofdemystification,""ThePhilosophyofComposition,""hislectureonthegenesisofTheRa- ven.Inarelevantpassage,Poewrites,""Itismydesigntorenderitmanifestthatnoonepoint initscompositionisreferableeithertoaccidentortointuition—thattheworkproceeded stepbystep,toitscompletion,withtheprecisionandrigidconsequenceofamathematical problem""(EdgarAllanPoe,""ThePhilosophyofComposition,""DigitalPublicLibraryof America,dp.la/item/b9310d403dfecda3edda7fc96bde699c)."	1b
Creswell 2019.pdf	23	38	NaguibMahfouz,Miramar,trans.FatmaMoussaMahmoud,ed.MagedelKommos andJohnRodenbeck(Cairo,1985),p.70.	1a
Creswell 2019.pdf	24	39	Ibid.,pp.45–	4
Creswell 2019.pdf	24	40	"SeeZiadElmarsafy,SufismintheContemporaryArabicNovel(Edinburgh,2012), especiallythechapter""NaghuibMahfouz:(En)chantingJustice,""pp.23–"	4
Creswell 2019.pdf	24	41	TayebSalih,SeasonofMigrationtotheNorth,trans.DenysJohnson-Davies(New York,2009),p.45.	1a
Creswell 2019.pdf	25	42	Ibid.,pp.94,94–95.	4
