work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL16762517W	"The ""manuscript found"""	Solomon Spaulding	1885	0	3	3	njp.32101074888841|hvd.32044014400717|uc2.ark:/13960/t3gx47s6w	"The ""manuscript found"" : manuscript story / by Rev. Solomon "	Spaulding, Solomon, 1761-1816.	hathifiles_title
OL1526580W	The castle builder	Nephi Anderson	1909	0	1	1	njp.32101079836159	The castle builder.	Anderson, Nephi, 1865-1923.	hathifiles_title
OL7458324W	Timbers for the temple	Smith, Elbert A.	1922	0	2	2	njp.32101079836290|uc2.ark:/13960/t5w66d13f	Timbers for the temple; a story of old Nauvoo in days of her	Smith, Elbert A., 1871-1959.	hathifiles_title
OL44087170W	Under Salisbury spire in the days of George Herbert	Emma Marshall	1896	0	2	2	njp.32101063870081|uva.x030736350	Under Salisbury spire, in the days of George Herbert; the re	Marshall, Emma, 1830-1899.	hathifiles_title
OL44729416W	The message	M. E. Northwall	1926	0	11	0	iau.31858045828039|iau.31858045827965|iau.31858045827957	Message.		hathifiles_title
OL7041298W	A Pullet on the Midden	Rachel Knappett	1947	0	1	0	coo.31924001005549	A pullet on the midden.	Knappett, Rachel.	hathifiles_title
OL32100764W	A flat iron for a farthing, or, Some passages in the life of an only son	Juliana Horatia Gatty Ewing	1896	0	3	3	mdp.39015083454689|hvd.hn66kj|hvd.hn3h5t	A flat iron for a farthing, or, Some passages in the life of	Ewing, Juliana Horatia, 1841-1885.	hathifiles_title
OL16243597W	The spinning wheel	Angela Du Maurier	1940	0	1	0	coo.31924084802382	Spinning wheel.		hathifiles_title
OL19669326W	Yeast	Charles Kingsley	1928	0	4	2	coo.31924059807283|umn.319510003273582|uc1.31822042770230	Yeast; dried yeasts and their derivatives,		hathifiles_title
OL42862621W	The tale of two bad mice	Beatrix Potter	1904	0	2	1	mdp.39015083455249|uva.x000469711	The tale of two bad mice / by Beatrix Potter.	Potter, Beatrix, 1866-1943.	hathifiles_title
OL33120783W	The open door	Housman, Laurence	1925	0	10	7	wu.89099759672|nyp.33433096941921|nyp.33433096941939	The open door / by Laurence Housman ; illus. by Alec Buchels	Housman, Laurence, 1865-1959.	hathifiles_title
OL38729932W	Great laughter	Fannie Hurst	1936	0	1	0	wu.89099760266	Great laughter / Fannie Hurst.	Hurst, Fannie, 1889-1968.	hathifiles_title
OL32032952W	The trumpeter of Krakow	Eric P. Kelly	1944	0	1	1	wu.89100335066	The trumpeter of Krakow : a tale of the fifteenth century / 	Kelly, Eric Philbrook, 1884-1960.	hathifiles_title
OL2799295W	Wreath for Arabella	Doris Leslie	1948	0	1	1	wu.89100338961	Wreath for Arabella / by Doris Leslie.	Leslie, Doris.	hathifiles_title
OL12246704W	Hester of the Grants	Theodora Peck	1905	0	3	3	wu.89099767170|uiug.30112003413959|osu.32435075940866	Hester of the Grants: a romance of old Bennington, by Theodo	Peck, Theodora Agnes, 1882-1964.	hathifiles_title
OL39428889W	The magic forest	Stewart Edward White	1914	0	2	2	wu.89099248338|umn.31951000888285z	The magic forest,: a modern fairy story, by Stewart Edward W	White, Stewart Edward, 1873-1946.	hathifiles_title
OL3571663W	The viking heart	Laura Goodman Salverson	1923	0	1	1	wu.89099785016	The viking heart / by Laura Goodman Salverson.	Salverson, Laura Goodman, 1890-	hathifiles_title
OL5340819W	The avatars	George William Russell	1933	0	2	1	mdp.39015002752676|uc1.$b441099	The avatars; a futurist fantasy / by A.E.	Russell, George William, 1867-1935.	hathifiles_title
OL1492982W	Zenobia, Queen of Palmyra	Ware, William	1892	0	2	2	njp.32101064753104|uc2.ark:/13960/t41r6nf17	Zenobia, queen of Palmyra; a tale of the Roman empire in the	Ware, William, 1797-1852.	hathifiles_title
OL32873742W	The rye house plot, or, Ruth, the conspirator's daughter	George W. M. Reynolds	1880	0	1	1	njp.32101065854455	The Rye house plot or, Ruth, the conspirator's daughter / wi	Reynolds, George William MacArchur, 1814	hathifiles_title
OL162846W	The Mott Street Poker Club	Alfred Trumble	1889	0	2	2	njp.32101064283599|pst.000006696474	The Mott Street Poker Club : the secretary's minutes / illus	Trumble, Alfred.	hathifiles_title
OL24955000W	The heiress of Kilorgan	Sadlier, J.	1884	0	1	1	njp.32101065835322	The heiress of Kilorgan; or, Evenings with the old Geraldine	Sadlier, J., Mrs., 1820-1903.	hathifiles_title
OL3370577W	The first book of Krab	Parry, Edward Abbott	1897	0	1	1	njp.32101064710401	The first book of Krab : Christmas stories for young and old	Parry, Edward Abbott, Sir, 1863-1943.	hathifiles_title
OL16888967W	Billy-boy	John Luther Long	1906	0	1	1	nc01.ark:/13960/t5k948b8q	Billy-boy : a study in responsibilities  / by John Luther Lo	Long, John Luther, 1861-1927.	hathifiles_title
OL11235684W	A Welsh witch	Allen Raine	1902	0	2	2	njp.32101065702878|nyp.33433102565003	A Welsh witch : a romance of rough places / by Allen Raine.	Raine, Allen, 1836-1908.	hathifiles_title
OL42292494W	Friendship's offering	A. E. Fisher	1908	0	2	2	uc2.ark:/13960/t74t6g67c|hvd.hnblxs	Friendship's offering.		hathifiles_title
OL32089925W	The clocks of Rondaine and other stories	Frank R. Stockton	1892	0	1	1	uc2.ark:/13960/t91835950	The Clocks of rondaine, and other stories / by Frank R. Stoc	Stockton, Frank R., 1834-1902.	hathifiles_title
OL7717652W	Little almond blossoms	Jessie Juliet Knox	1907	0	1	1	uc2.ark:/13960/t2r49h19z	Little almond blossoms : a book of Chinese stories for child	Knox, Jessie Juliet.	hathifiles_title
OL3750796W	The  great Pike's Peak rush	Sabin, Edwin L.	1917	0	2	2	uc2.ark:/13960/t3fx74s31|uc1.31822038206702	The great Pike's Peak rush : or, Terry in the new gold field	Sabin, Edwin L. 1870-1952.	hathifiles_title
OL16743741W	David of Juniper Gulch	Shuey, Lillian Hinman	1894	0	2	2	uc2.ark:/13960/t9q23s568|uc1.31175035210825	David of Juniper Gulch: a story of the placer regions of Cal	Shuey, Lillian Hinman, 1853-1921.	hathifiles_title
OL8756503W	Buffalo Bill And The Overland Trail	Sabin, Edwin L.	1914	0	3	2	uc2.ark:/13960/t8rb6x46d|uc1.31175030890282|nyp.33333081193100	Buffalo Bill and the overland trail : being the story of how	Sabin, Edwin L. 1870-1952.	hathifiles_title
OL2393522W	Overshadowed	Sutton Elbert Griggs	1901	0	1	1	uc2.ark:/13960/t4xg9g41k	Overshadowed : a novel / by Sutton E. Griggs.	Griggs, Sutton E. 1872-1933.	hathifiles_title
OL1514923W	Raggedy Andy Stories	Johnny Gruelle	1920	0	1	1	hvd.hn3c8m	Raggedy Andy stories : introducing the little rag brother of	Gruelle, Johnny, 1880-1938	hathifiles_title
OL32093913W	Beauty and the Beast	Constance Haslewood	1890	0	2	2	uc2.ark:/13960/t1sf2n441|nc01.ark:/13960/t2r50n87q	Beauty and the beast.		hathifiles_title
OL32097959W	Goody Two-Shoes	Goldsmith, Oliver	1888	0	1	1	uc2.ark:/13960/t53f4ms96	Goody Two-Shoes.		hathifiles_title
OL32097214W	Red Riding Hood	Robert Muller	1880	0	1	1	uc2.ark:/13960/t5w66b96n	Red Riding Hood.		hathifiles_title
OL11243745W	So shall they reap	John Bennett	1944	0	1	0	umn.31951001631170f	So shall they reap,	Bennett, John, 1907-	hathifiles_title
OL16829101W	Light	Henri Barbussse	1919	0	57	26	hvd.hxfy7s|hvd.hxrrv5|hvd.hxrrv6	Light.		hathifiles_title
OL43047777W	Mainly horses	Rhys, Ernest	1929	0	1	1	wu.89099026601	Mainly horses / edited by Ernest Rhys and C. A. Dawson-Scott		hathifiles_title
OL6100437W	With a high heart	Adèle De Leeuw	1945	0	1	0	wu.89098269251	With a high heart / by Adele de Leeuw.	De Leeuw, Adèle, 1899-	hathifiles_title
OL92775W	Bull-dog Drummond	H. C. McNeile	1925	0	3	3	wu.89100300003|uva.x002412967|hvd.hw2ci0	Bull-dog Drummond / by Herman Cyril McNeile.	McNeile, H. C. 1888-1937.	hathifiles_title
OL16084999W	Dorian	Nephi Anderson	1921	0	1	1	njp.32101067627099	Dorian / by Nephi Anderson ...	Anderson, Nephi, 1865-1923.	hathifiles_title
OL1793627W	A princess of the hills	Harrison, Burton	1901	0	1	1	njp.32101072040106	A princess of the hills : an Italian romance / by Mrs. Burto	Harrison, Burton, Mrs., 1843-1920.	hathifiles_title
OL17034639W	Danesbury House	Wood, Henry	1893	0	3	3	njp.32101065605329|uiuo.ark:/13960/t5bc9230n|uc1.31210007111782	Danesbury house ...	Wood, Henry, Mrs., 1814-1887.	hathifiles_title
OL32872246W	Danesbury House	Wood, Henry	1893	0	3	3	njp.32101065605329|uiuo.ark:/13960/t5bc9230n|uc1.31210007111782	Danesbury house ...	Wood, Henry, Mrs., 1814-1887.	hathifiles_title
OL17819807W	The little duke: Richard the Fearless	Yonge, Charlotte Mary	1881	0	9	8	osu.32435005111422|pst.000005337880|coo.31924013577311	The little duke; or, Richard the Fearless.	Yonge, Charlotte M. 1823-1901.	hathifiles_title
OL6672118W	Cupid and Mr. Pepys	Syrett, Netta.	1923	0	1	1	uc1.a0001267392	Cupid and Mr. Pepys : a romance of the days of the great dia	Syrett, Netta.	hathifiles_title
OL17715159W	In the Seven Mountains	Henry W. Shoemaker	1913	0	1	1	hvd.hxcp5z	In the Seven Mountains : legends collected in central Pennsy	Shoemaker, Henry W. 1880-	hathifiles_title
OL271701W	Carette of Sark	Oxenham, John	1907	0	2	2	uiug.30112055268889|iau.31858024403135	Carette of Sark /  by John Oxenham ; with sixteen ill. from 	Oxenham, John, 1852-1941.	hathifiles_title
OL22162982W	Three prize murders	Edith Howie	1941	0	1	0	pst.000005373307	Three prize murders.		hathifiles_title
OL3852119W	The man who lost his head	Claire Huchet Bishop	1942	0	1	0	pst.000004526155	The man who lost his head / by Claire Huchet Bishop, illustr	Bishop, Claire Huchet.	hathifiles_title
OL151830W	The wonderful house	Margaret Wise Brown	1950	0	1	0	pst.000005447022	The wonderful house. / Illustrated by J. P. Miller.	Brown, Margaret Wise, 1910-1952.	hathifiles_title
OL7582947W	Siberian gold	Theodore Acland Harper	1927	0	1	1	pst.000006082062	Siberian gold / by Theodore Aclan Harper; in collaboration w	Harper, Theodore Acland, 1871-1942.	hathifiles_title
OL15854250W	The four friends	Eleanor Hoffmann	1946	0	1	0	pst.000005445790	The four friends / Illustrated by Jim Ponter.	Hoff, Carol.	hathifiles_title
OL22134848W	The old goat	Tiffany Thayer	1937	0	1	0	pst.000006181888	The old goat : a simple picture of home life in America. [il	Thayer, Tiffany, 1902-1959.	hathifiles_title
OL1226320W	The Rose of London: the life, career and character of Jane Shore, the mistress of King Edward the Fourth	Guy Paget	1937	0	1	0	uga1.32108006163425	The Rose of London: the life, career and character of Jane S	Paget, Guy, 1886-1952.	hathifiles_title
OL42468548W	Wessex tales	Hardy, Thomas	1920	0	1	0	uc1.b4880813	Wessex tales : that is to say: The three strangers, A tradit	Hardy, Thomas, 1840-1928.	hathifiles_title
OL20813W	Pictures of war	Crane, Stephen	1898	0	4	4	uc1.b4363495|uc2.ark:/13960/t0ms3kh1p|uc1.b5491694	Pictures of war.	Crane, Stephen, 1871-1900.	hathifiles_title
OL13004789W	The Chinese earth	Ts ung-wen Shen	1947	0	1	0	uc1.b4396719	The Chinese earth; stories, by Shen Tsengwen. Translated by 	Shen, Congwen, 1902-1988	hathifiles_title
OL3490493W	The Chinese earth	Tsʻung-wen Shen	1947	0	1	0	uc1.b4396719	The Chinese earth; stories, by Shen Tsengwen. Translated by 	Shen, Congwen, 1902-1988	hathifiles_title
OL26880333W	Tanglewood Tales	Nathaniel Hawthorne	1931	0	4	1	uc1.31970004764285|uc1.b4445888|uc1.31210001397098	Tanglewood tales / Nathaniel Hawthorne ; with an introductio	Hawthorne, Nathaniel, 1804-1864	hathifiles_title
OL16087190W	The great mistake	Mary Roberts Rinehart	1940	0	1	0	uva.x001181187	The great mistake,	Rinehart, Mary Roberts, 1876-1958.	hathifiles_title
OL3020890W	Seeing is believing	John Dickson Carr	1941	0	3	0	wu.89083298638|umn.31951d023094740|osu.32435002891828	Seeing is believing : Americans go visiting in the Soviet Un		hathifiles_title
OL20642841W	Grandfather's Chair / Mosses from an Old Manse	Nathaniel Hawthorne	1900	0	8	8	loc.ark:/13960/t7wm1mn1t|uva.x030223968|wu.89008425472	Grandfather's chair; a history for youth, by Nathaniel Hawth	Hawthorne, Nathaniel, 1804-1864.	hathifiles_title
OL16735057W	The boy Lincoln	William Osborn Stoddard	1912	0	1	1	loc.ark:/13960/t1hh6nt2r	The boy Lincoln.		hathifiles_title
OL39349875W	Antoine of Oregon	Otis, James	1912	0	1	1	loc.ark:/13960/t49p3d92p	Antoine of Oregon; a story of the Oregon trail,	Otis, James, 1848-1912.	hathifiles_title
OL1527042W	Antoine of Oregon	Otis, James	1912	0	1	1	loc.ark:/13960/t49p3d92p	Antoine of Oregon; a story of the Oregon trail,	Otis, James, 1848-1912.	hathifiles_title
OL17617660W	Hoistah, an Indian girl	Barrett, S. M.	1913	0	1	1	loc.ark:/13960/t3tt58x2m	Hoistah, an Indian girl,	Barrett, S. M. b. 1865.	hathifiles_title
OL532398W	The Affair at the Semiramis Hotel	Mason, A. E. W.	1917	0	1	1	loc.ark:/13960/t5p84xd63	The affair at the Semiramis hotel,	Mason, A. E. W. 1865-1948.	hathifiles_title
OL15532716W	Pictures and poems of the Pike's peak region	Ernest Whitney	1890	0	1	1	loc.ark:/13960/t3126pb52	Pictures and poems of the Pike's peak region.	Whitney, Ernest, 1858-1893.	hathifiles_title
OL13800153W	With Columbus in America	Stanislaus] [Jezewski	1892	0	1	1	loc.ark:/13960/t2f76qz47	With Columbus in America; a novel,	[Jezewski, Stanislaus], 1855-1913. [from	hathifiles_title
OL17370153W	The story of Idylls of the King	Tennyson, Alfred Tennyson	1912	0	1	1	loc.ark:/13960/t2g740032	The story of Idylls of the king,	Tennyson, Alfred Tennyson, Baron, 1809-1	hathifiles_title
OL108856W	Synopses of Dickens's novels	J. Walker McSpadden	1904	0	2	2	loc.ark:/13960/t2q53546g|uc1.31175035207797	Synopses of Dickens's novels,	McSpadden, J. Walker 1874-1960.	hathifiles_title
OL15432557W	Eight [i. e. Nine] selections from the Sketch book	Irving, Washington	1900	0	1	1	loc.ark:/13960/t8ff4jr4f	Eight [i. e. Nine] selections from the Sketch book,	Irving, Washington, 1783-1859.	hathifiles_title
OL5005456W	The boy travellers in South America	Thomas Wallace Knox	1886	0	2	2	loc.ark:/13960/t3cz41f4c|hvd.hn5i5n	The boy travellers in South America;	Knox, Thomas Wallace, 1835-1896. [from o	hathifiles_title
OL32090971W	True stories of great Americans for young Americans	Brooks, Elbridge Streeter	1897	0	2	2	loc.ark:/13960/t84j0vr8t|hvd.hn2zyy	True stories of great Americans for young Americans; telling	Brooks, Elbridge Streeter, 1847-1902.	hathifiles_title
OL1617389W	Three Vassar girls at home	Elizabeth W. Champney	1887	0	3	3	loc.ark:/13960/t75t41r3s|mdp.39076002287873|nyp.33433115689204	Three Vassar girls at home; a holiday trip of three college 	Champney, Elizabeth W. 1850-1922.	hathifiles_title
OL18801443W	Her Navajo lover	Will H. Robinson	1903	0	1	1	loc.ark:/13960/t3805k08w	Her Navajo lover / by W.H. Robinson.	Robinson, William Henry, 1867-	hathifiles_title
OL14877860W	The Duchess of Padua	Oscar Wilde	1905	0	5	5	loc.ark:/13960/t75t49h2g|hvd.32044019567742|coo1.ark:/13960/t5fb5mv63	The Duchess of Padua,	Wilde, Oscar, 1854-1900.	hathifiles_title
OL14868540W	Boots at the Holly-Tree Inn	Charles Dickens	1882	0	1	1	loc.ark:/13960/t8v98pw57	"Boots at the ""Holly tree inn,"""	Dickens, Charles, 1812-1870.	hathifiles_title
OL13792154W	The Mail and express fourth of July prize stories and poems	Mail and express, New York	1888	0	1	1	loc.ark:/13960/t6j10f873	The Mail and express fourth of July prize stories and poems,	Mail and express, New York. [from old ca	hathifiles_title
OL15326628W	The woman who came at night	Barton, Bruce	1914	0	2	2	loc.ark:/13960/t8qc0j91f|uiug.30112001990982	The woman who came at night; being the experiences of a mini	[Barton, Bruce], 1886-1967.	hathifiles_title
OL7871986W	The dreamer	Mary Newton Stanard	1909	0	2	2	loc.ark:/13960/t3cz3tc8j|uva.x000193882	The dreamer : a romantic rendering of the life-story of Edga	Stanard, Mary Newton, 1865-1929.	hathifiles_title
OL15377551W	Louisiana and Texas for the winter tourist ...		1911	0	1	1	loc.ark:/13960/t9378491t	Louisiana and Texas for the winter tourist ...		hathifiles_title
OL455456W	The snow-image, The Great stone-face, Little Daffydowndilly	Nathaniel Hawthorne	1898	0	1	1	loc.ark:/13960/t9b571w38	The snow-image, The Great stone-face, Little Daffydowndilly,	Hawthorne, Nathaniel, 1804-1864.	hathifiles_title
OL15363420W	Stories of the French revolution	Montgomery, Walter,	1893	0	1	1	loc.ark:/13960/t82j7618k	Stories of the French revolution,	Montgomery, Walter, [from old catalog]	hathifiles_title
OL5656060W	Kennesaw's bombardment, or, How the sharpshooters woke up the batteries	Brown, Joseph M.	1890	0	2	2	loc.ark:/13960/t9k369m71|nc01.ark:/13960/t6252734q	Kennesaw's bombardment, or, How the sharpshooters woke up th	Brown, Joseph M., 1851-1932.	hathifiles_title
OL1657942W	Christie, the King's servant	Walton, O. F.	1890	0	1	1	mdp.39015088626752	"Christie, the King's servant : a sequel to ""Christie's old o"	Walton, O. F., Mrs.	hathifiles_title
OL12199444W	The prisoners of war	Archibald McCowan	1901	0	2	1	wu.89059404228|uiug.30112063003583	The prisoners of war : a reminiscence of the Rebellion / by 	McCowan, Archibald.	hathifiles_title
OL32088594W	Jack and the bean-stalk	Tennyson, Hallam Tennyson	1886	0	1	1	uc2.ark:/13960/t13n22v9p	Jack and the bean-stalk; English hexameters by Hallam Tennys	Tennyson, Hallam Tennyson, Baron, 1852-1	hathifiles_title
OL32091107W	Last words	Juliana Horatia Gatty Ewing	1891	0	2	2	mdp.39015087956457|hvd.hn66kq	Last words : a final collection of stories / by Juliana Hora	Ewing, Juliana Horatia, 1841-1885.	hathifiles_title
OL32092529W	Jack the giant killer		1889	0	4	4	mdp.39015088612588|umn.31951000895616b|umn.31951000780108w	Jack the giant killer / by Richard Doyle.	Doyle, Richard, 1824-1883.	hathifiles_title
OL32090753W	Jack the giant killer		1880	0	5	5	mdp.39015088612588|umn.31951000895616b|umn.31951000780108w	Jack the giant killer / by Richard Doyle.	Doyle, Richard, 1824-1883.	hathifiles_title
OL3919498W	The twins and Tabiffa	Constance Heward	1923	0	1	1	umn.319510009553407	The twins and Tabiffa.	Heward, Constance.	hathifiles_title
OL44935W	A Changed Man	Hardy, Thomas	1913	0	2	2	uva.x000192390|pst.000011607083	A changed man,	Hardy, Thomas, 1840-1928.	hathifiles_title
OL32098073W	With the dream-maker	John Habberton	1898	0	1	1	uva.x030749328	With the dream-maker / by John Habberton ; illustrated by J.	Habberton, John, 1842-1921.	hathifiles_title
OL22130541W	The little warrior	P. G. Wodehouse	1923	0	2	2	uva.x004041436|uva.x000205751	The little warrior,	Wodehouse, P. G. 1881-1975.	hathifiles_title
OL19679486W	Penelope's Irish experiences	Wiggin, Kate Douglas Smith	1901	0	2	2	uva.x000366763|coo.31924072558111	Penelope's Irish experiences,	Wiggin, Kate Douglas Smith, 1856-1923.	hathifiles_title
OL39417443W	The blue cockade	Williams, Flora (McDonald)	1905	0	2	2	uva.x001086102|osu.32435071217178	The blue cockade : a story of the confederacy / by Flora McD	Williams, Flora McDonald, 1842-1930.	hathifiles_title
OL12200527W	The blue cockade	Flora McDonald Williams	1905	0	2	2	uva.x001086102|osu.32435071217178	The blue cockade : a story of the confederacy / by Flora McD	Williams, Flora McDonald, 1842-1930.	hathifiles_title
OL39428876W	The house of pride and other tales of Hawaii	John Griffith London	1914	0	4	4	uva.x000206348|umn.31951002361831s|pst.000006096533	The house of pride, and other tales of Hawaii.	London, Jack, 1876-1916.	hathifiles_title
OL137397W	The After House	Mary Roberts Rinehart	1914	0	2	2	uva.x001534919|hvd.hxdmde	The after house; a story of love, mystery and a private yach	Rinehart, Mary Roberts, 1876-1958.	hathifiles_title
OL7736780W	Between the lines on the American front	Franklin T. Ames	1919	0	2	2	uva.x030802623|coo1.ark:/13960/t98633330	Between the lines on the American front: a boys' story of th	Ames, Franklin T., pseud.	hathifiles_title
OL22069021W	A bag of stories	Warner, Anna Bartlett	1883	0	3	3	uva.x030826027|uva.x001140228|hvd.hn5f9x	A bag of stories,	Warner, Anna Bartlett, 1824-1915.	hathifiles_title
OL33138016W	The jolly rover	J. T. Trowbridge	1882	0	2	2	hvd.hn28fb|uva.x030743265	The jolly rover / by J.T. Trowbridge.	Trowbridge, J. T. 1827-1916.	hathifiles_title
OL17985671W	The wandering dog	Saunders, Marshall	1916	0	1	1	uva.x000856712	The wandering dog; adventures of a fox-terrier,	Saunders, Marshall, 1861-1947.	hathifiles_title
OL6926251W	The place of animals in human thought	Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington	1909	0	2	2	nyp.33433080062908|uva.x000875762	The place of animals in human thought.	Martinengo-Cesaresco, Evelyn Lilian Haze	hathifiles_title
OL19553556W	The Menehunes	Emily Foster Day	1905	0	3	3	uc2.ark:/13960/t9d50k886|uva.x004520770|loc.ark:/13960/t18k85733	The Menehunes; their adventures with the fisherman and how t	Day, Emily Foster.	hathifiles_title
OL39454775W	The horoscope	Dumas, Alexandre	1897	0	3	3	uva.x030742958|hvd.32044105239180|umn.31951002117910a	The horoscope / by Alexander Dumas. Tr. from the French by M	Dumas, Alexandre, 1802-1870.	hathifiles_title
OL1064175W	Daddy's girl	L. T. Meade	1900	0	1	1	uva.x004729360	Daddy's girl : and Consuelo's quest of happiness / by L. T. 	Meade, L. T., 1844-1914	hathifiles_title
OL7030018W	Penshurst Castle in the time of Sir Philip Sidney	Emma Marshall	1894	0	3	3	uva.x004507134|hvd.hn1spq|uga1.32108006314507	Penshurst Castle in the time of Sir Philip Sidney / by Emma 	Marshall, Emma, 1830-1899.	hathifiles_title
OL2530535W	John Holden, unionist	De Leon, T. C.	1893	0	1	1	uva.x030749403	John Holden, unionist : a romance of the days of Forrest's r	De Leon, T. C. 1839-1914.	hathifiles_title
OL6818345W	Swift fawn	Mary Hazelton Blanchard Wade	1916	0	1	1	uva.x030743268	Swift fawn : the little foundling.	Wade, Mary H., 1860-1936	hathifiles_title
OL1102675W	The young gunbearer	Browne, George Waldo	1900	0	1	1	uva.x030802555	The young gunbearer : a tale of the neutral ground, Acadia, 	Browne, George Waldo, 1851-1930.	hathifiles_title
OL2288673W	The Green Eyes of Bast	Sax Rohmer	1920	0	3	3	uva.x000875655|hvd.32044086905015|coo.31924013235548	The green eyes of Bast / by Sax Rohmer [pseud.] ...	Rohmer, Sax, 1883-1959.	hathifiles_title
OL16739092W	A soldier of Manhattan		1897	0	3	3	uva.x002185484|hvd.hn1vre|ien.35556006176135	A soldier of Manhattan : and his adventures at Ticonderoga a	Altsheler, Joseph A. 1862-1919.	hathifiles_title
OL1795172W	A soldier of Manhattan	Joseph A. Altsheler	1897	0	3	3	uva.x002185484|hvd.hn1vre|ien.35556006176135	A soldier of Manhattan : and his adventures at Ticonderoga a	Altsheler, Joseph A. 1862-1919.	hathifiles_title
OL16523510W	The first cruiser out	William Osborn Stoddard	1898	0	1	1	uva.x004282538	The first cruiser out : a Cuban war story ; Visitors at Gram	Stoddard, William O., 1835-1925	hathifiles_title
OL32090047W	The Swiss family Robinson, or, The adventures of a shipwrecked family on an uninhabited island near New Guinea	Johann David Wyss	1888	0	1	1	uva.x001818303	The Swiss family Robinson, or, The adventures of a shipwreck	Wyss, Johann David, 1743-1818.	hathifiles_title
OL141852W	Dr. Le Baron and his daughters	Jane G. Austin	1890	0	2	2	uiuo.ark:/13960/t5cc4ct82|uva.x030749361	Dr. Le Baron and his daughters : a story of the Old Colony /	Austin, Jane G. 1831-1894.	hathifiles_title
OL7133770W	That boy o'mine	Nina Hill Robinson	1908	0	1	1	uva.x030803652	"That boy o' mine / by the author of ""Aunt Dice."""	Robinson, Nina Hill.	hathifiles_title
OL205339W	Grasshopper Green and the meadow-mice	Rae, John	1922	0	1	1	uva.x000596426	Grasshopper green and the meadow-mice / written and illus. b	Rae, John, 1882-1963.	hathifiles_title
OL17775366W	The Best Short Stories of 1915	O'Brien, Edward Joseph Harrington	1916	0	1	1	uva.x000596476	The best short stories of 1915 : and the yearbook of the Ame		hathifiles_title
OL95927W	Beyond the great south wall	Frank Savile	1901	0	2	2	uva.x030787959|hvd.32044080925902	Beyond the great south wall: the secret of the Antarctic / b	Savile, Frank	hathifiles_title
OL38768222W	The page of the Duke of Savoy	Dumas, Alexandre	1896	0	7	7	uva.x030825534|pst.000029558766|pst.000029557660	The page of the Duke of Savoy / by Alexandre Dumas.	Dumas, Alexandre, 1802-1870.	hathifiles_title
OL12181485W	Tuckahoe	Francis Elizabeth Scott Bagby	1907	0	1	1	uva.x002008762	Tuckahoe; a collection of Indian stories and legends, by Mrs	Bagby, Francis Elizabeth Scott.	hathifiles_title
OL32090636W	The courteous knight and other tales	E. Edwardson	1899	0	1	1	uva.x002649839	The courteous knight and other tales : borrowed from Spenser	Edwardson, E.	hathifiles_title
OL6572066W	Out of the darkness, or, diabolism and destiny	John Wesley Grant	1909	0	2	2	uiug.30112014088766|uva.x001866470	Out of the darkness, or, Diabolism and destiny / by J.W. Gra	Grant, John Wesley, 1850-	hathifiles_title
OL7015368W	The green graves of Balgowrie	Jane Helen Findlater	1896	0	2	1	uva.x004506780|hvd.hnp97e	The green graves of Balgowrie / by Jane Helen Findlater.	Findlater, Jane Helen, 1866-1946.	hathifiles_title
OL18039233W	The quest of John Chapman	Newell Dwight Hillis	1913	0	2	2	uva.x000983539|coo1.ark:/13960/t40s0bh34	The quest of John Chapman : the story of a forgotten hero / 	Hillis, Newell Dwight, 1858-1929.	hathifiles_title
OL32092098W	The story of a coral necklace	Robina F. Hardy	1889	0	1	1	uva.x030825961	The story of a coral necklace / by Robina F. Hardy ; with il	Hardy, Robina F.	hathifiles_title
OL43024989W	Alice McDonald	J B Logan	1901	0	1	1	uva.x001280936	Alice McDonald : or, The heroine of principle : a story of t	Logan, J. B. -1878	hathifiles_title
OL32100021W	Jacob & the raven	Frances Mary Peard	1896	0	1	1	uva.x030826085	Jacob & the raven : with other stories for children / by Fra	Peard, Frances Mary, 1835-1923.	hathifiles_title
OL4072572W	The Moving Picture Girls Under the Palms	Laura Lee Hope	1914	0	1	1	uva.x000937297	The moving picture girls under the palms : or; Lost in the w	Hope, Laura Lee.	hathifiles_title
OL42932643W	Rodolphus	Abbott, Jacob	1880	0	1	1	uva.x004282843	Rodolphus : a Franconia story. Illustrated.	Abbott, Jacob, 1803-1879.	hathifiles_title
OL42571809W	Mildred at home	Martha Finley	1890	0	1	1	uva.x000450207	Mildred at home : a sequel to Mildred's married life  / by M	Finley, Martha, 1828-1909.	hathifiles_title
OL7427433W	My South sea island	Eric Muspratt	1931	0	2	0	pst.000019138053|iau.31858048845121	My South sea island.	Muspratt, Eric, 1899-	hathifiles_title
OL31971259W	Heart of Darkness	Conrad, Joseph	1899	1	1	0	pst.000027630099	Heart of darkness : and The secret sharer / with an introduc	Conrad, Joseph, 1857-1924.	hathifiles_title
OL29000391W	Heart of Darkness	Conrad, Joseph	1899	0	1	0	pst.000027630099	Heart of darkness : and The secret sharer / with an introduc	Conrad, Joseph, 1857-1924.	hathifiles_title
OL38663W	Heart of Darkness	Conrad, Joseph	1899	0	1	0	pst.000027630099	Heart of darkness : and The secret sharer / with an introduc	Conrad, Joseph, 1857-1924.	hathifiles_title
