ol_work_key	ol_title	ol_author_name	goodreads_work_id	gr_primary_contributors	ol_author_key	combined_identity_status	cross_source_corroborated	newly_resolved_by_wikidata	resolved_person_qid	resolved_gr_name	resolved_ol_name	identity_status	matched_gr_name	matched_ol_name_raw	ol_evidence_type	wikidata_identity_status	gr_wikidata_candidate_qid_count	corroborated_qid_count	corroborated_qids	matched_qid	matched_gr_target_names	matched_ol_name	matched_ol_name_source	matched_wikidata_name	matched_wikidata_name_source	wikidata_label	wikidata_description	wikidata_occupation_qids	wikidata_birth	wikidata_death	enwiki_title
/works/OL18445279W	Raoul de Cambrai	Jessie Raven Crosland	1444719	Unknown	/authors/OL1911277A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	121	0													
/works/OL18506697W	The golden horseshoe	Bonsal, Stephen	6324232	Elizabeth Coatsworth	/authors/OL2123030A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL18535782W	The quiet light	De Wohl, Louis	977653	Louis de Wohl	/authors/OL408500A	SAME_PERSON_OL_DIRECT	False	False		Louis de Wohl	Louis De Wohl	DIRECT_NAME_MATCH	Louis de Wohl	Louis De Wohl	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1860901W	The Hound	Frederic Morton	6790994	H.P. Lovecraft	/authors/OL222796A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL187185W	A royal robber	Heribert Rau	41731708	Karen Wallace	/authors/OL2185503A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	3	0													
/works/OL1878326W	The best go first	O'Rourke, Frank	17485343	Frank O'Malley	/authors/OL224912A	SAME_PERSON_OL_ALIAS	False	False		Frank O'Malley	Frank O'Malley	OL_ALIAS_MATCH	Frank O'Malley	Frank O'Malley	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1898307W	The 500 hats of Bartholomew Cubbins	Ted Geisel	1088828	Dr. Seuss	/authors/OL2622837A	SAME_PERSON_OL_DIRECT	False	False		Dr. Seuss	Dr. Seuss	DIRECT_NAME_MATCH	Dr. Seuss	Dr. Seuss	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1917170W	The  green bough	Mary Austin	27104297	Gladys Humphrey Foertsch | Phyllis A. Humphrey	/authors/OL1900249A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1937503W	The Changing Years	Robins, Denise	45407382	Amber Kell	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1937518W	Murder in Mayfair	Robins, Denise	52846843	D.M. Quincy	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1937558W	Dust of Dreams	Robins, Denise	4767755	Steven Erikson | Stiv'n Eriks'n	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1937567W	Island of Flowers	Robins, Denise	668521	Nora Roberts	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1937568W	It Wasn't Love	Robins, Denise	42926433	J.S.  Lee	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	7	0													
/works/OL1937607W	Those Who Love	Robins, Denise	2201692	Irving Stone	/authors/OL232498A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1940827W	No son of mine	Stern, G. B.	40073786	Leslie Georgeson	/authors/OL232899A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL194472W	Told under the Blue umbrella	Association for Childhood Education International. Literature Committee.	10932	International Association for Childhood Education	/authors/OL2236110A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL194963W	A Minor Operation	Alfred W Stewart	24022278	J.J. Connington	/authors/OL5634689A	SAME_PERSON_OL_ALIAS	False	False		J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1952565W	Pal Joey	O'Hara, John	1453973	John O'Hara	/authors/OL234170A	SAME_PERSON_OL_DIRECT	False	False		John O'Hara	John O'Hara	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1952569W	Butterfield 8	O'Hara, John	1768442	John O'Hara	/authors/OL234170A	SAME_PERSON_OL_DIRECT	False	False		John O'Hara	John O'Hara	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1952570W	Appointment in Samarra	O'Hara, John	2555382	John O'Hara	/authors/OL234170A	SAME_PERSON_OL_DIRECT	False	False		John O'Hara	John O'Hara	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1953758W	Marion	Watanna, Onoto	43403167	Emma Cline	/authors/OL234357A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL19601011W	Tales of the Klondyke	Ellis	4631217	Jack London	/authors/OL6013060A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL19678424W	The gaunt woman	Edmund Gilligan	18934655	John  Blackburn	/authors/OL7514204A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	20	0													
/works/OL1972836W	The enchanted April	Ingri D'Aulaire	387804	Elizabeth von Arnim | Helen Taylor | Margaret Tarner	/authors/OL1001838A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	27	0													
/works/OL19739298W	Shelter in Place	Robertson, Eleanor Marie	51825158	Alexander Maksik	/authors/OL18977A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1982533W	The Happy Family	B. M. Bower	24656926	Hans Christian Andersen	/authors/OL238489A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL198630W	Running Fox	Elmer Russell Gregor	1215884	Cassie Edwards	/authors/OL2397262A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL1991715W	Lorenzo the Magnificent	Dane Coolidge	5109820	Hugh Ross Williamson	/authors/OL239749A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL1992206W	Other Voices, Other Rooms	Truman Streckfus Persons	2222705	Truman Capote	/authors/OL239800A	SAME_PERSON_OL_DIRECT	False	False		Truman Capote	Truman Capote	DIRECT_NAME_MATCH	Truman Capote	Truman Capote	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL199994W	The judgment of Eve	May Sinclair	2920981	Edgar Pangborn	/authors/OL2399792A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20030246W	Death in the Tunnel	Cecil John Charles Street	46015103	Miles Burton	/authors/OL6001513A	SAME_PERSON_OL_ALIAS	False	False		Miles Burton	Miles Burton | miles burton	OL_ALIAS_MATCH	Miles Burton	Miles Burton | miles burton	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL200347W	God Save The King	Ronald MacDonald	21865632	Laura  Purcell	/authors/OL4383697A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20138W	Debits and credits	Kipling, Rudyard	34325363	Lyn Fraser	/authors/OL24461A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL202116W	The nurse's story	Adele Bleneau	1250733	Carol Gino	/authors/OL2403807A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2031303W	Hit or myth	Riddell, James.	539589	Robert Lynn Asprin	/authors/OL245573A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2040928W	Happy Day	Ruth Krauss	417029	Pam Brown	/authors/OL247209A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	6	0													
/works/OL2041040W	Frosty the Snow Man	Annie North Bedford	1413359	Walt Disney Company	/authors/OL247215A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL20542159W	Rogue's March	Maristan Chapman	914108	Peter F. Stevens	/authors/OL2172573A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL205866W	Hiwa	Dole, Edmund P.	55548949	Augustin Erba	/authors/OL2410897A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20658379W	Perfect Marriage	Dorothy Phoebe Ansle	1318101	Laurey Bright	/authors/OL2027719A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20660076W	Follow Your Star	Lyndon Snow	2758174	Lucy Walker	/authors/OL1781837A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	11	0													
/works/OL20672490W	Moby Dick (adaptation)	Verne B. Brown	47854566	Herman Melville | Jan Needle	/authors/OL7621271A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20857673W	Bad Dad	David Walliams	26747238	Derek Munson	/authors/OL2623989A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	26229987	Frode Sander Oien | Samiuel' B'ork | Samuel Bjork	/authors/OL7400495A	SAME_PERSON_WIKIDATA	False	True	Q11970358	Samuel Bjork	Samuel Bjørk	UNRESOLVED				SAME_PERSON_WIKIDATA	1	1	Q11970358	Q11970358	Samuel Bjork	Samuel Bjørk	name	Samuel Bjørk	P742_pseudonym	Frode Sander Øien	Norwegian writer and musician	Q36180|Q214917|Q177220|Q822146|Q639669	+1969-05-12T00:00:00Z		
/works/OL208822W	The black circle	Mansfield Scott	6438210	Patrick Carman	/authors/OL2416901A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20943831W	We gather together	Grace W. McGavran	1641335	Wendy Pfeffer	/authors/OL2179632A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL20986096W	Home Place	Dorothy Thomas	842390	Crescent Dragonwagon	/authors/OL7563151A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL210272W	Rescuing the Czar	James P. Smythe	593233	James P. Smyth	/authors/OL2419899A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL211293W	The grinding	Clara Goodyear Boise Bush	26192647	Matt Dinniman	/authors/OL2422462A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL21196068W	Killer's Choice	Louis Begley	1338801	Ed McBain	/authors/OL222674A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL212622W	Jungle tales	Howard Anderson Musser	1182383	Horacio Quiroga	/authors/OL2425633A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL21624922W	Promising Young Women	Caroline O'Donoghue	21459247	Suzanne Scanlon	/authors/OL5946054A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL217628W	Children of the fog	Carmel Haden Guest	15839770	Cheryl Kaye Tardif	/authors/OL2442761A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2181966W	Souls divided	Matilde Serao	40303190	Rachel Carrington	/authors/OL276644A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL220241W	The Life And Works Of Paul Laurence Dunbar	Lida Keck Wiggins	6460280	Paul Laurence Dunbar	/authors/OL2456890A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22067446W	Profit and loss	Mary Dwinell Chellis	16051465	Leontia Flynn	/authors/OL2515542A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22071219W	The she-devil	Montmorency Hill Le Burke	1118107	Robert E. Howard	/authors/OL8449041A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22086330W	The lay of Havelok the Dane	Walter W. Skeat	7060570	Unknown	/authors/OL1070041A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	121	0													
/works/OL22105981W	The last ditch	Belle Willey Gue	17002528	Sandy Mitchell	/authors/OL2422626A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL2212255W	Buried Caesars	Vincent Starrett	673273	Stuart M. Kaminsky	/authors/OL283368A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2212257W	Fourteen Great Detective Stories	Vincent Starrett	14899428		/authors/OL283368A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22124574W	Murder in the Maze	Alfred W Stewart	15735365	J.J. Connington	/authors/OL5634689A	SAME_PERSON_OL_ALIAS	False	False		J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22126243W	Rising wind	Moore, Virginia.	1776616	Cindy Holby	/authors/OL2437976A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22126502W	Moving waters	Noble, Edward.	21534896	Racelle Rosett	/authors/OL2410670A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22126646W	Dead men's shoes	Lee Thayer	42610748	Kate Chopin	/authors/OL2172651A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22127243W	Invitation to the dance	Madge Jenison	834155	Hilary Spurling	/authors/OL2235555A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22127275W	Kit and Kat	Lucy Fitch Perkins	179158	Tomie dePaola	/authors/OL2123401A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22127453W	Brooklyn Heights	William Cary Sanger	13400870	Miral al-Tahawy | myrl lTHwy	/authors/OL2407270A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22127488W	They tell no tales	Lee Thayer	5009516	Manning Coles	/authors/OL2172651A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22127878W	Sir Lancelot of the Lake	Lucy Allen Paton	700608	Desmond Dunkerley | Robert Ayton	/authors/OL6022857A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	3	0													
/works/OL22127996W	My pets	Kipling, Rudyard	6239180	Igloo Books Ltd	/authors/OL24461A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22128985W	Set a thief	Lee Thayer	1901213	Martin   Page	/authors/OL2172651A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	8	0													
/works/OL22130396W	"""Blackwood"" tales from the outposts"	Leonard Arthur Bethell	46111302	Lt Colonel Bethel	/authors/OL2454952A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22133683W	The Milk-churn Murder	Cecil John Charles Street	25403167	Miles Burton	/authors/OL6001513A	SAME_PERSON_OL_ALIAS	False	False		Miles Burton	Miles Burton | miles burton	OL_ALIAS_MATCH	Miles Burton	Miles Burton | miles burton	OL_ALTERNATE_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22135156W	Thou art the man	Richard Blaker	14651175	Edgar Allan Poe	/authors/OL2035309A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22141136W	Phil the fiddler, or, The story of a young street musician	Horatio Alger	1111179	Horatio Alger Jr.	/authors/OL316972A	SAME_PERSON_OL_DIRECT	True	False	Q453251	Horatio Alger Jr.	Horatio Alger, Jr.	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q453251	Q453251	Horatio Alger Jr.	Horatio Alger	personal_name	Horatio Alger	wikidata_label	Horatio Alger	American novelist (1832–1899)	Q36180|Q6625963|Q4853732|Q1930187|Q482980	+1832-01-13T00:00:00Z|+1832-01-01T00:00:00Z|+1834-01-13T00:00:00Z	+1899-07-18T00:00:00Z|+1899-01-01T00:00:00Z	Horatio Alger
/works/OL22152639W	River out of Eden	Shirley Seifert	1121858	Richard Dawkins	/authors/OL2101415A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	7	0													
/works/OL22152755W	Husky	Frank Conibear	44599174	Justin Sayre	/authors/OL2236586A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22157721W	The keepers of the house	Harry Harrison Kroll	258855	Shirley Ann Grau	/authors/OL2100228A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22160192W	Persons unknown	Lee Thayer	12089530	Jake Adam York	/authors/OL2172651A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22202229W	Stablemates	Margaret S. Johnson	17534105	Linda Hines	/authors/OL2171067A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22202898W	The man from Texas	Jackson Gregory	3892696	Linda Style	/authors/OL1181925A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22210049W	The golden feather	Theda Kenyon	3235219	Amanda McCabe	/authors/OL2235936A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22233262W	A short wait between trains	McLaughlin, Robert	5067874	Robert Benard	/authors/OL2101584A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22243749W	Paganini	Lillian Day	23636774	Paolo d'Antonio	/authors/OL2229992A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL2226869W	St. Jude's	Ian Maclaren	6768601	Gemma Sisia	/authors/OL286714A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL22291715W	The happy island	Darwin L. Teilhet	210164	Dawn Powell	/authors/OL2204640A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL22316495W	The animal story book	Ernest Thompson Seton	2345215	Andrew Lang	/authors/OL39160A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL2254120W	The story of the other wise man	Van Dyke, Henry	2757985	Henry Van Dyke | Pamela Kennedy	/authors/OL292878A	SAME_PERSON_OL_DIRECT	False	False		Henry Van Dyke	Henry van Dyke	DIRECT_NAME_MATCH	Henry Van Dyke	Henry van Dyke	OL_NAME_OR_PERSONAL_NAME	NO_WIKIDATA_CANDIDATE	0	0													
/works/OL226918W	Every inch a king	Josephine Caroline Sawyer	1995610	Harry Turtledove	/authors/OL2497244A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	7211236	Scott R. Rezer	/authors/OL2264825A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL228725W	Hero Tales	Baldwin, James	234537	Dave Jackson | Neta Jackson	/authors/OL112971A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	14	0													
/works/OL2319961W	Lost In The Forest	Robert Michael Ballantyne	1414472	Sue Miller	/authors/OL2570949A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	4	0													
/works/OL232591W	The buccaneers	Henry M. Hyde	1483593	Angela Mackworth-Young | Edith Wharton | Marion Mainwaring	/authors/OL2508365A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2337481W	The Frontiersmen	Charles Egbert Craddock	811344	Allan W. Eckert	/authors/OL316603A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2338159W	A wounded name	King, Charles	19159297	Dot Hutchison	/authors/OL316680A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2338292W	Navy blue	Willis Boyd Allen	48203911	Steve Meagher	/authors/OL316691A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL2338304W	Kelp	Willis Boyd Allen	1219834	Linda Aronson		AMBIGUOUS_OL_AUTHOR_KEY	False	False				OL_AUTHOR_KEY_AMBIGUOUS				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2338406W	Sometime	Herrick, Robert	16404109	Ted Stetson	/authors/OL316704A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2339023W	The gray man	S. R. Crockett	6740331	Mark Greaney	/authors/OL5580111A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	2	0													
/works/OL2339074W	The standard bearer	S. R. Crockett	1848942	Edilberto K. Tiempo	/authors/OL5580111A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2340467W	The Willoughbys	Brown, Alice	2119510	Lois Lowry	/authors/OL316873A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL2340471W	The court of love	Brown, Alice	482003	Denee Cody	/authors/OL316873A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
/works/OL2340489W	The black drop	Brown, Alice	15846454	Jason Morningstar	/authors/OL316873A	UNRESOLVED	False	False				UNRESOLVED				WD_CANDIDATES_NO_CORROBORATION	1	0													
/works/OL2341561W	Bound to rise, or, Up the ladder	Horatio Alger	3625489	Horatio Alger Jr.	/authors/OL316972A	SAME_PERSON_OL_DIRECT	True	False	Q453251	Horatio Alger Jr.	Horatio Alger, Jr.	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q453251	Q453251	Horatio Alger Jr.	Horatio Alger	personal_name	Horatio Alger	wikidata_label	Horatio Alger	American novelist (1832–1899)	Q36180|Q6625963|Q4853732|Q1930187|Q482980	+1832-01-13T00:00:00Z|+1832-01-01T00:00:00Z|+1834-01-13T00:00:00Z	+1899-07-18T00:00:00Z|+1899-01-01T00:00:00Z	Horatio Alger
/works/OL2341588W	Ralph Raymond's heir	Horatio Alger	505026	Horatio Alger Jr.	/authors/OL316972A	SAME_PERSON_OL_DIRECT	True	False	Q453251	Horatio Alger Jr.	Horatio Alger, Jr.	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q453251	Q453251	Horatio Alger Jr.	Horatio Alger	personal_name	Horatio Alger	wikidata_label	Horatio Alger	American novelist (1832–1899)	Q36180|Q6625963|Q4853732|Q1930187|Q482980	+1832-01-13T00:00:00Z|+1832-01-01T00:00:00Z|+1834-01-13T00:00:00Z	+1899-07-18T00:00:00Z|+1899-01-01T00:00:00Z	Horatio Alger
/works/OL2341609W	The young circus rider, or, The mystery of Robert Rudd	Horatio Alger	3612451	Horatio Alger Jr.	/authors/OL316972A	SAME_PERSON_OL_DIRECT	True	False	Q453251	Horatio Alger Jr.	Horatio Alger, Jr.	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q453251	Q453251	Horatio Alger Jr.	Horatio Alger	personal_name	Horatio Alger	wikidata_label	Horatio Alger	American novelist (1832–1899)	Q36180|Q6625963|Q4853732|Q1930187|Q482980	+1832-01-13T00:00:00Z|+1832-01-01T00:00:00Z|+1834-01-13T00:00:00Z	+1899-07-18T00:00:00Z|+1899-01-01T00:00:00Z	Horatio Alger
/works/OL2341638W	Phil, the fiddler, or, The story of a young street musician	Horatio Alger	1111179	Horatio Alger Jr.	/authors/OL316972A	SAME_PERSON_OL_DIRECT	True	False	Q453251	Horatio Alger Jr.	Horatio Alger, Jr.	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME	SAME_PERSON_WIKIDATA	1	1	Q453251	Q453251	Horatio Alger Jr.	Horatio Alger	personal_name	Horatio Alger	wikidata_label	Horatio Alger	American novelist (1832–1899)	Q36180|Q6625963|Q4853732|Q1930187|Q482980	+1832-01-13T00:00:00Z|+1832-01-01T00:00:00Z|+1834-01-13T00:00:00Z	+1899-07-18T00:00:00Z|+1899-01-01T00:00:00Z	Horatio Alger
/works/OL2341661W	Making his mark	Horatio Alger	23323418	Jennah Scott	/authors/OL316972A	UNRESOLVED	False	False				UNRESOLVED				NO_WIKIDATA_CANDIDATE	0	0													
