ol_work_key	ol_title	ol_author_name	goodreads_work_id	gr_primary_contributors	ol_author_key	ol_author_source_keys	redirect_applied	identity_status	matched_gr_name	matched_ol_name_raw	ol_evidence_type
/works/OL1517841W	Young Woodley	Van Druten, John	14062494	John Van Druten	/authors/OL161159A	/authors/OL161159A	0	DIRECT_NAME_MATCH	John Van Druten	John Van Druten	OL_NAME_OR_PERSONAL_NAME
/works/OL1518683W	The herdsman	Dorothy Clarke Wilson	27351950	Frank Roderus	/authors/OL161187A	/authors/OL161187A	0	UNRESOLVED			
/works/OL1519516W	Dolly Madison	Helen Albee Monsell	1636683	Maud Wilder Goodwin	/authors/OL161268A	/authors/OL161268A	0	UNRESOLVED			
/works/OL1520137W	Anne of Avonlea	James Reach	63845	L.M. Montgomery | Liusi-Mod Montgomeri	/authors/OL161305A	/authors/OL161305A	0	UNRESOLVED			
/works/OL15212844W	The danger zone	David, Lawrence.	57085185	D'Ann Lindun | Jennifer Lowery | Jude Ouvrard | Lyssa Layne | Melissa Keir | RaeAnne Hadley	/authors/OL32876A	/authors/OL32876A	0	UNRESOLVED			
/works/OL15217360W	Southwest	Armer, Laura Adams	4692478	John Houghton Allen	/authors/OL2190097A	/authors/OL2190097A	0	UNRESOLVED			
/works/OL15234302W	Secretum	Francesco Petrarca	2186260	Francesco Sorti | Rita Monaldi	/authors/OL77056A	/authors/OL77056A	0	UNRESOLVED			
/works/OL1524045W	Fantastica	Robert Malise Bowyer Nichols	2954898	Merel Roze	/authors/OL161711A	/authors/OL161711A	0	UNRESOLVED			
/works/OL1524054W	Flight of the swan	Margaret Ann Hubbard	316306	Rosario Ferre	/authors/OL161712A	/authors/OL161712A	0	UNRESOLVED			
/works/OL15251688W	Times Square	Cornell Woolrich	57571003	Jana Aston	/authors/OL2205533A	/authors/OL2205533A	0	UNRESOLVED			
/works/OL15255781W	Storm center	J. Walker McSpadden	1318500	Douglas Clark	/authors/OL32551A	/authors/OL32551A	0	UNRESOLVED			
/works/OL1526742W	The Common Law	Chambers, Robert W.	816001	Oliver Wendell Holmes Jr.	/authors/OL162057A	/authors/OL162057A	0	UNRESOLVED			
/works/OL1526994W	Defending the island	Otis, James	2401163	Norman Longmate	/authors/OL162073A	/authors/OL162073A	0	UNRESOLVED			
/works/OL1527226W	In great waters	Thomas Allibone Janvier	6494266	Kit Whitfield	/authors/OL162089A	/authors/OL162089A	0	UNRESOLVED			
/works/OL15312056W	The almosts	Helen. [from old catalog] MacMurchy	29400894	Em Barrett	/authors/OL6731394A	/authors/OL6731394A	0	UNRESOLVED			
/works/OL1531468W	Eagle-feather	Catherine I. Dodd	1447494	Clyde Robert Bulla	/authors/OL162491A	/authors/OL162491A	0	UNRESOLVED			
/works/OL1537051W	The house of the sphinx	Henry Ridgely Evans	10112271	Sarah Wisseman	/authors/OL163024A	/authors/OL163024A	0	UNRESOLVED			
/works/OL15376733W	Family Holiday	Robins, Denise	44420979	Patricia Burstein	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL15379873W	The other girls	A. D. T. Whitney	17962945	Lola Pridemore	/authors/OL159674A	/authors/OL159674A	0	UNRESOLVED			
/works/OL15381081W	This One Night	Robins, Denise	6466478	Yvonne Whittal	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL15383117W	How to Forget	Robins, Denise	16010143	Marius Brill	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL15390983W	The Madness of Love	Robins, Denise	1701179	Katharine Davies	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL15392193W	The Vagabond King	Justin H. McCarthy	18022518	James      Conway	/authors/OL2351509A	/authors/OL2351509A	0	UNRESOLVED			
/works/OL1539571W	The art of writing fiction	Mary Burchard Orvis	16269251	Andrew Cowan	/authors/OL163354A	/authors/OL163354A	0	UNRESOLVED			
/works/OL15399498W	Three Loves	Patricia Robins	1449733	A.J. Cronin	/authors/OL954025A	/authors/OL954025A	0	UNRESOLVED			
/works/OL15411681W	Such Is Love	Cook, Ida	5287468	Mary Burchell	/authors/OL892147A	/authors/OL892147A	0	DIRECT_NAME_MATCH	Mary Burchell	Mary Burchell	OL_NAME_OR_PERSONAL_NAME
/works/OL15415838W	Looking beyond	Ludwig A. Geissler	567561	James Van Praagh	/authors/OL2009888A	/authors/OL2009888A	0	UNRESOLVED			
/works/OL15423W	Salted with fire	MacDonald, George	25428322	Nancy LaRonda Johnson	/authors/OL23082A	/authors/OL23082A	0	UNRESOLVED			
/works/OL154396W	The Lost Valley	J. M. Walsh	17145632	Max Brand	/authors/OL2002725A	/authors/OL2002725A	0	UNRESOLVED			
/works/OL154592W	Despised & Rejected	Eunice Buckley	1736633	A.T. Fitzroy | R. Allatini	/authors/OL1978607A	/authors/OL1978607A	0	OL_ALIAS_MATCH	A.T. Fitzroy	A. T. Fitzroy	OL_ALTERNATE_NAME
/works/OL1551142W	Felicitas	Felix Dahn	42420001	Janusz A. Zajdel	/authors/OL165176A	/authors/OL165176A	0	UNRESOLVED			
/works/OL15515233W	The lost army	Thomas Wallace Knox	2866684	Valerio Massimo Manfredi	/authors/OL1085043A	/authors/OL1085043A	0	UNRESOLVED			
/works/OL15549635W	Black ivory	Polan Banks	3838978	R.M. Ballantyne	/authors/OL2188314A	/authors/OL2188314A	0	UNRESOLVED			
/works/OL15549895W	An inch of time	Norman, James	21484902	Peter Helton	/authors/OL1775956A	/authors/OL1775956A	0	UNRESOLVED			
/works/OL15605702W	Grania	Emily Lawless	292055	Morgan Llywelyn	/authors/OL729088A	/authors/OL729088A	0	UNRESOLVED			
/works/OL15675565W	The Clansman	Dixon, Thomas	1357600	Thomas Dixon Jr.	/authors/OL1156030A	/authors/OL3732953A	1	DIRECT_NAME_MATCH	Thomas Dixon Jr.	Thomas Dixon Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL156859W	My lady of Cleves	Margaret Campbell	3030503	Margaret Campbell Barnes	/authors/OL1314365A	/authors/OL1314365A	0	OL_ALIAS_MATCH	Margaret Campbell Barnes	Margaret Campbell Barnes	OL_ALTERNATE_NAME
/works/OL156861W	Brief gaudy hour	Margaret Campbell	2824134	Margaret Campbell Barnes	/authors/OL1314365A	/authors/OL1314365A	0	OL_ALIAS_MATCH	Margaret Campbell Barnes	Margaret Campbell Barnes	OL_ALTERNATE_NAME
/works/OL15690071W	The southerners	Brady, Cyrus Townsend	6831015	Edna L. Lee	/authors/OL1386096A	/authors/OL1386096A	0	UNRESOLVED			
/works/OL15742857W	Brave Companions	Ruth Adams Knight	6376	David McCullough	/authors/OL2171218A	/authors/OL2171218A	0	UNRESOLVED			
/works/OL15752016W	Escape to danger	Edward Buell Hungerford	2285217	Watson Jenkins	/authors/OL2099360A	/authors/OL2099360A	0	UNRESOLVED			
/works/OL1582988W	Great Short Stories	Wilbur Lang Schramm	29960023	Anton Chekhov	/authors/OL171270A	/authors/OL171270A;/authors/OL2974529A	1	UNRESOLVED			
/works/OL15839832W	Shifting winds	Leon Ware	6504130	Lex Valentine	/authors/OL1959072A	/authors/OL1959072A	0	UNRESOLVED			
/works/OL15846546W	Little Fox	Katharine L. Keelor	272394	Marilyn Janovitz	/authors/OL6925542A	/authors/OL6925542A	0	UNRESOLVED			
/works/OL15850648W	Strangers in the desert	Alice Dyar Russell	15287352	Lynn Raye Harris	/authors/OL6925705A	/authors/OL6925705A	0	UNRESOLVED			
/works/OL15854250W	The four friends	Eleanor Hoffmann	6823233	Carol Hoff	/authors/OL2206675A	/authors/OL2206675A	0	UNRESOLVED			
/works/OL15854836W	Bush holiday	Dale Collins	2825379	Stephen Fennimore	/authors/OL2241628A	/authors/OL2241628A	0	UNRESOLVED			
/works/OL15861181W	Lightfoot	Katherine Binney Shippen	54280124	Nicholas Jennings	/authors/OL6917149A	/authors/OL6917149A	0	UNRESOLVED			
/works/OL15866097W	Tod, of the fens	Elinor Whitney Field	2887323	Elinor Whitney	/authors/OL2008535A	/authors/OL2008535A	0	UNRESOLVED			
/works/OL15867922W	Hide-out	Thomas Morris Longstreth	15164587	Andreas Eschbach	/authors/OL1516911A	/authors/OL1516911A	0	UNRESOLVED			
/works/OL15870542W	Hide-out	Thomas Morris Longstreth	15164587	Andreas Eschbach	/authors/OL1516911A	/authors/OL1516911A	0	UNRESOLVED			
/works/OL15963205W	Shifting winds	Leon Ware	6504130	Lex Valentine	/authors/OL1959072A	/authors/OL1959072A	0	UNRESOLVED			
/works/OL16025353W	Beloved bondage	Yates, Elizabeth	3090683	Katharine Kincaid	/authors/OL23432A	/authors/OL23432A	0	UNRESOLVED			
/works/OL16057661W	Teen-age horse stories	A. L. Furman	45819410	David Thomas	/authors/OL150241A	/authors/OL150241A	0	UNRESOLVED			
/works/OL16059299W	The happy man and his dump truck	Miryam Yardumian	398572	Miryam	/authors/OL2248492A	/authors/OL2248492A	0	UNRESOLVED			
/works/OL16068101W	Paganini	Lillian Day	23636774	Paolo d'Antonio	/authors/OL2229992A	/authors/OL2229992A	0	UNRESOLVED			
/works/OL1617387W	Rosemary and Rue	Elizabeth W. Champney	6478937	Seanan McGuire	/authors/OL177275A	/authors/OL177275A	0	UNRESOLVED			
/works/OL16204340W	Romance & legend of chivalry	A. R. Hope Moncrieff	1876686	Ascott Robert Hope Montcrieff	/authors/OL18175A	/authors/OL18175A	0	UNRESOLVED			
/works/OL16243595W	Reveille	Angela Du Maurier	2619059	James Warner Bellah	/authors/OL2116119A	/authors/OL2116119A	0	UNRESOLVED			
/works/OL16257277W	The three things	Mary Raymond Shipman Andrews	47261402	Annie Ruygt	/authors/OL1099961A	/authors/OL1099961A	0	UNRESOLVED			
/works/OL16278676W	Luke Walton	Horatio Alger	1905248	Horatio Alger Jr.	/authors/OL316972A	/authors/OL316972A	0	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16286484W	The Story of a Little Gray Mouse	Dorothy Sherrill	44092101	Dorothy Sherill	/authors/OL2180103A	/authors/OL2180103A	0	UNRESOLVED			
/works/OL16313241W	Thibaw's queen	H. Fielding-Hall	48164101	Harold Fielding	/authors/OL2541934A	/authors/OL2541934A	0	UNRESOLVED			
/works/OL16328373W	Gone west	Harriet McCrory Grove	17323043	Carola Dunn	/authors/OL9068037A	/authors/OL9068037A	0	UNRESOLVED			
/works/OL16333153W	Stories from English history	Albert F. Blaisdell	6626293	Hilda T. Skae | T. Hilda Skae	/authors/OL873572A	/authors/OL873572A	0	UNRESOLVED			
/works/OL16333632W	Too many women	Duncan Schwann	990743	Rex Stout	/authors/OL2529689A	/authors/OL2529689A	0	UNRESOLVED			
/works/OL16334970W	Horse tales	Mary Boyle	1151273		/authors/OL7048052A	/authors/OL7048052A	0	UNRESOLVED			
/works/OL1633746W	Great short stories from the world's literature	Charles Neider	54098036	Charles Neider-Editor	/authors/OL181680A	/authors/OL181680A	0	UNRESOLVED			
/works/OL1633753W	Short Novels of the Masters	Herman Melville	627353	Charles Neider	/authors/OL29497A	/authors/OL29497A	0	UNRESOLVED			
/works/OL163730W	The two sisters	H. E. Bates	42478260	M.M. Pollard	/authors/OL2166770A	/authors/OL2166770A	0	UNRESOLVED			
/works/OL16476421W	My heart remembers	William Addleman Ganoe	1257805	Kim Vogel Sawyer	/authors/OL2187623A	/authors/OL2187623A	0	UNRESOLVED			
/works/OL16537908W	He knew Lincoln	William Wasson	1074808	Ida Minerva Tarbell	/authors/OL7089132A	/authors/OL7089132A	0	UNRESOLVED			
/works/OL16583913W	The black horse	Carl Louis Kingsbury	4619581	Marianna Mayer	/authors/OL2383363A	/authors/OL2383363A	0	UNRESOLVED			
/works/OL16733201W	The autocrat of the breakfast table	Holmes, Oliver Wendell	769797	Oliver Wendell Holmes Sr.	/authors/OL114139A	/authors/OL114139A	0	DIRECT_NAME_MATCH	Oliver Wendell Holmes Sr.	Oliver Wendell Holmes, Sr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16736996W	Chattanooga	F. A. Mitchel	18242949	Chet Raymo | Dan Raymo	/authors/OL2506865A	/authors/OL2506865A	0	UNRESOLVED			
/works/OL16741419W	A collection of short-stories	Lemuel Arthur Pittenger	576258	E.M. Forster	/authors/OL6805283A	/authors/OL6805283A	0	UNRESOLVED			
/works/OL16745862W	The dragon's daughter	Clyde C. Westover	42085814	Sharon   Honeycutt	/authors/OL2511573A	/authors/OL2511573A	0	UNRESOLVED			
/works/OL16748373W	The Eyrie	Bettie Freshwater Pool	2049963	Stevie Davies	/authors/OL2511426A	/authors/OL2511426A	0	UNRESOLVED			
/works/OL16759118W	The lay of Havelok the Dane	Walter W. Skeat	7060570	Unknown	/authors/OL1070041A	/authors/OL1070041A	0	UNRESOLVED			
/works/OL16788605W	With you always	Courtenay H. Fenn	19446554	Danielle Leibovici	/authors/OL2211579A	/authors/OL2211579A	0	UNRESOLVED			
/works/OL16816W	The smoky years	Alan Le May	894560	Alan LeMay	/authors/OL23225A	/authors/OL23225A	0	OL_ALIAS_MATCH	Alan LeMay	Alan LeMay	OL_ALTERNATE_NAME
/works/OL1684065W	Sab	Gertrudis Gómez de Avellaneda y Arteaga	293047	Gertrudis Gomez de Avellaneda | Jose Servera	/authors/OL190434A	/authors/OL190434A	0	UNRESOLVED			
/works/OL16840717W	Luke Walton	Horatio Alger	1905248	Horatio Alger Jr.	/authors/OL316972A	/authors/OL316972A	0	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16843757W	The Magazine of fantasy and science fiction	C. S. Lewis	15623495	M. Rickert	/authors/OL31574A	/authors/OL31574A	0	UNRESOLVED			
/works/OL16864280W	Rupert's ambition	Horatio Alger	7016570	Horatio Alger Jr.	/authors/OL316972A	/authors/OL316972A	0	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16885765W	Struggling upward, or, Luke Larkin's luck	Horatio Alger	1245729	Horatio Alger Jr.	/authors/OL316972A	/authors/OL316972A	0	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16888967W	Billy-boy	John Luther Long	355675	Bud Shrake | Edwin Shrake	/authors/OL215690A	/authors/OL215690A	0	UNRESOLVED			
/works/OL16891711W	Tar and feathers	Victor Rubin	1496269	Dorothy Nelson	/authors/OL7192982A	/authors/OL7192982A	0	UNRESOLVED			
/works/OL16901052W	St. Jude's	Ian Maclaren	6768601	Gemma Sisia	/authors/OL286714A	/authors/OL286714A	0	UNRESOLVED			
/works/OL16911471W	The golden horseshoe	Bonsal, Stephen	6324232	Elizabeth Coatsworth	/authors/OL2123030A	/authors/OL2123030A	0	UNRESOLVED			
/works/OL17006005W	Adrift in New York	Horatio Alger	9807615	Horatio Alger Jr.	/authors/OL316972A	/authors/OL316972A	0	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL1702151W	Provocateur	Roman Gulʹ	19262639	Charles D. Martin	/authors/OL193882A	/authors/OL193882A	0	UNRESOLVED			
/works/OL17221584W	Love Made The Choice	Cook, Ida	5287454	Mary Burchell	/authors/OL892147A	/authors/OL892147A	0	DIRECT_NAME_MATCH	Mary Burchell	Mary Burchell	OL_NAME_OR_PERSONAL_NAME
/works/OL17363245W	Leixlip Castle	M. L. O'Byrne	1869236	Charles Robert Maturin	/authors/OL5533977A	/authors/OL5533977A	0	UNRESOLVED			
/works/OL175962W	The devil's legion	Jackson Cole	1544942	William W. Johnstone	/authors/OL22354A	/authors/OL22354A	0	UNRESOLVED			
/works/OL17663834W	Beatrice and Benedick	Hawley Smart	25099605	Marina Fiorato	/authors/OL159344A	/authors/OL159344A	0	UNRESOLVED			
/works/OL17672308W	The treasure ship	Hezekiah Butterworth	16082250	Rafael Sabatini	/authors/OL215592A	/authors/OL215592A	0	UNRESOLVED			
/works/OL17675203W	The house by the river	Barbara Kent	6788781	Lena Manta	/authors/OL2884609A	/authors/OL2884609A	0	UNRESOLVED			
/works/OL17676134W	Forest friends	Dixon, Royal	797837	Katie Tait	/authors/OL2331020A	/authors/OL2331020A	0	UNRESOLVED			
/works/OL17691306W	Gerard	Lucinda B[arbour] Helm	16910948	G.M. Frazier	/authors/OL7382438A	/authors/OL7382438A	0	UNRESOLVED			
/works/OL17705839W	Monkey shines	Bolton Hall	1266981	Michael  Stewart	/authors/OL115178A	/authors/OL115178A	0	UNRESOLVED			
/works/OL17706029W	The silent sea	Martin, Catherine	6773907	Clive Cussler | Jack Du Bruhl | Jack Du Brul	/authors/OL236641A	/authors/OL236641A	0	UNRESOLVED			
/works/OL17710595W	Gorgo	Charles Kelsey Gaines	13249025	Carson Bingham	/authors/OL7386485A	/authors/OL7386485A	0	UNRESOLVED			
/works/OL17717729W	Emmanuel	William Forbes Cooley	26738137	Francesco D. Bianco	/authors/OL2516216A	/authors/OL2516216A	0	UNRESOLVED			
/works/OL17756123W	The war trail	Elmer Russell Gregor	50768796	Gordon Landsborough	/authors/OL2397262A	/authors/OL2397262A	0	UNRESOLVED			
/works/OL17766059W	The octoroon	Braddon, M. E.	802093	Dion Boucicault	/authors/OL2657571A	/authors/OL2657571A	0	UNRESOLVED			
/works/OL17818235W	The forerunner	Dmitry Sergeyevich Merezhkovsky	2465459	Kahlil Gibran	/authors/OL70227A	/authors/OL70227A	0	UNRESOLVED			
/works/OL1792891W	Brother Jonathan	Hezekiah Butterworth	6275436	Crawford Kilian	/authors/OL215592A	/authors/OL215592A	0	UNRESOLVED			
/works/OL1793336W	The red chief	Everett T. Tomlinson	4143835	Ion Idriess	/authors/OL215625A	/authors/OL215625A	0	UNRESOLVED			
/works/OL1793620W	The Carlyles	Harrison, Burton	1673092	Cecily von Ziegesar	/authors/OL215631A	/authors/OL215631A	0	UNRESOLVED			
/works/OL1794139W	The king's agent	Arthur Paterson	16960201	Donna Russo Morin	/authors/OL215665A	/authors/OL215665A	0	UNRESOLVED			
/works/OL17950489W	Next year	Harry Pick	54428390	Ruth Vander Zee	/authors/OL7427260A	/authors/OL7427260A	0	UNRESOLVED			
/works/OL1795174W	The Wilderness Road	Joseph A. Altsheler	3186922	L. G. Vernon	/authors/OL215730A	/authors/OL215730A	0	UNRESOLVED			
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	11584913	Brian Fox	/authors/OL215730A	/authors/OL215730A	0	UNRESOLVED			
/works/OL1795841W	Dally	Maria Louise Pool	56067434	Shanna Hatfield	/authors/OL215773A	/authors/OL215773A	0	UNRESOLVED			
/works/OL1796093W	Fair Margaret	Crawford, F. Marion	2357991	H. Rider Haggard	/authors/OL215791A	/authors/OL215791A	0	UNRESOLVED			
/works/OL1796115W	The Children of the King	Crawford, F. Marion	19120019	Sonya Hartnett	/authors/OL215791A	/authors/OL215791A	0	UNRESOLVED			
/works/OL17962606W	The rock and the river	Ralph Connor	5783432	Dion Graham | Kekla Magoon	/authors/OL457425A	/authors/OL457425A	0	UNRESOLVED			
/works/OL1796265W	Down the Mississippi	Edward Sylvester Ellis	4660522	Clyde Robert Bulla	/authors/OL215793A	/authors/OL215793A	0	UNRESOLVED			
/works/OL17962919W	Deeper the Heritage	Muriel Elwood (1902 - 1976)	13459438	Muriel Elwood	/authors/OL7629262A	/authors/OL7629262A	0	DIRECT_NAME_MATCH	Muriel Elwood	Muriel Elwood (1902 - 1976)	OL_NAME_OR_PERSONAL_NAME
/works/OL17963770W	Son of the hawk	Thomas H. Raddall	6344110	Charles G. West	/authors/OL7426206A	/authors/OL7426206A	0	UNRESOLVED			
/works/OL17966566W	The flight of the eagle	O'Grady, Standish	652153	Jiddu Krishnamurti	/authors/OL394293A	/authors/OL394293A	0	UNRESOLVED			
/works/OL1796847W	The road to Paris	Robert Neilson Stephens	44749	Myra Lucretia Taylor | Nikki Grimes	/authors/OL215816A	/authors/OL215816A	0	UNRESOLVED			
/works/OL1797245W	Transplanted	Atherton, Gertrude Franklin Horn	15198740	Sarah Myles	/authors/OL2688089A	/authors/OL2688089A	0	UNRESOLVED			
/works/OL1797255W	Sleeping fires	Atherton, Gertrude Franklin Horn	3418783	George Gissing	/authors/OL2688089A	/authors/OL2688089A	0	UNRESOLVED			
/works/OL1797586W	Elsie's Holidays at Roselands	Martha Finley	26073462	Finley Martha	/authors/OL215842A	/authors/OL215842A	0	UNRESOLVED			
/works/OL17978981W	West of the West	Alexander Ritchie Robson	6508796	Mark Arax	/authors/OL2545860A	/authors/OL2545860A	0	UNRESOLVED			
/works/OL17979544W	West of the West	Alexander Ritchie Robson	6508796	Mark Arax	/authors/OL2545860A	/authors/OL2545860A	0	UNRESOLVED			
/works/OL1798096W	I am the king	Sheppard Stevens	5320130	Leo Timmers	/authors/OL215859A	/authors/OL215859A	0	UNRESOLVED			
/works/OL17986506W	Spirit fire	Lereine (Hoffman) Ballantyne	6173473	Glen R. Stott				OL_AUTHOR_KEY_AMBIGUOUS			
/works/OL1799040W	Pippin	Richards, Laura Elizabeth Howe	1096296	Roger O. Hirson | Stephen Schwartz	/authors/OL215934A	/authors/OL215934A	0	UNRESOLVED			
/works/OL18049751W	Driven from home	Ethel Thomas	903432	Horatio Alger Jr.	/authors/OL6554970A	/authors/OL6554970A	0	UNRESOLVED			
/works/OL18090383W	In the shadow of the Alamo	Clara Driscoll	426858	Sherry Garland	/authors/OL6802876A	/authors/OL6802876A	0	UNRESOLVED			
/works/OL18095480W	The three things	Mary Raymond Shipman Andrews	47261402	Annie Ruygt	/authors/OL1099961A	/authors/OL1099961A	0	UNRESOLVED			
/works/OL18129655W	Henry VIII. and his court	L. Mühlbach	1527832	Neville Williams	/authors/OL5991079A	/authors/OL5991079A	0	UNRESOLVED			
/works/OL18135142W	Animals at home	Lillian L. Bartlett	2306953	David Lock	/authors/OL6801706A	/authors/OL6801706A	0	UNRESOLVED			
/works/OL1820073W	More than bread	Hulbert Footner	57552381	Marya Layth	/authors/OL218190A	/authors/OL218190A	0	UNRESOLVED			
/works/OL18313445W	Field of honor	Byrne, Donn	1197660	D.L. Birchfield	/authors/OL2655133A	/authors/OL2655133A	0	UNRESOLVED			
/works/OL1836073W	To the hilt	Percival Christopher Wren	11489	Dick Francis	/authors/OL219857A	/authors/OL219857A	0	UNRESOLVED			
/works/OL18397742W	The North Star	M. E. Henry-Ruffin	611790	Peter H. Reynolds	/authors/OL2399238A	/authors/OL2399238A	0	UNRESOLVED			
/works/OL18402893W	The frontiersman	H. A. Cody	45130447	J.A. Johnstone | William W. Johnstone	/authors/OL1529942A	/authors/OL1529942A	0	UNRESOLVED			
/works/OL18429255W	The Conqueror's lady	Stella Burke May	6617554	Terri Brisbin	/authors/OL2101520A	/authors/OL2101520A	0	UNRESOLVED			
/works/OL18445279W	Raoul de Cambrai	Jessie Raven Crosland	1444719	Unknown	/authors/OL1911277A	/authors/OL1911277A	0	UNRESOLVED			
/works/OL18506697W	The golden horseshoe	Bonsal, Stephen	6324232	Elizabeth Coatsworth	/authors/OL2123030A	/authors/OL2123030A	0	UNRESOLVED			
/works/OL18535782W	The quiet light	De Wohl, Louis	977653	Louis de Wohl	/authors/OL408500A	/authors/OL408500A	0	DIRECT_NAME_MATCH	Louis de Wohl	Louis De Wohl	OL_NAME_OR_PERSONAL_NAME
/works/OL1860901W	The Hound	Frederic Morton	6790994	H.P. Lovecraft	/authors/OL222796A	/authors/OL222796A	0	UNRESOLVED			
/works/OL187185W	A royal robber	Heribert Rau	41731708	Karen Wallace	/authors/OL2185503A	/authors/OL2185503A	0	UNRESOLVED			
/works/OL1878326W	The best go first	O'Rourke, Frank	17485343	Frank O'Malley	/authors/OL224912A	/authors/OL224912A	0	OL_ALIAS_MATCH	Frank O'Malley	Frank O'Malley	OL_ALTERNATE_NAME
/works/OL1898307W	The 500 hats of Bartholomew Cubbins	Ted Geisel	1088828	Dr. Seuss	/authors/OL2622837A	/authors/OL2622837A	0	DIRECT_NAME_MATCH	Dr. Seuss	Dr. Seuss	OL_NAME_OR_PERSONAL_NAME
/works/OL1917170W	The  green bough	Mary Austin	27104297	Gladys Humphrey Foertsch | Phyllis A. Humphrey	/authors/OL1900249A	/authors/OL1900249A	0	UNRESOLVED			
/works/OL1937503W	The Changing Years	Robins, Denise	45407382	Amber Kell	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1937518W	Murder in Mayfair	Robins, Denise	52846843	D.M. Quincy	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1937558W	Dust of Dreams	Robins, Denise	4767755	Steven Erikson | Stiv'n Eriks'n	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1937567W	Island of Flowers	Robins, Denise	668521	Nora Roberts	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1937568W	It Wasn't Love	Robins, Denise	42926433	J.S.  Lee	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1937607W	Those Who Love	Robins, Denise	2201692	Irving Stone	/authors/OL232498A	/authors/OL232498A	0	UNRESOLVED			
/works/OL1940827W	No son of mine	Stern, G. B.	40073786	Leslie Georgeson	/authors/OL232899A	/authors/OL232899A	0	UNRESOLVED			
/works/OL194472W	Told under the Blue umbrella	Association for Childhood Education International. Literature Committee.	10932	International Association for Childhood Education	/authors/OL2236110A	/authors/OL2236110A	0	UNRESOLVED			
/works/OL194963W	A Minor Operation	Alfred W Stewart	24022278	J.J. Connington	/authors/OL5634689A	/authors/OL5634689A	0	OL_ALIAS_MATCH	J.J. Connington	J J Connington | J J. Connington | J. J Connington | J. J. CONNINGTON | J. J. Connington | J.J Connington | J.J. Connington	OL_ALTERNATE_NAME
/works/OL1952565W	Pal Joey	O'Hara, John	1453973	John O'Hara	/authors/OL234170A	/authors/OL234170A	0	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1952569W	Butterfield 8	O'Hara, John	1768442	John O'Hara	/authors/OL234170A	/authors/OL234170A	0	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1952570W	Appointment in Samarra	O'Hara, John	2555382	John O'Hara	/authors/OL234170A	/authors/OL234170A	0	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1953758W	Marion	Watanna, Onoto	43403167	Emma Cline	/authors/OL234357A	/authors/OL234357A	0	UNRESOLVED			
/works/OL19601011W	Tales of the Klondyke	Ellis	4631217	Jack London	/authors/OL6013060A	/authors/OL6013060A	0	UNRESOLVED			
/works/OL19678424W	The gaunt woman	Edmund Gilligan	18934655	John  Blackburn	/authors/OL7514204A	/authors/OL7514204A	0	UNRESOLVED			
/works/OL1972836W	The enchanted April	Ingri D'Aulaire	387804	Elizabeth von Arnim | Helen Taylor | Margaret Tarner	/authors/OL1001838A	/authors/OL1001838A	0	UNRESOLVED			
/works/OL19739298W	Shelter in Place	Robertson, Eleanor Marie	51825158	Alexander Maksik	/authors/OL18977A	/authors/OL18977A	0	UNRESOLVED			
/works/OL1982533W	The Happy Family	B. M. Bower	24656926	Hans Christian Andersen	/authors/OL238489A	/authors/OL238489A	0	UNRESOLVED			
/works/OL198630W	Running Fox	Elmer Russell Gregor	1215884	Cassie Edwards	/authors/OL2397262A	/authors/OL2397262A	0	UNRESOLVED			
/works/OL1991715W	Lorenzo the Magnificent	Dane Coolidge	5109820	Hugh Ross Williamson	/authors/OL239749A	/authors/OL239749A	0	UNRESOLVED			
