author_key	work_count
OL486298A	1
OL4876635A	1
OL4902154A	1
OL49026A	4
OL492102A	2
OL4944913A	1
OL49700A	3
OL497213A	1
OL498776A	2
OL49934A	2
OL49991A	1
OL500364A	1
OL50109A	16
OL5013618A	1
OL50251A	3
OL5025643A	4
OL503853A	1
OL5057233A	1
OL507165A	1
OL50741A	3
OL509133A	1
OL511114A	1
OL5116752A	1
OL511710A	1
OL513270A	2
OL513785A	1
OL5148378A	2
OL51716A	1
OL51998A	6
OL52008A	2
OL521381A	1
OL521473A	1
OL52180A	1
OL5244249A	1
OL52486A	1
OL526989A	1
OL527120A	1
OL527374A	1
OL5279276A	1
OL529915A	5
OL530290A	1
OL532139A	1
OL53305A	1
OL533155A	1
OL534194A	1
OL535666A	1
OL53680A	1
OL53779A	1
OL538087A	4
OL539397A	5
OL539458A	2
OL540486A	2
OL540493A	1
OL5410980A	1
OL5422622A	1
OL5436174A	1
OL54405A	1
OL544344A	4
OL545566A	1
OL546333A	1
OL54758A	1
OL548483A	3
OL5489432A	1
OL549458A	1
OL549459A	1
OL551881A	1
OL552852A	2
OL553226A	1
OL554155A	7
OL5580111A	3
OL558099A	9
OL5590569A	1
OL559804A	1
OL560261A	5
OL560317A	9
OL5609281A	4
OL561107A	1
OL561457A	1
OL56244A	3
OL5630015A	1
OL56353A	1
OL5661719A	1
OL56636A	1
OL5676117A	1
OL5703637A	1
OL57263A	17
OL575542A	1
OL575609A	1
OL576232A	2
OL577477A	6
OL577783A	5
OL578113A	4
OL578337A	10
OL578569A	1
OL578737A	1
OL578783A	2
OL580551A	5
OL580795A	11
OL581406A	2
OL581500A	1
OL5816217A	5
OL58174A	2
OL581882A	1
OL58198A	5
OL58212A	1
OL583194A	3
OL584955A	1
OL5868319A	1
OL586886A	3
OL589077A	1
OL589400A	1
OL58950A	1
OL590889A	1
OL5911201A	4
OL591204A	6
OL5916532A	1
OL59188A	5
OL593898A	1
OL5940936A	1
OL5942629A	1
OL595213A	6
OL5953167A	1
OL597559A	1
OL5983176A	2
OL5988813A	1
OL5990577A	1
OL5990843A	1
OL5991559A	5
OL5992216A	1
OL5992432A	1
OL5993904A	2
OL5994882A	1
OL6000373A	1
OL6001513A	1
OL6015010A	1
OL6020645A	1
OL602587A	1
OL6026147A	1
OL6028715A	1
OL6030603A	1
OL60458A	1
OL605044A	8
OL6061552A	1
OL607039A	1
OL607395A	1
OL60791A	1
OL6080567A	2
OL608235A	1
OL6084190A	1
OL6086971A	1
OL61295A	2
OL61475A	1
OL615934A	1
OL619035A	1
OL6192175A	1
OL62102A	1
OL6216337A	1
OL6216743A	1
OL6225644A	1
OL623734A	2
OL6274279A	1
OL6287601A	1
OL62888A	1
OL62982A	1
OL63258A	1
OL63285A	3
OL637216A	5
OL640385A	1
OL6421834A	1
OL64296A	1
OL6431429A	1
OL6449688A	1
OL6478250A	1
OL6499041A	1
OL65273A	1
OL6529932A	1
OL6539768A	1
OL6541308A	1
OL65682A	6
OL6571234A	1
OL657901A	1
OL659046A	1
OL659498A	1
OL65966A	5
OL6619666A	1
OL66452A	1
OL66700A	1
OL6722249A	1
OL673325A	2
OL673748A	1
OL67707A	4
OL677865A	1
OL6787831A	1
OL6788580A	1
OL6809750A	1
OL6815747A	1
OL6816362A	1
OL6817796A	1
OL6818025A	1
OL6819358A	1
OL6824A	1
OL68313A	2
OL68315A	8
OL683896A	1
OL68455A	3
OL6851831A	1
OL685619A	6
OL6859020A	1
OL685975A	1
OL68704A	7
OL687981A	1
OL688142A	1
OL688643A	1
OL6886576A	1
OL6898863A	11
OL6899222A	5
OL689972A	1
OL6901900A	1
OL690355A	1
OL6905570A	1
OL6924798A	1
OL6925939A	1
OL6926367A	8
OL693025A	1
OL6941822A	1
OL694301A	2
OL694360A	11
OL6949516A	1
OL6962599A	2
OL6968803A	1
OL6968990A	1
OL6981084A	1
OL6983699A	1
OL6987430A	2
OL6988036A	1
OL70227A	1
OL70343A	1
OL70348A	1
OL7073972A	1
OL70788A	2
OL70874A	1
OL709314A	1
OL70948A	1
OL709550A	16
OL710654A	4
OL7106665A	1
OL711625A	1
OL7123339A	5
OL712383A	2
OL71308A	1
OL713108A	1
OL714210A	1
OL714442A	6
OL714657A	1
OL71477A	1
OL715014A	2
OL715297A	8
OL715648A	1
OL715817A	1
OL71598A	1
OL716992A	1
OL7173504A	1
OL7184407A	1
OL719256A	1
OL7224757A	1
OL722936A	1
OL723913A	1
OL725921A	1
OL7272022A	1
OL727617A	1
OL72851A	1
OL728636A	1
OL7297273A	1
OL7303276A	1
OL73090A	6
OL7315206A	1
OL7317496A	1
OL7328506A	1
OL73351A	1
OL7337718A	1
OL7346331A	1
OL7379579A	1
OL743153A	1
OL7432057A	1
OL7434699A	1
OL74403A	1
OL74469A	2
OL74490A	2
OL745928A	1
OL7470491A	1
OL747214A	1
OL7479068A	1
OL7480823A	1
OL7481654A	1
OL7485066A	1
OL7490356A	1
OL74978A	1
OL7499493A	1
OL7513496A	1
OL75235A	1
OL7532933A	5
OL7533080A	1
OL7546030A	1
OL7547636A	5
OL7548358A	1
OL7552034A	9
OL7553925A	1
OL7568297A	1
OL756864A	1
OL7597674A	1
OL76009A	7
OL761501A	18
OL7623061A	1
OL7623096A	1
OL7625969A	1
OL7628788A	1
OL7632339A	1
OL763964A	3
OL76437A	10
OL765158A	1
OL7654716A	1
OL765579A	1
OL765631A	1
OL7656712A	1
OL766145A	1
OL766555A	21
OL767343A	1
OL7678129A	1
OL7680902A	1
OL76827A	1
OL769457A	5
OL769474A	1
OL769654A	1
OL770107A	1
OL77081A	18
OL77089A	3
OL771377A	15
OL772829A	2
OL7733747A	2
OL773783A	4
OL774458A	1
OL774728A	1
OL774814A	4
OL7761155A	1
OL776899A	1
OL777018A	1
OL777790A	2
OL778165A	1
OL7783049A	1
OL778567A	1
OL7791183A	1
OL7803817A	1
OL781814A	1
OL7830906A	1
OL783392A	1
OL78805A	5
OL78815A	2
OL788378A	1
OL7885493A	1
OL7885494A	1
OL788913A	1
OL7893211A	1
OL7896048A	1
OL79003A	1
OL79039A	7
OL79066A	1
OL7908367A	2
OL7921283A	1
OL7923753A	1
OL7923754A	1
OL793242A	1
OL7932848A	1
OL7933943A	1
OL7934667A	1
OL79396A	1
OL7942110A	1
OL794534A	1
OL7945937A	1
OL79477A	1
OL794876A	1
OL7952135A	1
OL795451A	9
OL79624A	1
OL79640A	1
OL79720A	1
OL7983937A	1
OL7991014A	1
OL8013654A	1
OL8015333A	1
OL8016149A	1
OL8029615A	1
OL80426A	2
OL8043898A	1
OL80534A	2
OL809238A	1
OL8106074A	1
OL812291A	3
OL8150316A	1
OL8160A	2
OL8176287A	1
OL8176288A	1
OL82155A	1
OL8240157A	1
OL8248349A	1
OL8248605A	1
OL828263A	1
OL82868A	3
OL82891A	1
OL8293860A	1
OL829563A	1
OL829834A	1
OL830214A	1
OL831217A	1
OL8315419A	1
OL8318277A	1
OL833641A	1
OL834168A	1
OL835013A	1
OL83503A	2
OL8361345A	1
OL836234A	1
OL8370471A	1
OL83751A	1
OL838091A	1
OL838362A	1
OL839555A	1
OL840166A	1
OL840183A	1
OL8402024A	1
OL8402543A	1
OL840964A	1
OL841130A	2
OL841208A	1
OL841402A	4
OL8424664A	1
OL8447748A	1
OL8465367A	1
OL8477044A	1
OL849503A	1
OL8515347A	1
OL8516079A	1
OL85357A	1
OL8591582A	1
OL8597178A	1
OL864542A	1
OL8648916A	1
OL865536A	1
OL866294A	1
OL866650A	1
OL8670959A	1
OL86757A	3
OL872154A	1
OL879668A	1
OL879719A	1
OL88204A	1
OL888434A	2
OL888663A	1
OL888706A	4
OL88882A	1
OL889814A	2
OL889822A	1
OL890163A	1
OL890833A	4
OL891488A	4
OL891528A	1
OL891758A	4
OL892147A	2
OL893532A	1
OL894074A	1
OL894534A	1
OL8961129A	1
OL8961130A	1
OL8961131A	1
OL896624A	18
OL904198A	2
OL904271A	1
OL906030A	2
OL9082662A	1
OL9084876A	1
OL9085060A	1
OL9092651A	1
OL910273A	3
OL9103427A	1
OL9107789A	1
OL9119145A	1
OL9119578A	1
OL9141195A	1
OL9147239A	1
OL915070A	1
OL91522A	6
OL9161902A	7
OL916848A	3
OL9170791A	1
OL917138A	1
OL9172169A	2
OL9209348A	1
OL9213640A	1
OL9216769A	1
OL9220446A	1
OL9220447A	1
OL9240572A	1
OL92518A	2
OL9258393A	1
OL9259444A	1
OL9260057A	2
OL9260607A	1
OL9265665A	1
OL9277378A	1
OL92779A	3
OL92800A	1
OL9288156A	1
OL9297879A	1
OL93118A	1
OL93286A	6
OL933243A	1
OL9338560A	1
OL93432A	1
OL9355783A	1
OL9360144A	3
OL9385978A	1
OL9388A	4
OL9397813A	1
OL9428816A	1
OL9428817A	1
OL943084A	11
OL9440312A	1
OL9460751A	1
OL946631A	3
OL9474818A	1
OL9477965A	1
OL947807A	1
OL947964A	1
OL9479804A	1
OL9494793A	1
OL9505024A	1
OL951137A	1
OL951438A	3
OL951654A	1
OL951984A	4
OL952381A	1
OL952410A	3
OL952964A	1
OL954408A	1
OL955424A	2
OL955613A	3
OL955690A	1
OL956671A	1
OL9567913A	1
OL9572684A	1
OL957796A	1
OL9600860A	1
OL9617632A	1
OL9622051A	1
OL9622052A	1
OL9626338A	1
OL963361A	1
OL9644276A	1
OL964706A	1
OL9650732A	1
OL9656039A	1
OL9690296A	1
OL9708655A	1
OL9708656A	1
OL9769832A	1
OL9776484A	1
OL9776514A	1
OL9777A	1
OL981787A	1
OL9855685A	1
OL9861807A	1
OL986502A	1
OL9880679A	1
OL9895020A	1
OL990216A	3
OL9904721A	1
OL990605A	1
OL9914368A	1
OL993246A	1
OL993249A	1
OL9942206A	1
OL9949450A	1
OL998925A	1
