ol_work_key	ol_title	ol_author_name	ol_first_publish_year	canonical	goodreads_work_id	gr_original_title	gr_original_publication_year	title_match_type	title_match_types	matched_book_ids	matched_book_titles	ratings_count	text_reviews_count	match_status	author_match_quality	matched_goodreads_author
/works/OL32629549W	Helbeck of Bannisdale	Ward, Humphry	1898	0	16756404	Helbeck of Bannisdale	1898	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""11803218""]"	"[""Helbeck of Bannisdale""]"	21	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary Augusta Ward
/works/OL32872246W	Danesbury House	Wood, Henry	1893	0	7317253	Danesbury House	1893	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""7064795""]"	"[""Danesbury House""]"	18	4	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Henry Wood
/works/OL33318554W	Between worlds	Garret Smith	1929	0	54451004			BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""33620474""]"	"[""Between Worlds""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Jacqueline Smith
/works/OL3477371W	Bloodsong	Jill Neimark	1924	0	2104981	Bloodsong: A Novel	1993	BOOK_FULL	BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2099617""]"	"[""Bloodsong""]"	31	4	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Gillian (Jill) Neimark
/works/OL35281928W	In Praise of Folly	Desiderius Erasmus	1900	0	2365807	Moriae elogium, id est, Stulticiae laus	1510	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""2147845""]"	"[""In Praise of Folly""]"	9306	441	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Erasmus
/works/OL35296578W	Peking Picnic	Anne Bridge	1934	0	2727737	Peking Picnic	1932	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2702373"", ""8691757""]"	"[""Peking Picnic""]"	66	15	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Ann Bridge
/works/OL39428876W	The house of pride and other tales of Hawaii	John Griffith London	1914	0	123790	The House of Pride and Other Tales of Hawaii	1912	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""18755461"", ""22690144""]"	"[""The House of Pride, and Other Tales of Hawaii"", ""The House of Pride: and Other Tales of Hawaii""]"	196	23	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Jack London
/works/OL41540816W	Robert Elsmere	Humphry Ward	1888	1	854327	Robert Elsmere	1888	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""868941""]"	"[""Robert Elsmere""]"	36	7	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary Augusta Ward
/works/OL42216404W	Justine	Sade	1950	0	13268607	Justine, ou Les Malheurs de la vertu	1791	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""583970"", ""606310"", ""796267"", ""6337204"", ""6699689"", ""7034005"", ""7593555"", ""11187883"", ""12999269"", ""17201506"", ""17447013"", ""19076873"", ""20467920"", ""20880553"", ""24687323"", ""27125627""]"	"[""Justine"", ""Justine: Erdemin Felaketleri"", ""Justine: Or, the Misfortunes of Virtue"", ""Justine: o los infortunios de la virtud""]"	8625	597	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Marquis de Sade
/works/OL42649641W	Pope Joan	Emmanouēl D. Rhoidēs	1900	0	1664255	E Papissa Ioanna	1866	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""27253"", ""27258"", ""839127"", ""6851289"", ""10536671""]"	"[""Pope Joan"", ""Pope Joan: A Historical Study"", ""Pope Joan: Translated & Adapted from the Greek""]"	686	54	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Emmanuel Rhoides
/works/OL43440797W	Lady Rose's daughter	Ward, Humphry	1903	0	4359736	Lady Rose's Daughter	1903	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""9462054""]"	"[""Lady Rose's Daughter""]"	37	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mary Augusta Ward
/works/OL4393182W	Kit's woman; a Cornish idyll	Ellis, Havelock	1907	0	19962188		2008	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""14320376""]"	"[""Kit's Woman; A Cornish Idyll""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Havelock Ellis
/works/OL59126W	Chicken Chuck	Martin, Bill	1946	0	3186805	Chicken Chuck	1946	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1396574""]"	"[""Chicken Chuck""]"	60	14	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Bernard Martin
/works/OL623494W	Short stories	Aleksandr Sergeevich Pushkin	1895	0	50747166	Povesti pokoinogo Ivana Petrovicha Belkina	1831	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""13502080""]"	"[""Short Stories""]"	3437	62	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Alexander Pushkin
/works/OL6566371W	The girls and I	Molesworth	1892	0	10482414		1982	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""7724119""]"	"[""The Girls and I""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Molesworth
/works/OL6566409W	A Christmas posy	Molesworth	1888	0	6687140	A Christmas Posy	2008	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""19274323""]"	"[""A Christmas Posy""]"	4	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Molesworth
/works/OL6566431W	The rectory children	Molesworth	1889	0	873383	The Rectory Children	1889	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""888134"", ""14466008""]"	"[""The Rectory Children""]"	8	3	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Molesworth
/works/OL6566437W	The carved lions	Molesworth	1895	0	2171577	The Carved Lions	1895	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2166050""]"	"[""The Carved Lions""]"	14	6	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Molesworth
/works/OL6576372W	Round about a pound a week	Reeves, Pember	1913	0	3407675	Round About a Pound a Week	1913	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""3368334"", ""5347206""]"	"[""Round About A Pound A Week"", ""Round About a Pound a Week""]"	82	20	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Maud Pember Reeves
/works/OL7058886W	O Cortiço	Azevedo, Aluizio	1925	0	3534770	O Cortico	1890	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""909742"", ""3493168"", ""14288378"", ""25535623"", ""28650982""]"	"[""O Cortiço""]"	5772	90	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Aluisio Azevedo
/works/OL7413308W	The little woman wanted noise	Valentine Teal	1943	0	270058	The Little Woman Wanted Noise	1943	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""278439"", ""17262569""]"	"[""The Little Woman Wanted Noise""]"	28	7	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Val Teal
/works/OL7421804W	The moving target	Macdonald, John	1949	0	634779	The Moving Target	1949	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""648640"", ""944463"", ""1424239"", ""1922349"", ""2826034"", ""9858355"", ""11506523""]"	"[""The Moving Target""]"	2259	211	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Ross Macdonald
/works/OL7426036W	White fire	Edwards, E. J.	1944	0	1740271	White Fire	1997	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""1742618"", ""30547687""]"	"[""White Fire""]"	79	9	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Cassie Edwards
/works/OL7473997W	Japanese maple	Daniele Pecorini	1935	0	21759962		1935	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""15999147""]"	"[""Japanese Maple""]"	2	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Daniel Pecorini
/works/OL7600698W	World D	Harold Philip Trevarthen	1935	0	27528592		1935	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""19441699""]"	"[""World D""]"	1	1	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Hal P. Trevarthen
/works/OL7656329W	Down Ryton water	Gaggin, Mrs. Eva Roe	1941	0	2887302	Down Ryton Water	1941	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""2861162"", ""16104039""]"	"[""Down Ryton Water""]"	46	11	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Eva Roe Gaggin
/works/OL8418230W	Le paysan de Paris	Aragon	1926	0	89770	Le Paysan de Paris	1926	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""309995""]"	"[""Le Paysan de Paris""]"	598	28	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Louis Aragon
/works/OL876413W	Passport to hell	Robin Hyde	1936	0	45158382		2013	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""25404503""]"	"[""Passport to Hell""]"	10	2	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Robyn Hyde
/works/OL890472W	Hester	Margaret Oliphant	1883	0	867446	Hester	1883	WORK_FULL	WORK_FULL|BOOK_FULL|WORK_BASE|BOOK_BASE	"[""882162""]"	"[""Hester""]"	223	18	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Mrs. Oliphant
/works/OL9465935W	The man in grey	Smith, Eleanor Furneaux	1942	0	861255	The Man In Grey	1941	WORK_FULL	WORK_FULL|WORK_BASE	[]	[]	11	4	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Lady Eleanor Smith
/works/OL962240W	Justine	Sade	1900	0	13268607	Justine, ou Les Malheurs de la vertu	1791	BOOK_FULL	BOOK_FULL|BOOK_BASE	"[""583970"", ""606310"", ""796267"", ""6337204"", ""6699689"", ""7034005"", ""7593555"", ""11187883"", ""12999269"", ""17201506"", ""17447013"", ""19076873"", ""20467920"", ""20880553"", ""24687323"", ""27125627""]"	"[""Justine"", ""Justine: Erdemin Felaketleri"", ""Justine: Or, the Misfortunes of Virtue"", ""Justine: o los infortunios de la virtud""]"	8625	597	REVIEW_SURNAME_ONLY	SURNAME_ONLY	Marquis de Sade
