work_id	qid	sitelink_count
OL1269953W		0
OL13381526W		0
OL13706927W		0
OL146893W		0
OL14857652W		0
OL14861073W		0
OL1492575W		0
OL14953127W		0
OL151877W	Q7726830	1
OL1523630W		0
OL1527233W		0
OL1528042W		0
OL15549640W		0
OL16333153W		0
OL16895101W		0
OL1795839W		0
OL17960849W		0
OL1796308W		0
OL1797573W		0
OL1799019W		0
OL18391W	Q7745733	2
OL1863474W	Q1248760	12
OL1940811W		0
OL195400W		0
OL198384W		0
OL2025804W		0
OL2178932W		0
OL22139916W		0
OL22163319W		0
OL2337738W		0
OL2345240W		0
OL234947W		0
OL2456024W		0
OL251688W		0
OL2539255W		0
OL257247W		0
OL260308W		0
OL262473W		0
OL27834207W		0
OL27957986W		0
OL2827333W		0
OL2920737W		0
OL29274033W		0
OL29274847W		0
OL31891722W		0
OL32012797W		0
OL32097517W		0
OL32647987W		0
OL32872580W		0
OL33084010W		0
OL33163199W		0
OL3509555W		0
OL3571658W		0
OL37020007W		0
OL38702197W		0
OL39001480W		0
OL3930837W		0
OL4103569W		0
OL42220190W		0
OL42481880W		0
OL43160750W		0
OL43561197W		0
OL4390503W		0
OL44029328W		0
OL4528051W		0
OL474125W		0
OL4753804W		0
OL4809488W	Q85807949	1
OL4870191W		0
OL4879661W		0
OL4881169W		0
OL4978840W		0
OL5005511W		0
OL5177725W		0
OL54363W		0
OL553447W		0
OL55490W		0
OL5693651W		0
OL5723730W		0
OL5908146W		0
OL6440525W		0
OL646993W		0
OL647049W		0
OL651972W		0
OL6585858W		0
OL6620807W		0
OL6668374W		0
OL6689687W		0
OL69240W		0
OL6953884W		0
OL7009530W		0
OL7152893W		0
OL716343W		0
OL7306140W		0
OL7464830W		0
OL7510097W		0
OL7545438W		0
OL7548984W		0
OL7549978W		0
OL7583049W		0
OL7586627W		0
OL7687276W		0
OL7710674W		0
OL7759333W		0
OL7759819W		0
OL7791751W		0
OL7794281W		0
OL7857284W		0
OL82878W		0
OL890427W		0
OL94852W		0
OL96217W		0
OL10472216W		0
OL1098485W		0
OL1100449W		0
OL1113393W		0
OL1128002W		0
OL112813W		0
OL1157540W		0
OL1174819W		0
OL1190394W		0
OL11951W		0
OL12246704W		0
OL1242878W	Q3214144	4
OL1254426W		0
OL13144755W		0
OL1346485W		0
OL1418064W		0
OL1418220W	Q7687033	4
OL1480973W		0
OL14860879W		0
OL14869344W		0
OL1492570W		0
OL15127066W		0
OL151381W		0
OL151455W		0
OL15702383W		0
OL16085891W		0
OL163734W		0
OL16711W		0
OL16745862W		0
OL16902301W		0
OL17589854W		0
OL176068W	Q7718428	3
OL1769336W		0
OL1797258W		0
OL1798531W		0
OL18056737W		0
OL1822241W	Q646361	18
OL183598W		0
OL18520936W		0
OL1890168W		0
OL1937614W		0
OL20543118W		0
OL20660090W		0
OL207003W		0
OL208452W		0
OL20943831W		0
OL219306W		0
OL22121020W		0
OL22263183W		0
OL22315822W		0
OL2234955W		0
OL2338501W		0
OL2340503W		0
OL2341676W		0
OL237648W		0
OL240590W		0
OL2525150W		0
OL253019W		0
OL26765W		0
OL2700644W		0
OL276353W		0
OL2999154W		0
OL3020854W		0
OL32033770W		0
OL32095499W		0
OL32147007W		0
OL32873006W		0
OL33139425W		0
OL33146690W		0
OL3468646W		0
OL3519829W		0
OL3535935W		0
OL36417402W		0
OL36771533W		0
OL37331256W		0
OL3848718W		0
OL39268W		0
OL41312W		0
OL42515546W		0
OL42516882W		0
OL42582666W		0
OL4318063W		0
OL43590647W		0
OL437805W		0
OL43929350W		0
OL4458519W		0
OL4470502W		0
OL4481457W		0
OL44873399W		0
OL4871951W		0
OL4882850W		0
OL500584W	Q7762325	1
OL5107579W		0
OL5150761W		0
OL5203140W		0
OL5801203W		0
OL5901694W		0
OL6217890W		0
OL6355090W		0
OL6681330W		0
OL69135W		0
OL695639W		0
OL7025754W		0
OL7096076W		0
OL715597W		0
OL7291774W		0
OL7439788W		0
OL7452344W		0
OL7456493W		0
OL7499699W		0
OL7546168W		0
OL7563492W		0
OL7574769W		0
OL7599422W		0
OL7630934W		0
OL7638427W		0
OL7650195W		0
OL7670666W		0
OL7718225W		0
OL7836697W		0
OL7855023W		0
OL8378169W		0
OL8470663W		0
OL8653876W		0
OL8687201W		0
OL96123W		0
OL107887W		0
OL11104674W		0
OL1127952W		0
OL1164855W		0
OL1172090W		0
OL11995245W		0
OL1217983W		0
OL12210357W		0
OL12445291W		0
OL1252617W		0
OL1308086W		0
OL13269011W		0
OL13796151W		0
OL1451025W		0
OL1480550W		0
OL14857796W		0
OL15141275W		0
OL15236466W		0
OL15258729W		0
OL1527441W		0
OL1528813W		0
OL15397287W		0
OL15962913W		0
OL1628410W		0
OL16330040W		0
OL16512928W		0
OL16639887W		0
OL16872602W		0
OL16878129W		0
OL17019462W		0
OL1737453W		0
OL1740037W		0
OL17536W		0
OL17691275W		0
OL17760430W		0
OL17812139W		0
OL18119231W		0
OL181944W		0
OL1868668W		0
OL1936642W		0
OL19771369W		0
OL19790600W		0
OL2004292W		0
OL20543096W		0
OL20921W		0
OL2338150W		0
OL2344330W		0
OL2344798W		0
OL2345528W		0
OL2435294W		0
OL24841858W		0
OL249412W		0
OL262496W	Q223131	59
OL275664W		0
OL276379W		0
OL32053873W		0
OL326262W		0
OL32873693W		0
OL33431670W		0
OL3538197W		0
OL37362977W		0
OL38024817W		0
OL3837742W		0
OL3852107W		0
OL39079786W		0
OL3913548W		0
OL3926776W		0
OL413631W		0
OL41835W		0
OL42474459W		0
OL42517032W		0
OL42568959W		0
OL42724938W		0
OL42741440W		0
OL4281968W		0
OL42840568W		0
OL43411514W		0
OL44010101W		0
OL4429252W		0
OL44489544W		0
OL4489663W	Q7784091	1
OL4636868W		0
OL470430W		0
OL4896731W		0
OL5081426W		0
OL5120888W		0
OL5124547W		0
OL5204318W		0
OL5263530W		0
OL5367662W		0
OL54107W		0
OL5721547W		0
OL59710W	Q81783	7
OL6094699W		0
OL61303W		0
OL6571961W		0
OL6681799W		0
OL6701421W		0
OL6900235W		0
OL69154W		0
OL7146359W		0
OL7203230W		0
OL7203360W		0
OL724074W		0
OL7309274W		0
OL7422188W		0
OL7425985W		0
OL7452669W		0
OL7479806W		0
OL7540252W		0
OL7546176W		0
OL7546859W		0
OL7557701W		0
OL7562328W		0
OL7574146W		0
OL7600250W		0
OL7603812W		0
OL7648374W		0
OL7655419W		0
OL7655605W		0
OL7655986W		0
OL7710846W		0
OL7711834W		0
OL7721845W		0
OL7752246W		0
OL7794135W		0
OL7853794W		0
OL7863016W		0
OL7900466W		0
OL8127218W		0
OL879056W		0
OL913739W		0
OL96068W		0
OL96183W		0
OL97110W		0
OL98767W		0
OL10424072W		0
OL1064333W		0
OL10787332W		0
OL1109129W		0
OL1126674W		0
OL112815W		0
OL1140266W		0
OL114831W		0
OL1159534W		0
OL12181871W		0
OL1258105W		0
OL1336767W		0
OL13719361W		0
OL1381268W		0
OL14937925W		0
OL1518053W	Q85806370	1
OL1523367W		0
OL1527052W		0
OL15324736W		0
OL15333975W		0
OL15481860W		0
OL15742857W		0
OL16034221W		0
OL16327071W		0
OL1667051W		0
OL17693538W		0
OL17696622W		0
OL17726013W		0
OL1796810W		0
OL1797594W		0
OL1799330W		0
OL18084699W		0
OL18150316W		0
OL1949799W		0
OL1982530W		0
OL202321W		0
OL2032421W		0
OL20542077W		0
OL20658351W		0
OL2093186W		0
OL21104317W		0
OL21240755W		0
OL22218321W		0
OL233815W		0
OL2345242W		0
OL2345888W		0
OL2346130W		0
OL238577W		0
OL24695775W		0
OL248624W		0
OL2536248W		0
OL26200464W		0
OL2621454W		0
OL27688554W		0
OL29276402W		0
OL31636564W		0
OL3194205W		0
OL32044148W		0
OL32090602W		0
OL32090895W		0
OL32092395W		0
OL32094286W		0
OL32095646W		0
OL32096669W		0
OL32146596W		0
OL32473780W		0
OL33135599W		0
OL3343175W		0
OL3373235W		0
OL3414750W		0
OL3481800W		0
OL3520392W		0
OL3535931W		0
OL37379657W		0
OL3778552W		0
OL37923069W		0
OL3802681W		0
OL3901442W		0
OL39112932W		0
OL3916093W		0
OL39455051W		0
OL4019985W		0
OL4072597W		0
OL4110227W		0
OL411324W		0
OL4187173W		0
OL42216526W		0
OL4278593W		0
OL43201215W		0
OL4322177W	Q1156969	25
OL4341613W		0
OL43630888W		0
OL43882175W		0
OL44362515W		0
OL44495942W		0
OL466206W		0
OL4666328W		0
OL4731595W		0
OL4919693W		0
OL5208189W		0
OL535191W		0
OL54712W		0
OL547973W		0
OL63058W	Q7733752	2
OL637721W		0
OL647124W		0
OL6503056W		0
OL6671400W		0
OL7013715W		0
OL7031108W		0
OL7053776W		0
OL7156500W		0
OL7344985W		0
OL7361792W		0
OL7424828W		0
OL7438780W		0
OL7547362W		0
OL75482W		0
OL7554263W		0
OL7582918W		0
OL7652942W		0
OL7660957W		0
OL7670876W		0
OL7673204W		0
OL7698727W		0
OL7733093W		0
OL7736490W		0
OL7755687W		0
OL7757925W		0
OL7788336W		0
OL8070917W		0
OL88881W	Q1146642	18
OL9236759W		0
OL9565216W		0
OL1003053W		0
OL10359683W		0
OL108859W		0
OL109414W	Q7739491	3
OL1103998W		0
OL1109747W		0
OL1127908W		0
OL11330458W		0
OL114023W		0
OL1161171W	Q658288	43
OL1162360W		0
OL1162677W		0
OL118995W		0
OL1206371W		0
OL12209024W		0
OL1228167W		0
OL1238552W		0
OL13119843W		0
OL1358966W		0
OL136605W		0
OL1418184W		0
OL1418226W		0
OL14857509W		0
OL1487417W		0
OL1492555W		0
OL15100598W		0
OL15126159W		0
OL15143965W		0
OL15144601W		0
OL15161953W		0
OL15220086W		0
OL15433278W		0
OL1546079W		0
OL15532376W		0
OL15621396W		0
OL15865602W		0
OL16579081W		0
OL16583990W		0
OL16678043W		0
OL17497W		0
OL17607786W		0
OL176280W		0
OL17657940W		0
OL17676860W		0
OL1794528W		0
OL17971410W		0
OL18128790W		0
OL181945W		0
OL181950W		0
OL18215747W		0
OL18454451W		0
OL191771W		0
OL2011366W		0
OL20114895W		0
OL20131305W		0
OL203379W		0
OL205953W		0
OL209971W		0
OL2107257W		0
OL21640523W		0
OL22068655W		0
OL22129573W		0
OL22132207W		0
OL2234043W		0
OL2338171W		0
OL2343880W		0
OL2345362W		0
OL24915745W		0
OL273760W		0
OL28429W		0
OL29373034W		0
OL2986847W		0
OL32036712W		0
OL32056968W		0
OL32065957W		0
OL32094527W		0
OL32095671W		0
OL32096290W		0
OL32097596W		0
OL32097643W		0
OL32098063W		0
OL32098588W		0
OL33420606W		0
OL33431882W		0
OL3459529W		0
OL3465117W		0
OL3468651W		0
OL3497081W		0
OL38730923W		0
OL3916704W		0
OL3928954W		0
OL39414369W		0
OL39446874W		0
OL4072560W		0
OL4103595W		0
OL4146835W		0
OL414690W		0
OL41644823W		0
OL43139281W		0
OL4315761W		0
OL4341570W		0
OL43637122W		0
OL4458521W		0
OL44885964W		0
OL4668903W		0
OL470402W		0
OL4764597W		0
OL476784W		0
OL4879652W		0
OL5036954W		0
OL507303W		0
OL51131W		0
OL5208666W		0
OL5297025W		0
OL54145W		0
OL5479315W		0
OL5535324W		0
OL5625462W		0
OL5693648W		0
OL575638W		0
OL5910033W		0
OL6205431W		0
OL6208020W		0
OL66575W	Q3180417	14
OL6681570W		0
OL6698932W		0
OL6808406W		0
OL7000289W		0
OL7135335W		0
OL7215182W		0
OL7334028W		0
OL7412295W		0
OL7424146W		0
OL7427314W		0
OL7439312W		0
OL7456745W		0
OL7485920W		0
OL7555579W		0
OL7558043W		0
OL7563506W		0
OL7584942W		0
OL7592218W		0
OL7599419W		0
OL7636384W		0
OL7641807W		0
OL7649908W		0
OL7677703W		0
OL7698906W		0
OL7774425W		0
OL7780621W		0
OL7789597W		0
OL7852278W		0
OL7854382W		0
OL7869909W		0
OL7891035W		0
OL890471W	Q113441719	1
OL9797740W		0
OL1003044W		0
OL101015W		0
OL101016W		0
OL1090015W		0
OL109181W		0
OL1099309W		0
OL1109034W		0
OL118986W	Q137869	41
OL12208861W		0
OL1242859W		0
OL14857157W		0
OL14931612W		0
OL151452W		0
OL151816W		0
OL15215940W		0
OL1541800W		0
OL15720341W		0
OL15821652W		0
OL15925617W		0
OL15937635W		0
OL159961W		0
OL16243556W		0
OL1628985W	Q13628086	4
OL163273W		0
OL16524109W		0
OL16829393W		0
OL16835087W		0
OL176075W		0
OL17626618W		0
OL1774373W		0
OL17753287W		0
OL1796082W		0
OL18077695W		0
OL181953W		0
OL18380774W		0
OL18508348W		0
OL19345723W		0
OL1937464W		0
OL1937557W		0
OL194540W		0
OL204414W		0
OL20653727W		0
OL217833W		0
OL22064584W		0
OL22106111W		0
OL22125986W		0
OL22152344W		0
OL22291153W		0
OL2271458W		0
OL231473W		0
OL2337464W		0
OL2338421W		0
OL2341388W		0
OL2345769W		0
OL2346380W		0
OL236053W		0
OL24986361W		0
OL2556442W		0
OL2564006W	Q8269	113
OL2565782W		0
OL2681002W		0
OL2684122W		0
OL2790412W		0
OL2943541W		0
OL2989393W		0
OL3020939W	Q7208469	3
OL32089566W		0
OL32094554W		0
OL32094717W		0
OL32096634W		0
OL32134062W		0
OL32134076W		0
OL3234400W		0
OL3269019W		0
OL32873030W		0
OL33437914W		0
OL34654974W		0
OL3481801W		0
OL3528790W		0
OL35342063W		0
OL38989822W		0
OL38994622W		0
OL39076388W		0
OL4083232W		0
OL4092680W		0
OL4134664W		0
OL4189809W		0
OL42504151W		0
OL42710142W		0
OL43015060W		0
OL43128636W		0
OL43644392W		0
OL43780688W		0
OL43994815W		0
OL44250857W		0
OL4445615W		0
OL4459886W		0
OL44754868W		0
OL44838849W		0
OL467291W	Q15033625	4
OL4753505W		0
OL4771616W	Q6809930	1
OL4879651W		0
OL4892378W		0
OL5036952W	Q135215	24
OL509865W		0
OL5115515W		0
OL51208W		0
OL5297477W		0
OL5299359W		0
OL536446W		0
OL5940839W		0
OL6289242W		0
OL6329840W		0
OL6525479W		0
OL652944W		0
OL6591559W		0
OL6605533W		0
OL6695416W		0
OL7063522W		0
OL7241765W		0
OL7414078W		0
OL7425738W		0
OL7439064W		0
OL7500180W		0
OL7546284W		0
OL7564373W		0
OL7568795W		0
OL7572595W		0
OL7594286W		0
OL7604194W		0
OL7624083W		0
OL76587W		0
OL7678812W		0
OL7704360W		0
OL7715603W		0
OL7731411W		0
OL7761512W		0
OL7761938W		0
OL7762279W		0
OL7774407W		0
OL7860951W		0
OL82869W		0
OL85033W		0
OL890331W		0
OL100278W	Q1646002	7
OL10424136W		0
OL10461303W		0
OL10569116W		0
OL1103990W		0
OL1149275W		0
OL1181542W		0
OL1206494W		0
OL12208577W		0
OL1255846W		0
OL13127380W		0
OL1337132W	Q19090872	1
OL1339723W		0
OL137506W	Q3954624	4
OL1454274W		0
OL14857819W		0
OL14873275W		0
OL1489154W		0
OL14930257W		0
OL14938134W		0
OL15188919W		0
OL15190957W		0
OL15215407W		0
OL15226532W		0
OL15233487W		0
OL15262200W		0
OL1527785W		0
OL1528575W		0
OL170820W		0
OL17697866W		0
OL1774381W		0
OL1792869W		0
OL1796176W		0
OL1797229W		0
OL1798690W		0
OL18037233W		0
OL1805531W		0
OL2004299W		0
OL20729W		0
OL20801W		0
OL21170W		0
OL21196068W		0
OL21667525W		0
OL22068373W		0
OL22121480W		0
OL22125932W		0
OL22147488W		0
OL22243449W		0
OL240589W		0
OL24968578W		0
OL254848W		0
OL2630767W		0
OL26776741W		0
OL271701W		0
OL2933050W		0
OL31533232W		0
OL32092435W		0
OL32094124W		0
OL32094822W		0
OL32096205W		0
OL32097117W		0
OL32097499W		0
OL32097740W		0
OL32098407W		0
OL32100741W		0
OL32134082W		0
OL33136473W		0
OL3468647W		0
OL354731W		0
OL3586127W		0
OL3613410W		0
OL36769716W		0
OL38995462W		0
OL4137471W		0
OL42606488W		0
OL43198616W		0
OL43538628W		0
OL43769146W		0
OL44729416W		0
OL44792027W		0
OL4519671W		0
OL4608092W		0
OL4619311W		0
OL4903801W		0
OL4965200W		0
OL5007058W		0
OL505678W		0
OL507315W		0
OL5203641W		0
OL5279533W		0
OL528766W		0
OL5297492W		0
OL54127W		0
OL6575310W		0
OL6608069W		0
OL6674634W		0
OL6802170W		0
OL6848961W		0
OL69602W	Q16254942	4
OL7058886W		0
OL7202437W		0
OL7262577W		0
OL7423417W		0
OL7424082W		0
OL7425054W		0
OL7433605W		0
OL7478475W		0
OL7497890W		0
OL7536327W		0
OL7546174W		0
OL7547278W		0
OL7594865W		0
OL7601338W		0
OL7603664W		0
OL7634473W		0
OL7642466W		0
OL7686999W		0
OL7717033W		0
OL7723610W		0
OL7744214W		0
OL7750523W		0
OL7762281W		0
OL7778868W		0
OL7852342W		0
OL7965957W		0
OL8194524W		0
OL88870W		0
OL10519705W		0
OL10591260W		0
OL107216W		0
OL10800079W		0
OL1084997W		0
OL1103724W		0
OL1107314W		0
OL1132773W		0
OL11676547W		0
OL11698018W		0
OL118981W	Q1170032	18
OL1196768W		0
OL1197100W		0
OL120601W		0
OL12108310W		0
OL1213115W		0
OL13192366W		0
OL1360269W		0
OL1456916W		0
OL1480680W		0
OL1491924W		0
OL1492271W		0
OL1492913W		0
OL14938146W		0
OL1503358W		0
OL1513674W		0
OL151411W		0
OL1518285W		0
OL1521311W		0
OL15217334W		0
OL1522145W		0
OL1528098W		0
OL1529145W		0
OL1538455W		0
OL15399445W		0
OL15737762W		0
OL15821831W		0
OL15868078W		0
OL16030214W		0
OL1640200W		0
OL16445875W		0
OL165645W	Q4242848	6
OL16900149W		0
OL17221584W		0
OL17604700W		0
OL17635060W		0
OL17676372W		0
OL17680191W		0
OL1795361W		0
OL17957542W		0
OL17963658W		0
OL1799911W		0
OL18010604W		0
OL18312327W		0
OL189690W		0
OL19337219W		0
OL19956847W		0
OL200193W		0
OL2028046W		0
OL20952597W		0
OL22068060W		0
OL22123484W		0
OL22134245W		0
OL22244847W		0
OL22316487W		0
OL226918W		0
OL2281615W		0
OL2320084W		0
OL232691W		0
OL24259W		0
OL24452694W		0
OL24972621W		0
OL24974556W		0
OL262581W		0
OL262596W	Q2660166	17
OL2728605W		0
OL2729573W		0
OL27665W		0
OL3045986W		0
OL31035W	Q11157229	7
OL32024672W		0
OL32090676W		0
OL32090738W		0
OL32092952W		0
OL32097005W		0
OL3232173W		0
OL3240578W		0
OL32873699W		0
OL32873823W		0
OL33115256W		0
OL33136265W		0
OL33431866W		0
OL33483517W		0
OL3412164W		0
OL36529809W		0
OL36633W	Q1334940	32
OL36934827W		0
OL3694555W		0
OL37146031W		0
OL37465814W		0
OL3863910W		0
OL38750463W		0
OL39200W		0
OL3923118W		0
OL39255730W		0
OL39453744W		0
OL39455721W		0
OL3971881W		0
OL3996908W		0
OL4098743W		0
OL4102814W		0
OL4112855W	Q3819262	3
OL4114332W		0
OL4223273W		0
OL42649641W		0
OL4286473W		0
OL4286499W		0
OL42993858W		0
OL4302986W		0
OL43851425W		0
OL44218407W		0
OL44405858W		0
OL44472497W		0
OL4489656W		0
OL44911581W		0
OL44952730W		0
OL4593303W		0
OL4619264W		0
OL4640204W		0
OL4645410W		0
OL476838W		0
OL5004338W		0
OL5033389W		0
OL5033393W		0
OL510006W		0
OL5142761W		0
OL5204218W		0
OL5339196W		0
OL5436588W		0
OL5602905W		0
OL573177W		0
OL6288832W		0
OL647119W		0
OL6557441W		0
OL6672115W		0
OL6689778W		0
OL6739304W		0
OL6759188W		0
OL6821067W		0
OL6833882W		0
OL6866300W		0
OL6921624W		0
OL7033572W		0
OL7098433W		0
OL7133769W		0
OL7185294W		0
OL724086W		0
OL7425766W		0
OL744953W		0
OL7509605W		0
OL7590914W		0
OL7632384W		0
OL7642608W		0
OL76584W	Q5050090	1
OL7688474W		0
OL7698885W		0
OL7716199W		0
OL7717586W		0
OL7728744W		0
OL7780431W		0
OL7864079W		0
OL7866441W		0
OL7904254W		0
OL824779W		0
OL8258403W		0
OL8341843W		0
OL841500W		0
OL879015W		0
OL10366346W		0
OL10537540W		0
OL11132107W		0
OL1113785W		0
OL1117880W		0
OL11243759W		0
OL115023W		0
OL116651W		0
OL1171108W		0
OL11925152W		0
OL1205603W		0
OL123014W		0
OL1238016W		0
OL1256448W		0
OL12918092W		0
OL1360334W		0
OL1428300W		0
OL1455042W	Q271697	52
OL1480980W		0
OL15132366W		0
OL1517961W		0
OL15261148W		0
OL1526705W		0
OL1527038W		0
OL15867156W		0
OL1586933W		0
OL16269930W		0
OL16329176W		0
OL16524112W		0
OL1654062W		0
OL17329689W		0
OL1772003W		0
OL1794909W		0
OL1797757W		0
OL18153238W		0
OL183475W		0
OL1970105W		0
OL2004249W		0
OL20660083W		0
OL2107268W		0
OL220082W		0
OL22069341W		0
OL22070154W		0
OL22133897W		0
OL22454834W		0
OL2254018W		0
OL228097W		0
OL230553W		0
OL232412W		0
OL23248745W		0
OL2337461W		0
OL2340360W		0
OL2341886W		0
OL2343424W		0
OL24870120W		0
OL24955921W		0
OL2588346W		0
OL2719115W		0
OL2999155W		0
OL31401236W		0
OL317958W		0
OL32097972W		0
OL32146653W		0
OL32146855W		0
OL33113237W		0
OL33133740W		0
OL3352323W		0
OL3480707W	Q2270341	9
OL35404512W		0
OL36952365W		0
OL38604410W		0
OL39108W	Q1247666	21
OL40434746W		0
OL4072393W		0
OL42468391W		0
OL43169170W		0
OL43203870W		0
OL43214767W		0
OL43269437W		0
OL43272789W		0
OL43416858W		0
OL43611283W		0
OL4463868W		0
OL4470647W		0
OL44710781W		0
OL4481467W		0
OL44917224W		0
OL471637W	Q733639	30
OL485457W		0
OL4974658W		0
OL51130W		0
OL5185938W		0
OL53900W		0
OL54123W		0
OL5594835W		0
OL61325W		0
OL6552106W		0
OL6665245W		0
OL6727650W		0
OL6809267W		0
OL7003438W		0
OL7031442W		0
OL7199351W		0
OL7334271W		0
OL7397354W		0
OL7426262W		0
OL7438609W		0
OL7440008W		0
OL7479200W		0
OL7539553W		0
OL7545071W		0
OL7547266W		0
OL7551481W		0
OL7553485W		0
OL7557670W		0
OL7598906W		0
OL7625001W		0
OL76458W		0
OL7649907W		0
OL7650483W		0
OL7678979W		0
OL7729868W		0
OL7748435W		0
OL7750327W		0
OL7850271W		0
OL7863506W		0
OL7989922W	Q3227807	8
OL8125120W		0
OL815311W		0
OL85231W		0
OL859613W		0
OL8718379W		0
OL94456W		0
OL1067018W		0
OL10770021W		0
OL1128004W		0
OL1157544W		0
OL117164W		0
OL1217995W	Q971694	12
OL12199853W		0
OL12200216W		0
OL1276171W		0
OL13734836W		0
OL13788283W		0
OL1401583W		0
OL1455026W		0
OL14861322W		0
OL1504559W		0
OL15130750W		0
OL15136302W		0
OL15155438W		0
OL1518264W		0
OL15357358W		0
OL15837637W		0
OL15867012W		0
OL16745951W		0
OL16764115W		0
OL16783071W		0
OL1774413W		0
OL17808239W		0
OL1793357W		0
OL1797226W		0
OL18105069W		0
OL1890173W		0
OL1937247W		0
OL1937527W		0
OL19570502W		0
OL19963204W		0
OL20110336W		0
OL20124W		0
OL2028058W		0
OL2143725W		0
OL21624922W		0
OL2178927W		0
OL2195994W		0
OL22127942W		0
OL22130090W		0
OL22132402W		0
OL22162864W		0
OL2227891W		0
OL2234027W		0
OL226410W		0
OL2288155W		0
OL23216461W		0
OL2342787W		0
OL2343230W		0
OL2344294W		0
OL2344979W		0
OL24051743W		0
OL245514W		0
OL26681W		0
OL2700617W		0
OL276435W		0
OL3001582W		0
OL32049972W		0
OL32090111W		0
OL32092638W		0
OL32093814W		0
OL32439117W		0
OL33119298W		0
OL33169631W		0
OL341178W		0
OL3468551W		0
OL35695219W		0
OL3586128W		0
OL3686142W		0
OL37011443W		0
OL37144023W		0
OL4275201W		0
OL43787664W		0
OL4481449W		0
OL4780878W	Q7359523	1
OL4800984W		0
OL4852340W		0
OL4975441W		0
OL4982019W		0
OL5015773W		0
OL503453W		0
OL5080771W		0
OL5208215W		0
OL5215799W		0
OL5352547W		0
OL5848177W		0
OL59731W	Q7355141	7
OL6034619W		0
OL63068W	Q1164998	18
OL6328867W		0
OL648414W		0
OL6583030W		0
OL6605191W		0
OL6673294W		0
OL68141W		0
OL6920392W		0
OL7133771W		0
OL7134341W		0
OL7305335W		0
OL731663W		0
OL7450363W		0
OL7453997W		0
OL7456907W		0
OL7466885W		0
OL7482287W		0
OL7563086W		0
OL7568477W		0
OL7574448W		0
OL7638411W		0
OL7644171W		0
OL7687487W		0
OL7713256W		0
OL7717526W		0
OL7732333W		0
OL777524W		0
OL7782773W		0
OL7837748W		0
OL79648W		0
OL859597W		0
OL873097W	Q1325403	17
OL10622066W		0
OL1066447W		0
OL11125541W		0
OL11159113W		0
OL1117819W	Q19096926	2
OL1140108W	Q7717852	2
OL11472334W		0
OL1164821W		0
OL1175338W		0
OL1199583W		0
OL1217987W		0
OL1258123W		0
OL13134021W		0
OL136627W		0
OL13718580W		0
OL144793W		0
OL14869637W		0
OL1487542W		0
OL1487577W		0
OL1487943W	Q13424700	7
OL1487980W		0
OL14928200W		0
OL15259338W		0
OL15263882W		0
OL15320517W		0
OL15397611W		0
OL15871224W		0
OL161987W		0
OL1633253W		0
OL163333W		0
OL16512190W		0
OL16551068W		0
OL16722371W		0
OL1709168W		0
OL17641301W		0
OL17677103W		0
OL17685481W		0
OL17761452W		0
OL177998W		0
OL1794664W		0
OL1794917W	Q7754678	2
OL1796411W		0
OL1796671W		0
OL1798895W		0
OL180531W		0
OL18102801W		0
OL18995W		0
OL1946592W		0
OL1982536W		0
OL2021990W		0
OL206146W		0
OL20658375W		0
OL217071W		0
OL21781560W		0
OL22067377W		0
OL22127297W		0
OL22129346W		0
OL22159043W		0
OL22211875W		0
OL22268621W		0
OL2337466W		0
OL2339726W		0
OL2340493W		0
OL2341701W		0
OL2344145W		0
OL24104553W		0
OL25195407W		0
OL2541695W		0
OL262048W	Q6139099	4
OL2646743W		0
OL2646764W		0
OL2725399W		0
OL276382W		0
OL29317W		0
OL3045983W		0
OL32094293W		0
OL32098073W		0
OL3268640W		0
OL33137867W		0
OL35674556W		0
OL36775684W		0
OL3750800W		0
OL37992419W		0
OL38740739W		0
OL39440982W		0
OL39455890W		0
OL3950149W		0
OL3967807W		0
OL3979511W		0
OL4028508W		0
OL4072566W		0
OL4092645W	Q7727380	2
OL4133243W		0
OL42380W		0
OL42601934W		0
OL4283058W		0
OL42993721W		0
OL43635981W		0
OL43951409W		0
OL44206464W		0
OL44396562W		0
OL44641656W		0
OL4477137W		0
OL44912848W		0
OL449544W		0
OL472715W	Q472228	44
OL4835486W		0
OL4958733W		0
OL4975440W		0
OL5054745W		0
OL5115510W		0
OL535196W		0
OL549984W		0
OL553464W		0
OL5707135W		0
OL643466W		0
OL6436909W		0
OL6605550W		0
OL6810065W		0
OL6834203W		0
OL71037W		0
OL7137765W		0
OL7145739W		0
OL7205388W		0
OL7244952W		0
OL7306056W		0
OL733636W		0
OL7425916W		0
OL7439792W		0
OL7452733W		0
OL7549759W		0
OL7553678W		0
OL7606583W		0
OL76590W	Q7406333	1
OL7671128W		0
OL7671650W		0
OL7676317W		0
OL7699389W		0
OL7720467W		0
OL7763223W		0
OL7778881W		0
OL7787674W		0
OL7847081W		0
OL7895638W		0
OL7903367W		0
OL7989629W		0
OL824597W		0
OL8341873W		0
OL846513W	Q3057582	10
OL8776499W		0
OL10421493W		0
OL10704052W		0
OL1089809W		0
OL109264W		0
OL109326W		0
OL11103539W		0
OL112136W		0
OL1137384W		0
OL1140276W		0
OL1155807W		0
OL1163366W		0
OL1164433W		0
OL1202172W		0
OL1205599W		0
OL1205612W		0
OL1271858W		0
OL13135172W		0
OL1360411W		0
OL13682533W		0
OL141322W		0
OL1449796W		0
OL148476W		0
