work_key	title	first_publish_year	author_keys	author_names	subject_keys	edition_count	remove_reasons
/works/OL2040978W	A very special house	1920	OL247209A	Ruth Krauss	children's_fiction|collectionidcaldecotthonor50|dwellings|fiction|folklore_united_states|home|houses|houses_fiction|imagination|juvenile_fiction|picture_books|stories_in_rhyme	14	picture_books|stories_in_rhyme
/works/OL22156524W	The Tale of Benjamin Bunny	1904	OL32541A|OL229963A	Beatrix Potter|Wendy Rasmussen	animals_fiction|cats|children's_fiction|children's_literature_welsh|children's_stories_english|conduct_of_life|cousins|fiction|juvenile_fiction|obedience|parent_and_child|peter_rabbit_(fictitious_character)_fiction|picture_books|rabbits|rabbits_fiction|spanish_language_readers|toy_and_movable_books	92	picture_books
/works/OL239940W	कामसूत्र	1883	OL4328A	Vatsyāyana	amor|amour|buddhism_sacred_books|classic_literature|coitus|conduct_of_life|early_works_to_1800|erotic_art|erotic_literature|erotic_literature_indic|erotica|erotische_literatur|fiction|fiction_historical_general|hindu_literature|hindu_philosophy|hinduismus|history|human_relations|india_social_life_and_customs|indic_erotic_literature|indic_literature_translations_into_english|interpersonal_relations|kama_sutra|kama_sutra_illustrated|kamasutra|literatura_erótica_índica|littérature_érotique|littérature_érotique_sanskrite|love|lovemaking|mind_and_body|morale_sexuelle|new_york_times_reviewed|nonfiction|obras_anteriores_a_1800|reference_books|relaciones_sexuales|relations_sexuelles|religious_literature|sanskrit|sanskrit_erotic_literature|seduction|sex|sex__sexuality|sex_customs|sex_education|sex_instruction|sex_positions|sexo|sexology|sexual_behavior|sexual_ethics|sexual_intercourse|sexuality|sexualité|sexualverhalten|sociology|specimens|sutras|toy_and_movable_books|traductions_françaises|vatsyayana|vie_sexuelle|éducation_sexuelle	381	nonfiction
/works/OL240168W	North of Boston	1910	OL114093A	Robert Frost	american_literature|american_poetry|classic_literature|fiction|library|personal_copy|poetry	56	poetry
/works/OL240566W	An Inspector Calls	1945	OL117687A	J. B. Priestley	american_drama_(dramatic_works_by_one_author)|british_and_irish_drama_(dramatic_works_by_one_author)|children's_plays|criticism_and_interpretation|drama|englischunterricht|english_drama|fiction|inspector_calls|inspector_calls_(priestley_j._b.)|play|plays|texts	47	plays
/works/OL24325W	Die schönsten Märchen	1880	OL25931A|OL8150316A	Hans Christian Andersen|Jin-kyeong Lee	birds_fiction|children's_fiction|children's_literature_danish|children's_stories_danish|cuentos_de_hadas|danish_literature|fairy_tales|ficción_juvenil|fiction|fossils|juvenile_fiction|juvenile_literature|kings_and_rulers|literature_and_fiction_juvenile|monasticism_and_religious_orders_for_women|nightingale|nightingale_in_fiction|nightingales|nightingales_in_fiction|nightmares_fiction|ouvrages_illustrés|pictorial_works|picture_books|picture_books_for_children|readers|romans_nouvelles_etc._pour_la_jeunesse|rossignol_philomèle|ruiseñores|translations_into_english|translations_into_russian|vocation_(in_religious_orders_congregations_etc.)	53	picture_books
/works/OL244537W	The Art of War	1900	OL30553A|OL15264001A	孙武|Sun Tzu 	355.02|administración|ancient__medieval_military_history|aptitudes_de_mando|art_et_science_militaire|art_et_science_militaires|art_militaire|asia_-_general|asian_philosophy|bg-history_-_bg-warmilitary_transport|business|business__economics|business__economics__finance|business__economics__management|business__economics__negotiating|business__economics__sales__selling|business_strategy|businesseconomics|china|chinese_history|chinese_language|ciencia_militar|ciência_militar|classic_literature|classics|comic_books_strips|comics__graphic_novels_nonfiction_general|competition|competition_(psychology)|conflict_management|criticism_and_interpretation|defence_strategy_planning__research|early_works_to_1800|eastern|eastern_-_general|estrategia|executive_ability|exito_en_los_negocios|fiction|general|gestion_d'entreprise|great_books_of_the_western_world|guerra|guerre|history|history_--_asia_--_china|history_--_military_--_strategy|history_-_military__war|history__military__general|history__military__strategy|illustration_of_books|illustrations|industrial_management|krigskonst|leadership|literary|literary_collections|literature_-_lit_classics_trd_pb|literature_classics|long_now_manual_for_civilization|management|management_-_general|management_science|marketing|marketing_-_general|military|military_-_general|military_and_warfare|military_art_and_science|military_art_and_science--early_works_to_1800|military_art_and_science_--_early_works_to_1800|military_art_and_science_early_works_to_1800|military_art_and_science_history|military_history|military_history_-_ancient|military_science|negotiating|new_york_times_reviewed|nonfiction|obras_anteriores_a_1800|open_library_staff_picks|open_syllabus_project|organizational_behavior|other|other_prose_classical_early__medieval|ouvrages_avant_1800|parent_and_teenager|parenting|peace|persuasion|philosophy|philosophy__eastern|philosophy_and_ethics|philosophy_asian|philosophy_chinese|philosophy_taoist|pictorial_works|political_science|political_science__history__theory|political_science_history|politics|politics__government|readers|reference|reference_-_general|religion|religious_aspects|religious_aspects_of_conflict_management|religious_aspects_of_peace|sales|sales__selling_-_management|sales_management|sales_promotion|salesmanship|self-help_techniques|self-improvement|selling|social_history|spiritual_warfare|spirituality_-_general|strategic_planning|strategy|strategy__weapons_of_war|stratégie|success_in_business|succès_dans_les_affaires|sunzi_active_6th_century_b.c.|sunzi_bing_fa_(sunzi)|tactics|tangut_language|taoísmo|technology__engineering|theory_of_warfare__military_science|u101_.s95_1983|u101_.s95_1994|verk_före_1800|war|war_(philosophy)|war_--_early_works_to_1800|war_and_society|war_history|warfare__defence|world_history|éxito_en_los_negocios	1434	nonfiction
/works/OL2533488W	Hōjōki	1892	OL358183A|OL4014617A|OL7654716A|OL7628788A|OL4322399A	Chōmei Kamo|Nicola Liscutin|Michael Hofmann|Matthew Stavros|Reginald Jackson	895.612|asian_-_general|buddhist_legends|criticism_and_interpretation|fiction|hermits|history|international_relations|japan_fiction|japanese_essays|japanese_literature|japanese_literature_translations_into_english|japanese_prose_literature|japanese_prose_literature--1185-1600|kamo_chōmei|kamo_chōmei_(1153-1216)|kamo_chōmei_dd_1153-1216|literary_criticism|literature_-_classics__criticism|pl791.2.h6_e5_1996|poetry_(poetic_works_by_one_author)|social_life_and_customs|yoshida_kenkō|yoshida_kenkō_(1282-1350)	61	literary_criticism
/works/OL2568868W	In the Night Kitchen	1889	OL366346A	Maurice Sendak	baking|cake|children's_fiction|children's_stories|collectionidcaldecotthonor70|cooking_fiction|cuisson_au_four|dreams|fantasy|fantasy_fiction|fiction|hornería|juvenile_fiction|lait|leche|milk|night_fiction|novela_juvenil|picture_books|picture_books_for_children|pictures|romans_nouvelles_etc._pour_la_jeunesse|rêves|spanish_language|sueños|tortas	41	picture_books
/works/OL2588322W	Ask Mr. Bear	1932	OL371194A	Marjorie Flack	animals|animals_fiction|anniversaires_de_naissance|bears|bears_--_juvenile_fiction|bears_fiction|birthdays|birthdays_fiction|chidren's_literature|children's_fiction|cumulative_books|fiction|juvenile_fiction|picture_books|romans_nouvelles_etc._pour_la_jeunesse|specimens	26	picture_books
/works/OL258888W	Tragedies (Hamlet / King Lear / Macbeth / Othello)	1924	OL9388A	William Shakespeare	ageing_parents|bilingual|british_and_irish_drama_(dramatic_works_by_one_author)|britons|children's_plays|chinese_language_materials|classic_literature|death|drama|drama_texts|drama_texts_from_c_1900_-|english|english_drama|english_drama_(tragedy)|english_language|english_literature|english_plays|english_young_adult_drama|fathers|fathers_and_daughters|fathers_succession|fiction|hamlet_(legendary_character)|homicide|inheritance_and_succession|juvenile_drama|juvenile_literature|kings_and_rulers|murder_victims'_families|open_syllabus_project|othello_(fictitious_character)|performing_arts|plays|princes|production_and_direction|quartos|regicide|regicides|revenge|scripts|shakespeare|shakespeare_plays|shakespeare_william_1564-1616_tragedies|succession|texts|tragedy	27	plays|scripts
/works/OL258990W	Works (46)	1905	OL9388A	William Shakespeare	822.33|ageing_parents|british_and_irish_drama_(dramatic_works_by_one_author)|britons|castaways|children's_plays|civil_rights_(jewish_law)|classic-classical_literature|classic_literature|classics|comedies|comedy|conflict_of_generations|conspiracies|courtship|criticism_and_interpretation|criticism_and_interpretationshakespeare_william__1564-1616|death|drama|drama_(dramatic_works_by_one_author)|drama_in_english_william_1564-1616|drama_texts|drama_texts_from_c_1900_-|dramatic_production|english|english_drama|english_drama_(collections)_early_modern_and_elizabethan_1500-1600|english_drama_(comedy)|english_drama_(tragedy)|english_language|english_literature|english_literature_shakespeare_texts|english_love_stories|english_plays|english_young_adult_drama|families|fathers|fathers_and_daughters|fathers_succession|fiction|homicide|humorous_plays|inheritance_and_succession|islands|judaism|juvenile_drama|juvenile_literature|kings_and_rulers|literary_collections|love-romance-fiction|love_in_adolescence|magicians|man-woman_relationships|medicine_in_literature|mistaken_identities|murder_victims'_families|open_syllabus_project|performing_arts|plays|poetry_(poetic_works_by_one_author)|political_refugees|pr2755_.w45_2005|princes|production_and_direction|quartos|regicide|regicides|rejection_(psychology)|revenge|scripts|shakespeare|shakespeare_plays|shakespeare_william_1564-1616|shakespeare_william_1564-1616_criticism_and_interpretation|shakespeare_william_1564-1616_in_literature|shakespeare_william_1564-1616_societies_periodicals_etc.|shakespeare_william__1564-1616|shipwreck_survival|shipwreck_victims|shipwrecks|spirits|succession|suicide|survival_after_airplane_accidents|suspense-fiction|texts|tragedies|tragedy|tragicomedy|vendetta|youth	45	plays|scripts
/works/OL261155W	The Lorax	1911	OL2622837A	Dr. Seuss	air|children's_fiction|children's_stories|coloring_books|conservation_of_natural_resources|cuentos_en_rima|deforestation|ecology_fiction|environmental_aspects|environmental_aspects_of_industries|environmental_protection|fiction|forest_conservation|industries|juvenile_fiction|new_york_times_bestseller|nytpicture_books2012-02-11|pictorial_works|pollution|pollution_fiction|stories_in_rhyme	23	stories_in_rhyme
/works/OL261166W	Horton Hatches the Egg	1940	OL2622837A	Dr. Seuss	animals|children's_fiction|children's_literature|children's_stories|classics|eggs|elephants|elephants_fiction|fantasy|fantasy_fiction|fiction|folklore|humorous_stories|incubation|juvenile_fiction|legends_and_stories|parenting|picture_books|reliability|stories_in_rhyme|stories_in_verse	15	picture_books|stories_in_rhyme
/works/OL261177W	If I Ran the Zoo	1950	OL2622837A	Dr. Seuss	animals_mythical_fiction|children's_fiction|children's_poetry_american|collectionidcaldecotthonor50|fantasy|fantasy_fiction|fiction|humorous_stories|imaginary_animals|imaginary_creatures|imagination|juvenile_fiction|juvenile_fiction__animals__zoos|juvenile_fiction__classics|juvenile_fiction__humorous_stories|juvenile_literature|juvenile_poetry|kids|mythical_animals|nonsense_verses|pictorial_works|picture_books|seuss|stories_in_rhyme|zoos|zoos_fiction	17	nonsense_verses|picture_books|stories_in_rhyme
/works/OL261187W	McElligot's Pool	1947	OL2622837A	Dr. Seuss	american_fantasy_poetry|boys|children's_fiction|children's_stories|collectionidcaldecotthonor40|conduct_of_life|fiction|fishing|fishing_fiction|fishing_stories|imagination|juvenile_fiction|juvenile_literature|juvenile_poetry|optimism|reading_resources|stories_in_rhyme	16	stories_in_rhyme
/works/OL261213W	Thidwick the Big-Hearted Moose	1948	OL2622837A	Dr. Seuss	children's_fiction|fiction|juvenile_fiction|moose|moose_fiction|stories_in_rhyme	21	stories_in_rhyme
/works/OL261221W	Bartholomew and the oobleck	1949	OL2622837A	Dr. Seuss	children's_fiction|collectionidcaldecotthonor50|fantasy|fiction|juvenile_fiction|kings_queens_rulers|magic|stories_in_rhyme|weather|wit_and_humor	10	stories_in_rhyme
/works/OL262568W	The New Revelation	1918	OL161167A	Arthur Conan Doyle	biography__autobiography|classic_literature|fiction|new_age|nonfiction|religion__spirituality|spiritisme|spiritualism|washington_(d.c.)_description_and_travel|washington_(d.c.)_history	51	biography__autobiography|nonfiction
/works/OL2636937W	The hound of heaven	1950	OL384206A|OL2755134A	Gordon MacDonald|Francis Thompson	1859-1907|adaptations|american_-_general|christian_life_-_inspirational_-_gifts|conversion|fiction|inspirational_-_gifts|inspirational__religious|modern_fiction|poetry|poetry_(poetic_works_by_one_author)|thompson_francis|works_by_individual_poets_19th_century	20	poetry
/works/OL267926W	Spoon River Anthology	1914	OL399682A|OL9942206A|OL511114A|OL440676A	Edgar Lee Masters|Beatriz Martín Vidal|Mario Giacomelli|Patrick Reumaux	american_poetry|cemeteries|city_and_town_life|classic_literature|collections|conto_norte_americano|dead|epitaphs|fiction|modern_poetry|non-classifiable|poesia_norte_americana|poetry|poetry_(poetic_works_by_one_author)|reading_level-grade_10|reading_level-grade_11|reading_level-grade_12|works_by_individual_poets_from_c_1900_-	170	poetry
/works/OL273544W	The Works of Edgar Allan Poe in Five Volumes - Volume Five	1903	OL28127A	Edgar Allan Poe	19th_century_american_fiction|american_children's_poetry|american_fantasy_poetry|american_horror_tales|american_poetry|busts|children's_poetry|chinese|classic_literature|death|dictionaries|english_language|fantasy_fiction|fantasy_poetry|fiction|french|german|gothic_poetry|grief|juvenile_poetry|korean|laments|love_poetry|narrative_poetry|poetry|poetry_(poetic_works_by_one_author)|ravens|single_author_collections|spanish|supernatural|talking_birds|young_adult_nonfiction	37	poetry
/works/OL276472W	Italian Hours	1909	OL21001A	Henry James	american_authors|authors_biography|biography|classic_literature|description_and_travel|descriptions_et_voyages|fiction|italy|italy_description_and_travel|james_henry_1843-1916|journeys|nonfiction|travel|voyages|écrivains_américains	32	nonfiction
/works/OL27692W	A tale for Easter	1941	OL26370A	Tasha Tudor	animals|board_books|children's_fiction|easter|easter_fiction|easter_stories|fiction|juvenile_fiction|picture_books|toy_and_movable_books	11	picture_books
/works/OL27696W	Pumpkin moonshine	1938	OL26370A	Tasha Tudor	board_books|children's_fiction|farm_life|farm_life_fiction|fiction|halloween|halloween_fiction|juvenile_fiction|picture_books|pumpkin|pumpkin_fiction|romans_nouvelles_etc._pour_la_jeunesse|vie_à_la_ferme	10	picture_books
/works/OL2772007W	The Yellow Wallpaper	1892	OL408063A	Charlotte Perkins Gilman	813.4|american|american_literature|cynthia_hilden|depression_postpartum|feminism_and_literature|feminism_and_literature--united_states|fiction|fiction_psychological|fiction_short_stories_(single_author)|gilman_charlotte_perkins__1860-1935|hp_lovecraft|library|literary_criticism|literature|marriage|married_people_fiction|married_women|married_women--psychology|married_women--psychology--fiction|married_women_in_literature|mental_illness|mentally_ill_persons|mentally_ill_women|mentally_ill_women--fiction|mentally_ill_women_in_literature|personal_copy|ps1744.g57_y4534_1993|ps1744.g57_y45_1996|psychology|sex_role|sex_role--fiction|sex_role_in_literature|special_collections|the_yellow_wallpaper_(gilman)|whitman_college|women|women_and_literature|women_and_literature--united_states	537	literary_criticism
/works/OL27930W	Riders to the sea	1911	OL26405A	J. M. Synge	british_and_irish_drama_(dramatic_works_by_one_author)|criticism_and_interpretation|drama|drowning_victims|english_irish_scottish_welsh|english_literature|fiction|mothers_and_sons|plays|seafaring_life	45	plays
/works/OL2810612W	The Poky Little Puppy	1942	OL417732A	Janette Sebring Lowrey	animals|behavior|brothers_and_sisters|children's_fiction|dogs|dogs_fiction|fiction|infancy|juvenile_fiction|picture_books|puppies|tardiness	8	picture_books
/works/OL28571W	Darkwater; voices from within the veil	1920	OL26460A	W. E. B. Du Bois	african_americans|brownstone_buildings|eccentrics_and_eccentricities|fiction|influence|inner_cities|musicians|nonfiction|philosophy|race_relations|september_11_terrorist_attacks_2001|squatters|united_states_--_race_relations|united_states_history|united_states_race_relations|world_history|young_men	136	nonfiction
/works/OL28577W	The Souls of Black Folk	1903	OL26460A	W. E. B. Du Bois	305.896073|973.0496073|african_american|african_americans|african_americans--history|african_americans--intellectual_life|african_americans--social_conditions|african_americans--study_and_teaching_(higher)|african_americans_study_and_teaching|afro-americans|american|american_literature|american_literature_african_american_authors|biographies_amp_autobiographies|biography__autobiography|civil_rights|classic_literature|concertos_(oboe_with_string_orchestra)_arranged|criticism_and_interpretation|e185.97_.d836_2015|fiction|general|histoire|history|history__united_states__state__local__general|intellectual_life|literary_collections|literary_criticism|long_now_manual_for_civilization|military_hygiene|negers|noirs_américains|nonfiction|ouvrages_illustrés|people_of_color|pictorial_works|quelle|race_relations|racism|rassendiskriminierung|relations_raciales|social_conditions|sociology|solo_with_piano|souls_of_black_folk_(du_bois_w.e.b.)|soziale_situation|state__local|study_and_teaching_(higher)|the_souls_of_black_folk_(du_bois)|united_states_history|united_states_race_relations|vie_intellectuelle|world_history	412	biography__autobiography|literary_criticism|nonfiction
/works/OL29475W	Hurry up, Franklin	1900	OL26595A|OL2703470A|OL4829695A	Paulette Bourgeois|Brenda Clark|Christiane Duchesne	animals|animals_fiction|bear's|birthday_party|birthdays_fiction|books|children's_fiction|classic|english_language|entertaining|entertaining_fiction|fiction|foxes|franklin|franklin_(fictitious_character__bourgeois)_fiction|hide-and-seek|hide_and_seek|journey|juvenile_fiction|juvenile_literature|language_arts|leapfrog|mud|otters|parties|parties_fiction|picture_books|pre-school|rabbits|readers|slide|slip|slow|story|study_and_teaching_(kindergarten)|tardiness|turtle|turtles|turtles_fiction	16	picture_books
/works/OL30293W	The Glass Menagerie	1945	OL27524A	Tennessee Williams	812.54|american_drama|american_drama_(dramatic_works_by_one_author)|autobiographical_drama|brothers_and_sisters|children's_plays|criticism_and_interpretation|domestic_drama|drama|families|families--missouri--saint_louis--drama|family|fiction|glass_menagerie_(williams_tennessee)|human_relations|interpersonal_relations|memory_plays|mothers_and_daughters|mothers_and_sons|open_syllabus_project|play|plays|ps3545.i5365_g5_1999|reading_level-grade_10|reading_level-grade_11|reading_level-grade_12|reading_level-grade_7|reading_level-grade_8|reading_level-grade_9|saint_louis_(mo.)|saint_louis_(mo.)--drama|young_men|young_men--drama|young_men--missouri--saint_louis--drama|young_women_with_disabilities	56	plays
/works/OL30294W	A Streetcar Named Desire	1947	OL27524A	Tennessee Williams	american_drama|american_drama_(dramatic_works_by_one_author)|american_drama_20th_century|children's_plays|chr_1980|domestic_drama|drama|drama_(dramatic_works_by_one_author)|fiction|manners_and_customs|married_people|open_syllabus_project|plays|polish_americans|pro_gotham_book_mart_(former_owner)_(gotham_book_mart_collection_copies_1-3)|rape|reading_level-grade_10|reading_level-grade_11|reading_level-grade_12|reading_level-grade_7|reading_level-grade_8|reading_level-grade_9|sisters|social_classes|social_life_and_customs|theater|widows|women|women_teachers	69	plays
/works/OL308575W	Gitanjali (song offerings)	1910	OL1770A|OL4324199A|OL21207A	Rabindranath Tagore|Marie Luise Gothein|William Butler Yeats	asian|bambara_language|bengali_ballads|bengali_literature|bengali_love_poetry|bengali_poetry|bengali_poetry_translations_into_english|bengali_prose_poems|children's_songs|criticism_and_interpretation|english_poetry|fiction|fiction__general|fiction_anthologies__collections|indic_poetry|philosophy|poetry|poetry_(poetic_works_by_one_author)|poetry_collections|songs|spirituality|tagore_rabindranath_1861-1941|texts|translations_from_bengali|translations_into_bambara|translations_into_english|translations_into_german|translations_into_telugu|translations_into_vietnamese|yeats_w._b._(william_butler)_1865-1939	217	poetry
/works/OL318863W	The madman, his parables and poems	1918	OL2890A	Kahlil Gibran	american_prose_poems|classic_literature|fiction|misticismo|mysticism|mysticism_poetry|parables|parábolas|poesía|poetry|prosa_poética_estadounidense|translations_into_arabic	20	poetry
/works/OL318900W	The Prophet	1900	OL2890A	Kahlil Gibran	adaptations|american_literature|american_prose_poems|arabic_poetry|comics__graphic_novels_adaptations|criticism_and_interpretation|death|essays_classic_literature|existential|existentialism|fairy_tales|fiction|freedom|graphic_novels|inspirational|lebanese|lebensphilosophie|literatura_libanesa|misticismo|mysticism|mysticism_poetry|pain|passion|philosophical|philosophy|philosophy_and_religion|poemas_en_prosa_estadounidenses|poesias_libanesas|poesía|poetry|poetry_(poetic_works_by_one_author)|prosa_libanesa|prose|prose_poems_american|reason|religious|self-knowledge|spiritual|spirituality|traducciones_al_español|translation_into_italian|translations_into_arabic|translations_into_english|translations_into_spanish	362	poetry
/works/OL3253362W	The Little House	1942	OL529915A	Virginia Lee Burton	agemax7|agemin2|awardcaldecott_award|board_books|buildings|caldecott_medal|children's_fiction|cities_and_towns|cities_and_towns_fiction|city_and_town_life|collectionidcaldecott40|country_homes|country_life|country_life_fiction|domestic_architecture|dwellings|eity_and_town_life|family_life_fiction|ficción_juvenil|fiction|frontier_and_pioneer_life_fiction|grademax3|grademinpreschool|habitations|houses|houses_fiction|housing|illustration|juvenile_fiction|lexile610|lexile_codead|lexile_range601-700|literature_and_fiction_juvenile|memories|picture_books|romans_nouvelles|urban_sprawl|vida_urbana|viviendas	37	picture_books
/works/OL3253363W	Mike Mulligan and His Steam Shovel	1939	OL529915A	Virginia Lee Burton	accelerated_reader_2.8.|biography|board_books|boys_fiction|children's_fiction|children's_stories|contests|determinación_(rasgo_de_la_personalidad)|determination_(personality_trait)|excavadoras|excavating_machinery|ficción_juvenil|fiction|friendship|juvenile_fiction|literature_and_fiction_juvenile|machinery|non-classifiable|picture_books|political_prisoners|politics_and_government|retirement|steam_shovels|steam_shovels_fiction|technology_fiction|toy_and_movable_books	40	picture_books
/works/OL3253372W	Choo Choo	1937	OL529915A	Virginia Lee Burton	adventure_and_adventurers_fiction|children's_fiction|fiction|job_satisfaction|juvenile_fiction|locomotives|locomotives_fiction|picture_books|railroad_trains|railroads|railroads_fiction|trains	19	picture_books
/works/OL3295512W	The  high window	1942	OL2632008A	Raymond Chandler	american|biography|biography_juvenile_literature|california_fiction|fiction|fiction_in_english|fiction_mystery__detective_hard-boiled|general|hard-boiled|large_type_books|literary_criticism|los_angeles_(calif.)_fiction|marlowe_philip_(fictitious_character)_fiction|mystery__detective|open_library_staff_picks|philip_marlowe_(fictitious_character)|private_investigators|private_investigators_fiction	32	literary_criticism
/works/OL3471964W	The wild party	1928	OL578737A	Joseph Moncure March	african_american_boxers|american_verse_satire|boxing|fiction|lesbians|poetry|promiscuity|social_life_and_customs|verse_satire_american	11	poetry
/works/OL3472216W	Wall Street stories	1901	OL578783A	Edwin Lefèvre	business|fiction|fiction_short_stories_(single_author)|finance|in_literature|new_york_(n.y.)_fiction|nonfiction|securities_industry|social_life_and_customs|wall_street_(new_york_n.y.)_fiction	20	nonfiction
/works/OL3486942W	Rudolph the red-nosed reindeer	1939	OL581882A	Robert Lewis May	children's_fiction|christmas|christmas_fiction|christmas_stories|elves|fiction|glow-in-the-dark_books|juvenile_fiction|reindeer|reindeer_fiction|santa_claus|specimens|stories_in_rhyme|toy_and_movable_books	12	stories_in_rhyme
/works/OL35395W	Tender Buttons	1914	OL21095A	Gertrude Stein	818.5209|american_women_authors|amerikanisches_englisch|fiction|intellectual_life|modern_poetry|poetry|poetry_(poetic_works_by_one_author)|prosa|ps3537.t323_t4_2014|stream_of_consciousness_fiction	365	poetry
/works/OL38684W	Lord Jim	1900	OL19441A	Joseph Conrad	adventure_stories|atonement|atonement_--_fiction|biography|britanniques|british|british_--_indonesia_--_fiction|british_and_irish_fiction_(fictional_works_by_one_author)|británicos|children's_fiction|classic_literature|congresses|conrad_joseph_1857-1924._lord_jim|cowardice|cowardice_--_fiction|criticism_and_interpretation|cultural_policy|dictionaries|english_adventure_stories|english_irish_scottish_welsh|english_language|english_language_textbooks_for_foreign_speakers|english_psychological_fiction|english_sea_stories|european|europeans_in_southeast_asia|expiación|ficción|ficción_psicológica|fiction|fiction_in_english|fiction_psychological|fiction_sea_stories|french|german|high_interest-low_vocabulary_books|in_literature|indonesia|indonesia_--_fiction|indonesia_fiction|korean|large_print_books|large_type_books|literary_criticism|literary_criticism__european__english_irish_scottish_welsh|literatura|literature|livres_en_gros_caractères|long_now_manual_for_civilization|lâcheté|marina_mercante|merchant_marine|merchant_marine_--_officers_--_fiction|new_york_times_reviewed|novelas_inglesas|officers|officiers_de_la_marine_marchande|oficiales|psychological_fiction|readers|readers_for_new_literates|reading_level-grade_11|reading_level-grade_12|romans_nouvelles|sailors|sea_stories|seafaring_life|self-fulfillment_in_men|spanish|travel|vida_marinera	344	literary_criticism
/works/OL39027W	A personal record	1912	OL19441A	Joseph Conrad	authors_biography|autobiographie|biografía|biography|biography__autobiography|classic_literature|conrad_joseph_1857-1924|english_novelists|fiction|nonfiction|novelistas_ingleses|seafaring_life	58	biography__autobiography|nonfiction
/works/OL3934836W	Oscar Otter	1920	OL716992A	Nathaniel Benchley	accelerated_reader_1.6.|beginner_books|children's_fiction|children_grades_1-2|children_kindergarten|fiction|juvenile_fiction|otters|otters_fiction|picture_books	18	picture_books
/works/OL40831W	Little Toot	1939	OL28100A	Hardie Gramatky	adventure_stories|ambition|boats_and_boating|children's_fiction|courage|fear|fiction|juvenile_fiction|picture_books|rescue_work_fiction|ship's_papers|tugboats|tugboats_fiction|tugboats_in_fiction	15	picture_books
/works/OL415234W	Helen of Troy	1882	OL3152608A	Andrew Lang	fiction|fiction_historical_general|greek_mythology|helen_of_troy_(greek_mythology)|helen_of_troy_(greek_mythology)_in_literature|historical_fiction|in_literature|poetry|poetry_(poetic_works_by_one_author)	282	poetry
/works/OL43024W	As a man thinketh	1902	OL9777A	James Allen	biblical_teaching|body_mind__spirit|business|conduct_of_life|ethics|fiction|inspirational|inspirational_-_general|miniature_books|new_age|new_thought|nonfiction|philosophy|psychological_aspects|psychology|religion__spirituality|self-actualization_(psychology)|self-help_techniques|self-improvement|specimens|success|success_in_business|thought_and_thinking	657	nonfiction
/works/OL4318080W	The Big Snow	1948	OL840166A|OL2624498A	Berta Hader|Elmer Hader	accelerated_reader_3.9.|agemax9|agemin6|animal_behavior|animals|animals_fiction|awardcaldecott_award|caldecott_medal|children's_fiction|collectionidcaldecott40|fiction|forest_animals|grademax4|grademin1|juvenile_fiction|juvenile_literature|legends|lexile710|lexile_codead|lexile_range701-800|picture_books|snow|snow_fiction|winter|winter_fiction	16	picture_books
/works/OL4453552W	White Snow, Bright Snow	1947	OL2763372A|OL916848A|OL1300693A	Alvin Tresselt|Roger Duvoisin|Catherine Bonhomme	1947|agemax8|agemin4|ages_4-8._preschool_to_gr._3|alvin_tresselt_1900-2000|awardcaldecott_award|blizzards|bright_snow|button_eyes|caldecott_medal|children|children's_fiction|children's_stories_american|collectionidcaldecott40|conduct_of_life|cork_nose|fiction|grademax3|grademinpreschool|juvenile_fiction|lexile660|lexile_range601-700|picture_books|pipe|roger_duvoisin_1900-1980|snow|snow_fiction|snowfall|snowflakes|snowmen|stovepipe_hat|white_snow|winter	12	picture_books
/works/OL4459213W	Bambi	1923	OL888706A	Felix Salten	animals|bambi_(fictitious_character)|bambi_(fictitious_character)_fiction|biography|child_and_youth_fiction|children's_fiction|deer|deer_fiction|deer_in_fiction|fawns|fiction|folklore|forest_animals|friendship|juvenile_fiction|juvenile_literature|legends|legends_and_stories|legends_and_stories_of_animals|nature|picture_books|picture_books_for_children|детская_литература_--_издания_для_младшего_возраста_--_австрийская_литература_--_переводы|филологические_науки._художественная_литература_--детская_литература_--_произведения_зарубежной_литературы_изданные_в_российской_федерации_--_издания_для_младшего_возраста_--_австрия_--_австрийская_детская_литература	110	picture_books
/works/OL461990W	The Admirable Crichton	1900	OL26997A	J. M. Barrie	british_and_irish_drama_(dramatic_works_by_one_author)|children's_plays|classic_literature|comedy|drama|drama__english_irish_scottish_welsh|english_drama|english_literature|fiction|humor|manners_and_customs|plays|plays__drama|presentation_inscription_from_j._m._barrie_(bein_ip_b276_a55)|shipwrecks|social_classes	129	plays
/works/OL4638361W	Lentil	1940	OL952410A	Robert McCloskey	boys|children's_fiction|city_and_town_life|fiction|harmonica|harmonica_fiction|heroes|jealousy|juvenile_fiction|musicians|parades|picture_books|singing	12	picture_books
/works/OL4638387W	Blueberries for Sal	1948	OL952410A	Robert McCloskey	accelerated_reader_3.8.|animals|audiobooks|bears|bears_--_juvenile_fiction|bears_fiction|berries|blueberries|children|children's_audiobooks|children's_fiction|classics|collectionidcaldecotthonor40|conduct_of_life|family|ficción_juvenil|fiction|humorous_stories|juvenile_fiction|juvenle_fiction|madre_e_hijo|maine_fiction|mother_and_child|mother_and_child_fiction|mothers|mothers_and_daughters|mère_et_enfant|mères|osos|ours|parent_and_child|parents|picture_books|picture_books_for_children|romans_nouvelles_etc._pour_la_jeunesse|spanish_language_materials	29	picture_books
