ol_work_key	ol_title	ol_author_name	goodreads_work_id	gr_primary_contributors	ol_author_key	identity_status	matched_gr_name	matched_ol_name_raw	ol_evidence_type
/works/OL1551142W	Felicitas	Felix Dahn	42420001	Janusz A. Zajdel	/authors/OL165176A	UNRESOLVED			
/works/OL15515233W	The lost army	Thomas Wallace Knox	2866684	Valerio Massimo Manfredi	/authors/OL1085043A	UNRESOLVED			
/works/OL15549635W	Black ivory	Polan Banks	3838978	R.M. Ballantyne	/authors/OL2188314A	UNRESOLVED			
/works/OL15549895W	An inch of time	Norman, James	21484902	Peter Helton	/authors/OL1775956A	UNRESOLVED			
/works/OL15605702W	Grania	Emily Lawless	292055	Morgan Llywelyn	/authors/OL729088A	UNRESOLVED			
/works/OL15675565W	The Clansman	Dixon, Thomas	1357600	Thomas Dixon Jr.		OL_AUTHOR_KEY_AMBIGUOUS			
/works/OL156859W	My lady of Cleves	Margaret Campbell	3030503	Margaret Campbell Barnes	/authors/OL1314365A	OL_ALIAS_MATCH	Margaret Campbell Barnes	Margaret Campbell Barnes	OL_ALTERNATE_NAME
/works/OL156861W	Brief gaudy hour	Margaret Campbell	2824134	Margaret Campbell Barnes	/authors/OL1314365A	OL_ALIAS_MATCH	Margaret Campbell Barnes	Margaret Campbell Barnes	OL_ALTERNATE_NAME
/works/OL15690071W	The southerners	Brady, Cyrus Townsend	6831015	Edna L. Lee	/authors/OL1386096A	UNRESOLVED			
/works/OL15742857W	Brave Companions	Ruth Adams Knight	6376	David McCullough	/authors/OL2171218A	UNRESOLVED			
/works/OL15752016W	Escape to danger	Edward Buell Hungerford	2285217	Watson Jenkins	/authors/OL2099360A	UNRESOLVED			
/works/OL1582988W	Great Short Stories	Wilbur Lang Schramm	29960023	Anton Chekhov	/authors/OL171270A	UNRESOLVED			
/works/OL15839832W	Shifting winds	Leon Ware	6504130	Lex Valentine	/authors/OL1959072A	UNRESOLVED			
/works/OL15846546W	Little Fox	Katharine L. Keelor	272394	Marilyn Janovitz	/authors/OL6925542A	UNRESOLVED			
/works/OL15850648W	Strangers in the desert	Alice Dyar Russell	15287352	Lynn Raye Harris	/authors/OL6925705A	UNRESOLVED			
/works/OL15854250W	The four friends	Eleanor Hoffmann	6823233	Carol Hoff	/authors/OL2206675A	UNRESOLVED			
/works/OL15854836W	Bush holiday	Dale Collins	2825379	Stephen Fennimore	/authors/OL2241628A	UNRESOLVED			
/works/OL15861181W	Lightfoot	Katherine Binney Shippen	54280124	Nicholas Jennings	/authors/OL6917149A	UNRESOLVED			
/works/OL15866097W	Tod, of the fens	Elinor Whitney Field	2887323	Elinor Whitney	/authors/OL2008535A	UNRESOLVED			
/works/OL15867922W	Hide-out	Thomas Morris Longstreth	15164587	Andreas Eschbach	/authors/OL1516911A	UNRESOLVED			
/works/OL15870542W	Hide-out	Thomas Morris Longstreth	15164587	Andreas Eschbach	/authors/OL1516911A	UNRESOLVED			
/works/OL15963205W	Shifting winds	Leon Ware	6504130	Lex Valentine	/authors/OL1959072A	UNRESOLVED			
/works/OL16025353W	Beloved bondage	Yates, Elizabeth	3090683	Katharine Kincaid	/authors/OL23432A	UNRESOLVED			
/works/OL16057661W	Teen-age horse stories	A. L. Furman	45819410	David Thomas	/authors/OL150241A	UNRESOLVED			
/works/OL16059299W	The happy man and his dump truck	Miryam Yardumian	398572	Miryam	/authors/OL2248492A	UNRESOLVED			
/works/OL16068101W	Paganini	Lillian Day	23636774	Paolo d'Antonio	/authors/OL2229992A	UNRESOLVED			
/works/OL1617387W	Rosemary and Rue	Elizabeth W. Champney	6478937	Seanan McGuire	/authors/OL177275A	UNRESOLVED			
/works/OL16204340W	Romance & legend of chivalry	A. R. Hope Moncrieff	1876686	Ascott Robert Hope Montcrieff	/authors/OL18175A	UNRESOLVED			
/works/OL16243595W	Reveille	Angela Du Maurier	2619059	James Warner Bellah	/authors/OL2116119A	UNRESOLVED			
/works/OL16257277W	The three things	Mary Raymond Shipman Andrews	47261402	Annie Ruygt	/authors/OL1099961A	UNRESOLVED			
/works/OL16278676W	Luke Walton	Horatio Alger	1905248	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16286484W	The Story of a Little Gray Mouse	Dorothy Sherrill	44092101	Dorothy Sherill	/authors/OL2180103A	UNRESOLVED			
/works/OL16313241W	Thibaw's queen	H. Fielding-Hall	48164101	Harold Fielding	/authors/OL2541934A	UNRESOLVED			
/works/OL16328373W	Gone west	Harriet McCrory Grove	17323043	Carola Dunn	/authors/OL9068037A	UNRESOLVED			
/works/OL16333153W	Stories from English history	Albert F. Blaisdell	6626293	Hilda T. Skae | T. Hilda Skae	/authors/OL873572A	UNRESOLVED			
/works/OL16333632W	Too many women	Duncan Schwann	990743	Rex Stout	/authors/OL2529689A	UNRESOLVED			
/works/OL16334970W	Horse tales	Mary Boyle	1151273		/authors/OL7048052A	UNRESOLVED			
/works/OL1633746W	Great short stories from the world's literature	Charles Neider	54098036	Charles Neider-Editor	/authors/OL181680A	UNRESOLVED			
/works/OL1633753W	Short Novels of the Masters	Herman Melville	627353	Charles Neider	/authors/OL29497A	UNRESOLVED			
/works/OL163730W	The two sisters	H. E. Bates	42478260	M.M. Pollard	/authors/OL2166770A	UNRESOLVED			
/works/OL16476421W	My heart remembers	William Addleman Ganoe	1257805	Kim Vogel Sawyer	/authors/OL2187623A	UNRESOLVED			
/works/OL16537908W	He knew Lincoln	William Wasson	1074808	Ida Minerva Tarbell	/authors/OL7089132A	UNRESOLVED			
/works/OL16583913W	The black horse	Carl Louis Kingsbury	4619581	Marianna Mayer	/authors/OL2383363A	UNRESOLVED			
/works/OL16733201W	The autocrat of the breakfast table	Holmes, Oliver Wendell	769797	Oliver Wendell Holmes Sr.	/authors/OL114139A	DIRECT_NAME_MATCH	Oliver Wendell Holmes Sr.	Oliver Wendell Holmes, Sr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16736996W	Chattanooga	F. A. Mitchel	18242949	Chet Raymo | Dan Raymo	/authors/OL2506865A	UNRESOLVED			
/works/OL16741419W	A collection of short-stories	Lemuel Arthur Pittenger	576258	E.M. Forster	/authors/OL6805283A	UNRESOLVED			
/works/OL16745862W	The dragon's daughter	Clyde C. Westover	42085814	Sharon   Honeycutt	/authors/OL2511573A	UNRESOLVED			
/works/OL16748373W	The Eyrie	Bettie Freshwater Pool	2049963	Stevie Davies	/authors/OL2511426A	UNRESOLVED			
/works/OL16759118W	The lay of Havelok the Dane	Walter W. Skeat	7060570	Unknown	/authors/OL1070041A	UNRESOLVED			
/works/OL16788605W	With you always	Courtenay H. Fenn	19446554	Danielle Leibovici	/authors/OL2211579A	UNRESOLVED			
/works/OL16816W	The smoky years	Alan Le May	894560	Alan LeMay	/authors/OL23225A	OL_ALIAS_MATCH	Alan LeMay	Alan LeMay	OL_ALTERNATE_NAME
/works/OL1684065W	Sab	Gertrudis Gómez de Avellaneda y Arteaga	293047	Gertrudis Gomez de Avellaneda | Jose Servera	/authors/OL190434A	UNRESOLVED			
/works/OL16840717W	Luke Walton	Horatio Alger	1905248	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16843757W	The Magazine of fantasy and science fiction	C. S. Lewis	15623495	M. Rickert	/authors/OL31574A	UNRESOLVED			
/works/OL16864280W	Rupert's ambition	Horatio Alger	7016570	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16885765W	Struggling upward, or, Luke Larkin's luck	Horatio Alger	1245729	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL16888967W	Billy-boy	John Luther Long	355675	Bud Shrake | Edwin Shrake	/authors/OL215690A	UNRESOLVED			
/works/OL16891711W	Tar and feathers	Victor Rubin	1496269	Dorothy Nelson	/authors/OL7192982A	UNRESOLVED			
/works/OL16901052W	St. Jude's	Ian Maclaren	6768601	Gemma Sisia	/authors/OL286714A	UNRESOLVED			
/works/OL16911471W	The golden horseshoe	Bonsal, Stephen	6324232	Elizabeth Coatsworth	/authors/OL2123030A	UNRESOLVED			
/works/OL17006005W	Adrift in New York	Horatio Alger	9807615	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL1702151W	Provocateur	Roman Gulʹ	19262639	Charles D. Martin	/authors/OL193882A	UNRESOLVED			
/works/OL17221584W	Love Made The Choice	Cook, Ida	5287454	Mary Burchell	/authors/OL892147A	DIRECT_NAME_MATCH	Mary Burchell	Mary Burchell	OL_NAME_OR_PERSONAL_NAME
/works/OL17363245W	Leixlip Castle	M. L. O'Byrne	1869236	Charles Robert Maturin	/authors/OL5533977A	UNRESOLVED			
/works/OL175962W	The devil's legion	Jackson Cole	1544942	William W. Johnstone	/authors/OL22354A	UNRESOLVED			
/works/OL17663834W	Beatrice and Benedick	Hawley Smart	25099605	Marina Fiorato	/authors/OL159344A	UNRESOLVED			
/works/OL17672308W	The treasure ship	Hezekiah Butterworth	16082250	Rafael Sabatini	/authors/OL215592A	UNRESOLVED			
/works/OL17675203W	The house by the river	Barbara Kent	6788781	Lena Manta	/authors/OL2884609A	UNRESOLVED			
/works/OL17676134W	Forest friends	Dixon, Royal	797837	Katie Tait	/authors/OL2331020A	UNRESOLVED			
/works/OL17691306W	Gerard	Lucinda B[arbour] Helm	16910948	G.M. Frazier	/authors/OL7382438A	UNRESOLVED			
/works/OL17705839W	Monkey shines	Bolton Hall	1266981	Michael  Stewart	/authors/OL115178A	UNRESOLVED			
/works/OL17706029W	The silent sea	Martin, Catherine	6773907	Clive Cussler | Jack Du Bruhl | Jack Du Brul	/authors/OL236641A	UNRESOLVED			
/works/OL17710595W	Gorgo	Charles Kelsey Gaines	13249025	Carson Bingham	/authors/OL7386485A	UNRESOLVED			
/works/OL17717729W	Emmanuel	William Forbes Cooley	26738137	Francesco D. Bianco	/authors/OL2516216A	UNRESOLVED			
/works/OL17756123W	The war trail	Elmer Russell Gregor	50768796	Gordon Landsborough	/authors/OL2397262A	UNRESOLVED			
/works/OL17766059W	The octoroon	Braddon, M. E.	802093	Dion Boucicault	/authors/OL2657571A	UNRESOLVED			
/works/OL17818235W	The forerunner	Dmitry Sergeyevich Merezhkovsky	2465459	Kahlil Gibran	/authors/OL70227A	UNRESOLVED			
/works/OL1792891W	Brother Jonathan	Hezekiah Butterworth	6275436	Crawford Kilian	/authors/OL215592A	UNRESOLVED			
/works/OL1793336W	The red chief	Everett T. Tomlinson	4143835	Ion Idriess	/authors/OL215625A	UNRESOLVED			
/works/OL1793620W	The Carlyles	Harrison, Burton	1673092	Cecily von Ziegesar	/authors/OL215631A	UNRESOLVED			
/works/OL1794139W	The king's agent	Arthur Paterson	16960201	Donna Russo Morin	/authors/OL215665A	UNRESOLVED			
/works/OL17950489W	Next year	Harry Pick	54428390	Ruth Vander Zee	/authors/OL7427260A	UNRESOLVED			
/works/OL1795174W	The Wilderness Road	Joseph A. Altsheler	3186922	L. G. Vernon	/authors/OL215730A	UNRESOLVED			
/works/OL1795181W	Apache Gold	Joseph A. Altsheler	11584913	Brian Fox	/authors/OL215730A	UNRESOLVED			
/works/OL1795841W	Dally	Maria Louise Pool	56067434	Shanna Hatfield	/authors/OL215773A	UNRESOLVED			
/works/OL1796093W	Fair Margaret	Crawford, F. Marion	2357991	H. Rider Haggard	/authors/OL215791A	UNRESOLVED			
/works/OL1796115W	The Children of the King	Crawford, F. Marion	19120019	Sonya Hartnett	/authors/OL215791A	UNRESOLVED			
/works/OL17962606W	The rock and the river	Ralph Connor	5783432	Dion Graham | Kekla Magoon	/authors/OL457425A	UNRESOLVED			
/works/OL1796265W	Down the Mississippi	Edward Sylvester Ellis	4660522	Clyde Robert Bulla	/authors/OL215793A	UNRESOLVED			
/works/OL17962919W	Deeper the Heritage	Muriel Elwood (1902 - 1976)	13459438	Muriel Elwood	/authors/OL7629262A	DIRECT_NAME_MATCH	Muriel Elwood	Muriel Elwood (1902 - 1976)	OL_NAME_OR_PERSONAL_NAME
/works/OL17963770W	Son of the hawk	Thomas H. Raddall	6344110	Charles G. West	/authors/OL7426206A	UNRESOLVED			
/works/OL17966566W	The flight of the eagle	O'Grady, Standish	652153	Jiddu Krishnamurti	/authors/OL394293A	UNRESOLVED			
/works/OL1796847W	The road to Paris	Robert Neilson Stephens	44749	Myra Lucretia Taylor | Nikki Grimes	/authors/OL215816A	UNRESOLVED			
/works/OL1797245W	Transplanted	Atherton, Gertrude Franklin Horn	15198740	Sarah Myles	/authors/OL2688089A	UNRESOLVED			
/works/OL1797255W	Sleeping fires	Atherton, Gertrude Franklin Horn	3418783	George Gissing	/authors/OL2688089A	UNRESOLVED			
/works/OL1797586W	Elsie's Holidays at Roselands	Martha Finley	26073462	Finley Martha	/authors/OL215842A	UNRESOLVED			
/works/OL17978981W	West of the West	Alexander Ritchie Robson	6508796	Mark Arax	/authors/OL2545860A	UNRESOLVED			
/works/OL17979544W	West of the West	Alexander Ritchie Robson	6508796	Mark Arax	/authors/OL2545860A	UNRESOLVED			
/works/OL1798096W	I am the king	Sheppard Stevens	5320130	Leo Timmers	/authors/OL215859A	UNRESOLVED			
/works/OL17986506W	Spirit fire	Lereine (Hoffman) Ballantyne	6173473	Glen R. Stott		OL_AUTHOR_KEY_AMBIGUOUS			
/works/OL1799040W	Pippin	Richards, Laura Elizabeth Howe	1096296	Roger O. Hirson | Stephen Schwartz	/authors/OL215934A	UNRESOLVED			
/works/OL18049751W	Driven from home	Ethel Thomas	903432	Horatio Alger Jr.	/authors/OL6554970A	UNRESOLVED			
/works/OL18090383W	In the shadow of the Alamo	Clara Driscoll	426858	Sherry Garland	/authors/OL6802876A	UNRESOLVED			
/works/OL18095480W	The three things	Mary Raymond Shipman Andrews	47261402	Annie Ruygt	/authors/OL1099961A	UNRESOLVED			
/works/OL18129655W	Henry VIII. and his court	L. Mühlbach	1527832	Neville Williams	/authors/OL5991079A	UNRESOLVED			
/works/OL18135142W	Animals at home	Lillian L. Bartlett	2306953	David Lock	/authors/OL6801706A	UNRESOLVED			
/works/OL1820073W	More than bread	Hulbert Footner	57552381	Marya Layth	/authors/OL218190A	UNRESOLVED			
/works/OL18313445W	Field of honor	Byrne, Donn	1197660	D.L. Birchfield	/authors/OL2655133A	UNRESOLVED			
/works/OL1836073W	To the hilt	Percival Christopher Wren	11489	Dick Francis	/authors/OL219857A	UNRESOLVED			
/works/OL18397742W	The North Star	M. E. Henry-Ruffin	611790	Peter H. Reynolds	/authors/OL2399238A	UNRESOLVED			
/works/OL18402893W	The frontiersman	H. A. Cody	45130447	J.A. Johnstone | William W. Johnstone	/authors/OL1529942A	UNRESOLVED			
/works/OL18429255W	The Conqueror's lady	Stella Burke May	6617554	Terri Brisbin	/authors/OL2101520A	UNRESOLVED			
/works/OL18445279W	Raoul de Cambrai	Jessie Raven Crosland	1444719	Unknown	/authors/OL1911277A	UNRESOLVED			
/works/OL18506697W	The golden horseshoe	Bonsal, Stephen	6324232	Elizabeth Coatsworth	/authors/OL2123030A	UNRESOLVED			
/works/OL18535782W	The quiet light	De Wohl, Louis	977653	Louis de Wohl	/authors/OL408500A	DIRECT_NAME_MATCH	Louis de Wohl	Louis De Wohl	OL_NAME_OR_PERSONAL_NAME
/works/OL1860901W	The Hound	Frederic Morton	6790994	H.P. Lovecraft	/authors/OL222796A	UNRESOLVED			
/works/OL187185W	A royal robber	Heribert Rau	41731708	Karen Wallace	/authors/OL2185503A	UNRESOLVED			
/works/OL1878326W	The best go first	O'Rourke, Frank	17485343	Frank O'Malley	/authors/OL224912A	OL_ALIAS_MATCH	Frank O'Malley	Frank O'Malley	OL_ALTERNATE_NAME
/works/OL1898307W	The 500 hats of Bartholomew Cubbins	Ted Geisel	1088828	Dr. Seuss	/authors/OL2622837A	DIRECT_NAME_MATCH	Dr. Seuss	Dr. Seuss	OL_NAME_OR_PERSONAL_NAME
/works/OL1917170W	The  green bough	Mary Austin	27104297	Gladys Humphrey Foertsch | Phyllis A. Humphrey	/authors/OL1900249A	UNRESOLVED			
/works/OL1937503W	The Changing Years	Robins, Denise	45407382	Amber Kell	/authors/OL232498A	UNRESOLVED			
/works/OL1937518W	Murder in Mayfair	Robins, Denise	52846843	D.M. Quincy	/authors/OL232498A	UNRESOLVED			
/works/OL1937558W	Dust of Dreams	Robins, Denise	4767755	Steven Erikson | Stiv'n Eriks'n	/authors/OL232498A	UNRESOLVED			
/works/OL1937567W	Island of Flowers	Robins, Denise	668521	Nora Roberts	/authors/OL232498A	UNRESOLVED			
/works/OL1937568W	It Wasn't Love	Robins, Denise	42926433	J.S.  Lee	/authors/OL232498A	UNRESOLVED			
/works/OL1937607W	Those Who Love	Robins, Denise	2201692	Irving Stone	/authors/OL232498A	UNRESOLVED			
/works/OL1940827W	No son of mine	Stern, G. B.	40073786	Leslie Georgeson	/authors/OL232899A	UNRESOLVED			
/works/OL194472W	Told under the Blue umbrella	Association for Childhood Education International. Literature Committee.	10932	International Association for Childhood Education	/authors/OL2236110A	UNRESOLVED			
/works/OL194963W	A Minor Operation	Alfred W Stewart	24022278	J.J. Connington	/authors/OL5634689A	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME
/works/OL1952565W	Pal Joey	O'Hara, John	1453973	John O'Hara	/authors/OL234170A	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1952569W	Butterfield 8	O'Hara, John	1768442	John O'Hara	/authors/OL234170A	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1952570W	Appointment in Samarra	O'Hara, John	2555382	John O'Hara	/authors/OL234170A	DIRECT_NAME_MATCH	John O'Hara	John O'Hara	OL_NAME_OR_PERSONAL_NAME
/works/OL1953758W	Marion	Watanna, Onoto	43403167	Emma Cline	/authors/OL234357A	UNRESOLVED			
/works/OL19601011W	Tales of the Klondyke	Ellis	4631217	Jack London	/authors/OL6013060A	UNRESOLVED			
/works/OL19678424W	The gaunt woman	Edmund Gilligan	18934655	John  Blackburn	/authors/OL7514204A	UNRESOLVED			
/works/OL1972836W	The enchanted April	Ingri D'Aulaire	387804	Elizabeth von Arnim | Helen Taylor | Margaret Tarner	/authors/OL1001838A	UNRESOLVED			
/works/OL19739298W	Shelter in Place	Robertson, Eleanor Marie	51825158	Alexander Maksik	/authors/OL18977A	UNRESOLVED			
/works/OL1982533W	The Happy Family	B. M. Bower	24656926	Hans Christian Andersen	/authors/OL238489A	UNRESOLVED			
/works/OL198630W	Running Fox	Elmer Russell Gregor	1215884	Cassie Edwards	/authors/OL2397262A	UNRESOLVED			
/works/OL1991715W	Lorenzo the Magnificent	Dane Coolidge	5109820	Hugh Ross Williamson	/authors/OL239749A	UNRESOLVED			
/works/OL1992206W	Other Voices, Other Rooms	Truman Streckfus Persons	2222705	Truman Capote	/authors/OL239800A	DIRECT_NAME_MATCH	Truman Capote	Truman Capote	OL_NAME_OR_PERSONAL_NAME
/works/OL199994W	The judgment of Eve	May Sinclair	2920981	Edgar Pangborn	/authors/OL2399792A	UNRESOLVED			
/works/OL20030246W	Death in the Tunnel	Cecil John Charles Street	46015103	Miles Burton	/authors/OL6001513A	OL_ALIAS_MATCH	Miles Burton	Miles Burton | miles burton	OL_ALTERNATE_NAME
/works/OL200347W	God Save The King	Ronald MacDonald	21865632	Laura  Purcell	/authors/OL4383697A	UNRESOLVED			
/works/OL20138W	Debits and credits	Kipling, Rudyard	34325363	Lyn Fraser	/authors/OL24461A	UNRESOLVED			
/works/OL202116W	The nurse's story	Adele Bleneau	1250733	Carol Gino	/authors/OL2403807A	UNRESOLVED			
/works/OL2031303W	Hit or myth	Riddell, James.	539589	Robert Lynn Asprin	/authors/OL245573A	UNRESOLVED			
/works/OL2040928W	Happy Day	Ruth Krauss	417029	Pam Brown	/authors/OL247209A	UNRESOLVED			
/works/OL2041040W	Frosty the Snow Man	Annie North Bedford	1413359	Walt Disney Company	/authors/OL247215A	UNRESOLVED			
/works/OL20542159W	Rogue's March	Maristan Chapman	914108	Peter F. Stevens	/authors/OL2172573A	UNRESOLVED			
/works/OL205866W	Hiwa	Dole, Edmund P.	55548949	Augustin Erba	/authors/OL2410897A	UNRESOLVED			
/works/OL20658379W	Perfect Marriage	Dorothy Phoebe Ansle	1318101	Laurey Bright	/authors/OL2027719A	UNRESOLVED			
/works/OL20660076W	Follow Your Star	Lyndon Snow	2758174	Lucy Walker	/authors/OL1781837A	UNRESOLVED			
/works/OL20672490W	Moby Dick (adaptation)	Verne B. Brown	47854566	Herman Melville | Jan Needle	/authors/OL7621271A	UNRESOLVED			
/works/OL20857673W	Bad Dad	David Walliams	26747238	Derek Munson	/authors/OL2623989A	UNRESOLVED			
/works/OL20874047W	I'm travelling alone	Samuel Bjørk	26229987	Frode Sander Oien | Samiuel' B'ork | Samuel Bjork	/authors/OL7400495A	UNRESOLVED			
/works/OL208822W	The black circle	Mansfield Scott	6438210	Patrick Carman	/authors/OL2416901A	UNRESOLVED			
/works/OL20943831W	We gather together	Grace W. McGavran	1641335	Wendy Pfeffer	/authors/OL2179632A	UNRESOLVED			
/works/OL20986096W	Home Place	Dorothy Thomas	842390	Crescent Dragonwagon	/authors/OL7563151A	UNRESOLVED			
/works/OL210272W	Rescuing the Czar	James P. Smythe	593233	James P. Smyth	/authors/OL2419899A	UNRESOLVED			
/works/OL211293W	The grinding	Clara Goodyear Boise Bush	26192647	Matt Dinniman	/authors/OL2422462A	UNRESOLVED			
/works/OL21196068W	Killer's Choice	Louis Begley	1338801	Ed McBain	/authors/OL222674A	UNRESOLVED			
/works/OL212622W	Jungle tales	Howard Anderson Musser	1182383	Horacio Quiroga	/authors/OL2425633A	UNRESOLVED			
/works/OL21624922W	Promising Young Women	Caroline O'Donoghue	21459247	Suzanne Scanlon	/authors/OL5946054A	UNRESOLVED			
/works/OL217628W	Children of the fog	Carmel Haden Guest	15839770	Cheryl Kaye Tardif	/authors/OL2442761A	UNRESOLVED			
/works/OL2181966W	Souls divided	Matilde Serao	40303190	Rachel Carrington	/authors/OL276644A	UNRESOLVED			
/works/OL220241W	The Life And Works Of Paul Laurence Dunbar	Lida Keck Wiggins	6460280	Paul Laurence Dunbar	/authors/OL2456890A	UNRESOLVED			
/works/OL22067446W	Profit and loss	Mary Dwinell Chellis	16051465	Leontia Flynn	/authors/OL2515542A	UNRESOLVED			
/works/OL22071219W	The she-devil	Montmorency Hill Le Burke	1118107	Robert E. Howard	/authors/OL8449041A	UNRESOLVED			
/works/OL22086330W	The lay of Havelok the Dane	Walter W. Skeat	7060570	Unknown	/authors/OL1070041A	UNRESOLVED			
/works/OL22105981W	The last ditch	Belle Willey Gue	17002528	Sandy Mitchell	/authors/OL2422626A	UNRESOLVED			
/works/OL2212255W	Buried Caesars	Vincent Starrett	673273	Stuart M. Kaminsky	/authors/OL283368A	UNRESOLVED			
/works/OL2212257W	Fourteen Great Detective Stories	Vincent Starrett	14899428		/authors/OL283368A	UNRESOLVED			
/works/OL22124574W	Murder in the Maze	Alfred W Stewart	15735365	J.J. Connington	/authors/OL5634689A	OL_ALIAS_MATCH	J.J. Connington	J. J. Connington | J.J. Connington | J. J Connington | J.J Connington | J J. Connington | J. J. CONNINGTON | J J Connington	OL_ALTERNATE_NAME
/works/OL22126243W	Rising wind	Moore, Virginia.	1776616	Cindy Holby	/authors/OL2437976A	UNRESOLVED			
/works/OL22126502W	Moving waters	Noble, Edward.	21534896	Racelle Rosett	/authors/OL2410670A	UNRESOLVED			
/works/OL22126646W	Dead men's shoes	Lee Thayer	42610748	Kate Chopin	/authors/OL2172651A	UNRESOLVED			
/works/OL22127243W	Invitation to the dance	Madge Jenison	834155	Hilary Spurling	/authors/OL2235555A	UNRESOLVED			
/works/OL22127275W	Kit and Kat	Lucy Fitch Perkins	179158	Tomie dePaola	/authors/OL2123401A	UNRESOLVED			
/works/OL22127453W	Brooklyn Heights	William Cary Sanger	13400870	Miral al-Tahawy | myrl lTHwy	/authors/OL2407270A	UNRESOLVED			
/works/OL22127488W	They tell no tales	Lee Thayer	5009516	Manning Coles	/authors/OL2172651A	UNRESOLVED			
/works/OL22127878W	Sir Lancelot of the Lake	Lucy Allen Paton	700608	Desmond Dunkerley | Robert Ayton	/authors/OL6022857A	UNRESOLVED			
/works/OL22127996W	My pets	Kipling, Rudyard	6239180	Igloo Books Ltd	/authors/OL24461A	UNRESOLVED			
/works/OL22128985W	Set a thief	Lee Thayer	1901213	Martin   Page	/authors/OL2172651A	UNRESOLVED			
/works/OL22130396W	"""Blackwood"" tales from the outposts"	Leonard Arthur Bethell	46111302	Lt Colonel Bethel	/authors/OL2454952A	UNRESOLVED			
/works/OL22133683W	The Milk-churn Murder	Cecil John Charles Street	25403167	Miles Burton	/authors/OL6001513A	OL_ALIAS_MATCH	Miles Burton	Miles Burton | miles burton	OL_ALTERNATE_NAME
/works/OL22135156W	Thou art the man	Richard Blaker	14651175	Edgar Allan Poe	/authors/OL2035309A	UNRESOLVED			
/works/OL22141136W	Phil the fiddler, or, The story of a young street musician	Horatio Alger	1111179	Horatio Alger Jr.	/authors/OL316972A	DIRECT_NAME_MATCH	Horatio Alger Jr.	Horatio Alger, Jr.	OL_NAME_OR_PERSONAL_NAME
/works/OL22152639W	River out of Eden	Shirley Seifert	1121858	Richard Dawkins	/authors/OL2101415A	UNRESOLVED			
/works/OL22152755W	Husky	Frank Conibear	44599174	Justin Sayre	/authors/OL2236586A	UNRESOLVED			
/works/OL22157721W	The keepers of the house	Harry Harrison Kroll	258855	Shirley Ann Grau	/authors/OL2100228A	UNRESOLVED			
/works/OL22160192W	Persons unknown	Lee Thayer	12089530	Jake Adam York	/authors/OL2172651A	UNRESOLVED			
/works/OL22202229W	Stablemates	Margaret S. Johnson	17534105	Linda Hines	/authors/OL2171067A	UNRESOLVED			
/works/OL22202898W	The man from Texas	Jackson Gregory	3892696	Linda Style	/authors/OL1181925A	UNRESOLVED			
/works/OL22210049W	The golden feather	Theda Kenyon	3235219	Amanda McCabe	/authors/OL2235936A	UNRESOLVED			
/works/OL22233262W	A short wait between trains	McLaughlin, Robert	5067874	Robert Benard	/authors/OL2101584A	UNRESOLVED			
/works/OL22243749W	Paganini	Lillian Day	23636774	Paolo d'Antonio	/authors/OL2229992A	UNRESOLVED			
/works/OL2226869W	St. Jude's	Ian Maclaren	6768601	Gemma Sisia	/authors/OL286714A	UNRESOLVED			
/works/OL22291715W	The happy island	Darwin L. Teilhet	210164	Dawn Powell	/authors/OL2204640A	UNRESOLVED			
/works/OL22316495W	The animal story book	Ernest Thompson Seton	2345215	Andrew Lang	/authors/OL39160A	UNRESOLVED			
/works/OL2254120W	The story of the other wise man	Van Dyke, Henry	2757985	Henry Van Dyke | Pamela Kennedy	/authors/OL292878A	DIRECT_NAME_MATCH	Henry Van Dyke	Henry van Dyke	OL_NAME_OR_PERSONAL_NAME
/works/OL226918W	Every inch a king	Josephine Caroline Sawyer	1995610	Harry Turtledove	/authors/OL2497244A	UNRESOLVED			
/works/OL2279187W	The leper king	Zofia Kossak-Szczucka	7211236	Scott R. Rezer	/authors/OL2264825A	UNRESOLVED			
