openlibrary_work_key	selection_title	selection_author	selection_year	ia_identifier	retrieval_source	found_in_primary_query	author_metadata_evidence	author_creator_evidence	broad_sampling_status	ia_title	ia_creator	ia_date	ia_year	ia_publisher	ia_subject	ia_description	ia_collection	ia_language	ia_mediatype
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	office-of-film-and-literature-classification_1600408.000	broad_author_evidenced	False	True	False	all_retained	The Sound And The Fury	Office of Film and Literature Classification	2016-06-17T00:00:00Z	2016		"[""New Zealand"", ""censorship""]"	This is a New Zealand classification of The Sound And The Fury . Title The Sound And The Fury Publication number 1600408.000 Medium DVD Current decision R16 Objectionable except if the availability of the publication is restricted to persons who have attained the age of 16 years. Descriptive note Violence, offensive language, sex scenes and content that may disturb Associated documents 157315_35_4_105269.pdf (Register Page) Registration date 2016-06-17 Language English Country United States Related publications 1600408.001 Classification body Office of Film and Literature Classification (1994–) Submission channel Section 12(1) - Labelling Body Running time At submission: 98:14 At classification: 98:14 Additional information ‘The Sound And The Fury’ is an adaptation of a novel by William Faulkner published in 1929. It follows a conservative old Southern American family falling apart as the world enters the 20th century. The film is directed by, and stars, James Franco, and features Seth Rogan and Danny McBride in minor roles. The narrative provokes thought about the darker side of the human condition and draws attention to issues of the time. It is emotionally harrowing and best suited to those who have the maturity to comprehend the historical context. The narrative is tense and often gives a sense of unrest but is slow moving with a focus on voiceover and dialogue. Younger viewers are likely to be disturbed by the depictions of violence and the threatening and cruel behaviours. The sexual content, although brief, is inappropriate for younger viewers, as is the use of highly offensive racist language. The disturbing treatment of the mentally challenged and the racist attitudes of some of the characters support a restriction as younger viewers lack the maturity and life experience to place these elements into an historical context. For these reasons the film is classified R16 with a note for violence, offensive language, sex scenes and disturbing content.	"[""new-zealand-censorship"", ""government-documents""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury1976faul	broad_author_evidenced	False	True	True	all_retained	The sound and the Fury	"[""Faulkner, William (1897-1962)"", ""Hughes, Richard. Préf""]"	1976-01-01T00:00:00Z	1976	Harmondsworth : Penguin books	Fiction in English	"[""Originally published: New York : J. Cape and H. Smith, 1929 ; London : Chatto and Windus, 1954"", ""Réimpression(s) : 1979""]"	"[""internetarchivebooks"", ""delawarecountydistrictlibrary"", ""americana"", ""printdisabled"", ""fav-fulanoman"", ""fav-haley1997"", ""fav-kayesomething"", ""fav-khnewman"", ""fav-laura_hernandez"", ""fav-marcos_maure"", ""fav-mayasummer"", ""fav-miabooks"", ""fav-nicolas_kermarc"", ""fav-poetfanatic"", ""fav-scook2020"", ""fav-slavicsorcerer"", ""fav-v_palenyy"", ""fav-will_laliberte"", ""fav-zavald"", ""library_of_atlantis"", ""stmaryscountylibrary""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	twentiethcentury00cowa	broad_author_evidenced	False	True	False	all_retained	Twentieth century interpretations of The sound and the fury; a collection of critical essays	Cowan, Michael H.	1968-01-01T00:00:00Z	1968	Englewood Cliffs, N.J., Prentice-Hall	Faulkner, William, 1897-1962	Includes bibliographical references	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-cedick96"", ""fav-nataio"", ""fav-undercoverlibrarian"", ""fav-xiaodi_wang""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	merrillstudiesin0000meri	broad_author_evidenced	False	True	False	all_retained	The Merrill studies in The sound and the fury	Meriwether, James B., compiler	1970-01-01T00:00:00Z	1970	Columbus, Ohio, Merrill	"[""Faulkner, William, 1897-1962. Sound and the fury"", ""Sound and the fury (Faulkner, William)"", ""The sound and the fury (Faulkner)""]"	"[""vii, 156 pages 23 cm"", ""Cover title: Studies in The sound and the fury"", ""Includes bibliographical references""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-annie_he485"", ""fav-bradfordcox"", ""fav-dr_kasia_nowak"", ""fav-ela_c4196"", ""fav-kopcia"", ""fav-marialazar"", ""fav-scotty747"", ""fav-sgnewman2000"", ""fav-xiaodi_wang"", ""binghamton-ol"", ""unb-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurybywilli0000unse	broad_author_evidenced	False	True	False	all_retained	The sound and the fury, by William Faulkner		2014-01-01T00:00:00Z	2014	Ipswich, Massachusetts : Salem Press, a division of EBSCO Information Services, Inc. ; Amenia, NY : Grey House Publishing	"[""Faulkner, William, 1897-1962. Sound and the fury"", ""American literature -- 20th century -- History and criticism"", ""Psychology in literature"", ""Southern States -- In literature""]"	"[""x, 276 pages ; 24 cm"", ""Includes bibliographical references and index""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-alexa_l_pez_zambrano"", ""fav-chevaun99"", ""fav-ela_c4196"", ""fav-fabian_camilo_santana"", ""fav-pertinax9475""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurynotes00robe	broad_author_evidenced	False	True	False	all_retained	The sound and the fury : notes	"[""Roberts, James Lamar, 1929-"", ""Cliffs Notes, Inc""]"	1963-01-01T00:00:00Z	1963	Lincoln, Neb. : Cliff's Notes	Faulkner, William, 1897-1962	78 p. ; 22 cm	"[""internetarchivebooks"", ""americana"", ""inlibrary"", ""printdisabled"", ""fav-amy_k_spears"", ""fav-dorothyrodgers"", ""fav-dr_kasia_nowak"", ""fav-loganhorn12345""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000mcha	broad_author_evidenced	False	True	False	all_retained	The sound and the fury	McHaney, Thomas L	2000-01-01T00:00:00Z	2000	Detroit : Gale Group	Faulkner, William, 1897-1962. Sound and the fury	"[""xiii, 227 p. : 25 cm"", ""\""A Manly, Inc. book.\"""", ""Includes bibliographical references (p. 215-219) and index""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-amandajoymarshall"", ""fav-amy_k_spears"", ""fav-annie_he485"", ""fav-dr_kasia_nowak"", ""fav-ela_c4196"", ""fav-kopcia"", ""fav-natalia_malinowska"", ""fav-vd-books""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	DTIC_ADA266490	broad_author_evidenced	False	True	False	all_retained	DTIC ADA266490: The Absent Presence of the Parental Generation: Incest and the Ordering of Experience in The Sound and The Fury	Defense Technical Information Center	1993-04-25T00:00:00Z	1993		"[""DTIC Archive"", ""Hannah, John M"", ""ARMY STUDENT DETACHMENT FORT BENJAMIN HARRISON IN"", ""*FAMILY MEMBERS"", ""FAILURE"", ""SOUND"", ""PATTERNS"", ""VEHICLES"", ""CHILDREN"", ""BIRTH"", ""PRECIPITATES""]"	In William Faulkner's The Sound and the Fury, the older generation of Compsons and Bascombs stand failed and ghostlike as a shadow of the process that consumes their four offspring and ends the family line. Though marginalized by critics, the story of the parents and uncle lies embedded within the given world of the Compson children, maintained by an ever-present past, the doubling that exists between the two generations, and a repetitious pattern of incest and failure. Through the reader's active participation, however, the older generations story emerges out of the larger whole created from the novels disparate, subjective parts. in defining incest as the vehicle for the family decline, the reader finds textual evidence suggesting that Caroline Compson and Maury Bascomb have engaged in an incestuous relationship, in spirit if not in reality, that precipitates the failure of their generation, possibly resulting in the birth of either one or both of the two youngest Compson sons.	"[""dticarchive"", ""usgovernmentmirrors"", ""government-documents""]"	english	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryauthori0000faul	broad_author_evidenced	False	True	True	all_retained	The Sound and the Fury : an authoritative text, backgrounds and contexts, criticism	Faulkner, William, 1897-1962	2014-01-01T00:00:00Z	2014	New York : W. W. Norton & Company	"[""Faulkner, William, 1897-1962. Sound and the fury"", ""Faulkner, William, 1897-1962"", ""People with mental disabilities -- Fiction"", ""African American women cooks -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Illegitimate children -- Fiction"", ""Brothers and sisters -- Fiction"", ""Mississippi -- Fiction""]"	"[""xv, 528 pages ; 22 cm"", ""Includes bibliographical references""]"	"[""internetarchivebooks"", ""printdisabled"", ""fav-bennyrubes"", ""fav-edgar_pontes"", ""fav-invest99"", ""fav-kevin_jackson896"", ""fav-lightloom"", ""fav-mafalda_ferreira"", ""fav-thien_m_do849"", ""fav-utinni77"", ""fav-xiaoleba""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurynotesin0000robe	broad_author_evidenced	False	True	False	all_retained	The sound and the fury notes : including life and background, the title, structure, list of characters, analysis and commentary, character analyses, Faulkner's style and stream of consciousness, theme topics	Roberts, James Lamar, 1929-	1970-01-01T00:00:00Z	1970	Lincoln, Nebraska : Cliff's Notes	Faulkner, William, 1897-1962. Sound and the fury	"[""69 p"", ""125,555"", ""157,755""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-tddaviduk""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurycorrect00faul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury : the corrected text	Faulkner, William, 1897-1962	1987-01-01T00:00:00Z	1987	New York : Vintage Books	"[""People with mental disabilities"", ""African American women cooks"", ""Aristocracy (Social class)"", ""Illegitimate children"", ""Brothers and sisters""]"	A southern family of gentle blood is shown in decay, its members are petty failures, drunkards, suicides, pathological perverts, and idiots	"[""internetarchivebooks"", ""printdisabled"", ""fav-astrid14633"", ""fav-c_barrettkelly"", ""fav-djvcrp"", ""fav-evolnhoj"", ""fav-jorge_bandarra"", ""fav-kilnbilly777"", ""fav-lightloom"", ""fav-logoslogoslogos"", ""fav-mario_sundar"", ""fav-maryelizabeth71"", ""fav-mayasummer"", ""fav-slmc6253"", ""fav-user_16602"", ""fav-whc251"", ""cnusd-ol"", ""stmaryscountylibrary""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	williamfaulkners00saxb	broad_author_evidenced	False	True	False	all_retained	William Faulkner's The sound and the fury	Sax, Boria	1996-01-01T00:00:00Z	1996	Piscataway, N.J. : Research & Education Association	Faulkner, William, 1897-1962	Includes bibliographical references (p. [90])	"[""internetarchivebooks"", ""americana"", ""inlibrary"", ""printdisabled"", ""fav-dr_kasia_nowak""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurycorrect0000faul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury : the corrected text	Faulkner, William, 1897-1962	1990-01-01T00:00:00Z	1990	New York : Vintage Books	"[""Brothers and sisters -- Fiction"", ""Illegitimate children -- Fiction"", ""African American women cooks -- Fiction"", ""People with mental disabilities -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Mississippi -- Fiction""]"	"[""326 p. ; 21 cm"", ""Originally published: Harrison Smith and Jonathan Cape, 1929"", ""\""This new and corrected edition was originally published in hardcover, by Random House, Inc. in 1984\""--T.p. verso""]"	"[""internetarchivebooks"", ""printdisabled"", ""fav-cameron_reilly"", ""fav-ctoddnyc"", ""fav-peter_hong638""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryno00robe	broad_author_evidenced	False	True	False	all_retained	The sound and the fury notes : including life and background, the title, structure, list of characters, analysis and commentary, character analyses, Faulkner's style and stream of consciousness, theme topics	Roberts, James Lamar, 1929-	1970-01-01T00:00:00Z	1970	Lincoln, Nebraska : Cliff's Notes	Faulkner, William, 1897-1962	"[""125,555"", ""157,755""]"	"[""internetarchivebooks"", ""delawarecountydistrictlibrary"", ""americana"", ""inlibrary"", ""printdisabled"", ""fav-benree"", ""fav-dorothyrodgers"", ""fav-haya_shaik"", ""library_of_atlantis"", ""stmaryscountylibrary"", ""uni-ol"", ""universityofcoloradoboulder-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000faul_i9i6	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1956-01-01T00:00:00Z	1956	New York, Vintage Books	"[""Families -- Mississippi -- Fiction"", ""Families"", ""Mississippi -- Fiction"", ""Mississippi""]"	"[""427 pages 18 cm"", ""Vintage books edition, 1954""]"	"[""internetarchivebooks"", ""printdisabled"", ""fav-c_barrettkelly"", ""fav-donnysgirl75"", ""fav-jazzyroma"", ""fav-jim_kennedy872"", ""fav-mayasummer"", ""fav-nathansr"", ""fav-oc64bkk"", ""binghamton-ol"", ""cnusd-ol"", ""universityofcoloradoboulder-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	bwb_P7-DHM-485	broad_author_evidenced	False	True	False	all_retained	Approaches to teaching Faulkner's The sound and the fury		1996-01-01T00:00:00Z	1996	New York : Modern Language Association of America	"[""Faulkner, William, 1897-1962. Sound and the fury"", ""Faulkner, William, 1897-1962 -- Study and teaching""]"	"[""vii, 173 p. ; 24 cm"", ""Includes bibliographical references (p. [157]-169) and index""]"	"[""printdisabled"", ""internetarchivebooks""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfurywilliam0000phil	broad_author_evidenced	False	True	False	all_retained	The sound and the fury : William Faulkner	Phillips, Brian,Johnson, Evan	2002-01-01T00:00:00Z	2002	New York : Spark Pub.	"[""Faulkner, William, 1897-1962"", ""Sound and the fury (Faulkner, William)""]"	"[""Includes bibliographical references (page 65)"", ""[pt. 1]: Context -- [pt. 2]: Plot overview. A note on the title -- [pt. 3]: Character list -- [pt. 4]: Analysis of major characters. Mr. Jason Compson -- Mrs. Caroline Compson -- Candace Compson -- Benjy Compson -- Quentin Compson -- Jason Compson -- Miss Quentin -- Dilsey -- [pt. 5]: Themes, motifs & symbols. The corruption of Southern aristocratic values resurrection and renewal -- The failure of language and narrative time -- Order and chaos -- Shadows -- Water -- Quentin's watch -- [pt. 6]: Summary & analysis. April seventh, 1928 -- June second, 1910 -- April sixth, 1928 -- April eighth, 1928 -- [pt. 7]: Important quotations explained -- [pt. 8]: Key facts -- [pt. 9]: Study questions & essay topics -- [pt. 10]: Review & resources. Quiz -- Suggestions for further reading"", ""This volume provides a study guide for American author William Faulkner's 1929 novel, The Sound and the Fury. It provides a plot overview, analysis of major characters, and summaries & analysis of the themes, motifs & symbols found in the novel""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-amandajoymarshall"", ""fav-amy_k_spears"", ""fav-annie_he485"", ""fav-augustus2025"", ""fav-bhindesitara"", ""fav-boutayna36"", ""fav-bradfordcox"", ""fav-detlane"", ""fav-dr_kasia_nowak"", ""fav-flintstone1"", ""fav-icella"", ""fav-learn_english341"", ""fav-marilyn_hubbard354"", ""fav-michael_greer882"", ""fav-pierrebolkonsky"", ""fav-zavald"", ""openlibrary-d-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryasilayd00faul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury & As I lay dying	Faulkner, William, 1897-1962	1946-01-01T00:00:00Z	1946	New York, Modern Library	"[""Family"", ""People with mental disabilities"", ""Master and servant""]"	532 p. 19 cm	"[""internetarchivebooks"", ""americana"", ""inlibrary"", ""printdisabled"", ""fav-4gr8boyz"", ""fav-ana-maria_i"", ""fav-augustus2025"", ""fav-gregswaeg"", ""fav-krm123"", ""fav-nsnw"", ""fav-pellpell"", ""fav-senilesapien"", ""fav-tanys9424""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	bwb_Y0-BUU-603	broad_author_evidenced	False	True	True	all_retained	The Sound and the Fury & As I Lay Dying	Wiliam Faulkner	1946-01-01T00:00:00Z	1946				"[""internetarchivebooks"", ""printdisabled"", ""inlibrary""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	Porter1980	broad_author_evidenced	False	True	False	all_retained	The theme of 'family past' in William Faulkner's Sartoris, The Sound and the Fury, and As I Lay Dying	Patricia E. Porter	1980-01-01T00:00:00Z	1980				"[""ualberta_theses"", ""university_of_alberta_libraries"", ""toronto"", ""theses-and-dissertations"", ""fav-gurllll""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	the-sound-and-the-fury-by-william-faulkner	broad_author_evidenced	False	True	False	all_retained	The Sound And The Fury By William Faulkner					The Sound And The Fury By William Faulkner	The Sound And The Fury By William Faulkner	"[""opensource""]"		texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	30081043363336	broad_author_evidenced	False	True	False	all_retained	On William Faulkner's The sound and the fury	Scott, Evelyn, 1893-1963	1929-01-01T00:00:00Z	1929	J. Cape and H. Smith	Faulkner, William, -- 1897-1962		"[""vanderbilt-university""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000faul_y4j3	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	2014-01-01T00:00:00Z	2014	London : Arcturus	"[""People with mental disabilities -- Fiction"", ""African American women cooks -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Illegitimate children -- Fiction"", ""Brothers and sisters -- Fiction"", ""Psychological fiction"", ""Domestic fiction"", ""African American women cooks"", ""Aristocracy (Social class)"", ""Brothers and sisters"", ""Illegitimate children"", ""People with mental disabilities"", ""Mississippi -- Fiction"", ""Mississippi""]"	281 pages ; 20 cm	"[""internetarchivebooks"", ""printdisabled"", ""fav-anstep"", ""fav-rumscape"", ""fav-susie616""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	onwilliamfaulkne0000scot	broad_author_evidenced	False	True	False	all_retained	On William Faulkner's The sound and the fury	Scott, Evelyn, 1893-	1973-01-01T00:00:00Z	1973	[Folcroft, Pa.] Folcroft Library Editions	Faulkner, William, 1897-1962. Sound and the fury	"[""10 p. 23 cm"", ""Reprint of the ed. published by J. Cape and H. Smith, New York""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-sinem_y""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000faul_t3j6	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1984-01-01T00:00:00Z	1984	New York : Random House	"[""People with mental disabilities -- Fiction"", ""African American women cooks -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Illegitimate children -- Fiction"", ""Brothers and sisters -- Fiction"", ""Mississippi -- Fiction""]"	326 p. ; 22 cm	"[""internetarchivebooks"", ""printdisabled"", ""fav-ataleof2kitties"", ""fav-c_barrettkelly"", ""fav-gregswaeg"", ""fav-nathansr""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	editorialhandboo0000polk	broad_author_evidenced	False	True	False	all_retained	An editorial handbook for William Faulkner's The sound and the fury	Polk, Noel	1985-01-01T00:00:00Z	1985	New York : Garland Pub.	Faulkner, William, 1897-1962. Sound and the fury -- Criticism, Textual	"[""xviii, 199 pages, 1 unnumbered page ; 24 cm"", ""Errata sheet laid in"", ""Bibliography: p. [200]""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-david_herter""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryauthori02edfaul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury : an authoritative text, backgrounds and contexts, criticism	Faulkner, William, 1897-1962	1994-01-01T00:00:00Z	1994	New York : Norton	"[""Faulkner, William, 1897-1962. Sound and the fury"", ""People with mental disabilities -- Fiction"", ""African American women cooks -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Illegitimate children -- Fiction"", ""Brothers and sisters -- Fiction"", ""Mississippi -- Fiction""]"	"[""xv, 446 p. ; 21 cm"", ""Includes bibliographical references (p. [443]-446)""]"	"[""internetarchivebooks"", ""printdisabled"", ""fav-kevin_jackson896"", ""fav-lightloom"", ""fav-vd-books"", ""fav-xehasi1494"", ""fav-xiaoleba"", ""fav-xiaoxuan_xiang""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000faul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1956-01-01T00:00:00Z	1956	New York : Random House		401 p. ; 22 cm	"[""trent_university"", ""internetarchivebooks"", ""printdisabled"", ""fav-frje_echeverria"", ""fav-gregswaeg"", ""fav-rbfaveri""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury0000faul_k8z0	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1984-01-01T00:00:00Z	1984	New York : Random House	"[""People with mental disabilities -- Fiction"", ""African American women cooks -- Fiction"", ""Aristocracy (Social class) -- Fiction"", ""Illegitimate children -- Fiction"", ""Brothers and sisters -- Fiction"", ""Mississippi -- Fiction""]"	326 p. ; 22 cm	"[""internetarchivebooks"", ""printdisabled"", ""fav-bing_bao"", ""fav-hellochar"", ""fav-jesus_borda"", ""fav-rbfaveri"", ""binghamton-ol"", ""dartmouthlibrary-ol"", ""gwulibraries-ol"", ""johnshopkins-ol"", ""randolph-macon-college-ol"", ""rochester-ol"", ""uhmauicollege-ol"", ""unb-ol"", ""uni-ol"", ""universityofcoloradoboulder-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryv00will	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1995-01-01T00:00:00Z	1995	London : Vantage	"[""Modern fiction"", ""Fiction"", ""Families"", ""English fiction"", ""United States""]"		"[""internetarchivebooks"", ""printdisabled"", ""fav-christy_kelly638"", ""fav-djvcrp"", ""fav-flashfan"", ""fav-francisco_mart_nez"", ""fav-jrsar"", ""fav-kunaln29"", ""fav-lali_rag"", ""fav-ozyowl"", ""fav-venwon"", ""fav-zavald"", ""stmaryscountylibrary""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury00faul	broad_author_evidenced	False	True	True	all_retained	The sound and the fury	Faulkner, William, 1897-1962	1956-01-01T00:00:00Z	1956	New York, Vintage Books	Family	Vintage books edition, 1954	"[""internetarchivebooks"", ""americana"", ""printdisabled"", ""fav-ahmad_rizwan"", ""fav-bahadir_koc"", ""fav-bsherman26"", ""fav-c_barrettkelly"", ""fav-cb12347x"", ""fav-christy_kelly638"", ""fav-drewvallone"", ""fav-francisco_mart_nez"", ""fav-holdemcaulfields1994"", ""fav-jw_loudoun"", ""fav-kbush1231"", ""fav-rbfaveri""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	williamfaulknert0000grbe	broad_author_evidenced	False	True	False	all_retained	"William Faulkner ""The Sound and the Fury"". The Corruption of Southern Aristocratic Values An Essay"	Grbes, Mateja Verfasser	2014-01-01T00:00:00Z	2014	Munich GRIN Verlag GmbH	"[""(Produktform)Electronic book text"", ""(BISAC Subject Heading)LCO002000"", ""william"", ""faulkner"", ""sound"", ""fury"", ""corruption"", ""southern"", ""aristocratic"", ""values"", ""(VLB-WN)1564""]"	"[""Online-Ressource"", ""Lizenzpflichtig. - Vom Verlag als Druckwerk on demand und/oder als E-Book angeboten"", ""Archivierung/Langzeitarchivierung gewährleistet""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-ela_c4196""]"	ger	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	httpscajlpc.centralasianstudies.orgindex.phpcajlpcarticleview723	broad_author_evidenced	False	True	False	all_retained	Image Typology and Differences of Point of Views in “The Sound and the Fury” by W. Faulkner	Sherkulov Sardor Komilovich				"[""image"", ""character"", ""portrait"", ""variety of points of view"", ""aesthetic ideal of the writer""]"	"This article analyzes the typology of the image, the different aspects of the image from the character and the portrait, as well as the images in the novel ""The Sound and The Fury"" by W. Faulkner are typologically analyzed and the diversity of points of view is revealed."	"[""journals_contributions"", ""journals""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfuryasilayd00faulrich	broad_author_evidenced	False	True	True	all_retained	The sound and the fury & As I lay dying	Faulkner, William, 1897-1962	1946-01-01T00:00:00Z	1946	New York, Modern Library		532 p. 19 cm	"[""internetarchivebooks"", ""americana"", ""inlibrary"", ""printdisabled"", ""fav-alacalufe4"", ""fav-ana-maria_i"", ""fav-aniaharendarz"", ""fav-bahadir_koc"", ""fav-bsherman26"", ""fav-cemetery-boy"", ""fav-irislina98"", ""fav-ivanna_reyes"", ""fav-jbd3310"", ""fav-jw_loudoun"", ""fav-lightloom"", ""fav-nikitaga"", ""fav-pillazo"", ""fav-stjimmy501"", ""fav-tanys9424""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	williamfaulkners0000unse_o2w2	broad_author_evidenced	False	True	False	all_retained	William Faulkner's The sound and the fury		1999-01-01T00:00:00Z	1999	Broomall, PA : Chelsea House Publishers	Faulkner, William, 1897-1962. Sound and the fury -- Examinations -- Study guides	"[""102 p. ; 24 cm"", ""\""A contemporary literary views book.\"""", ""Includes bibliographical references (p. 96-99) and index""]"	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-alexa_l_pez_zambrano"", ""fav-annie_he485"", ""fav-crbgamer"", ""fav-dr_kasia_nowak"", ""fav-ela_c4196"", ""fav-marialazar"", ""fav-xiaodi_wang"", ""bpljordan-ol"", ""rochester-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	newessaysonsound0000unse	broad_author_evidenced	False	True	False	all_retained	New essays on The Sound and the fury		1993-01-01T00:00:00Z	1993	New York : Cambridge University Press	Faulkner, William, 1897-1962. Sound and the fury	"[""viii, 182 p. ; 22 cm"", ""Includes bibliographical references (p. 179-182)"", ""94 09 14""]"	"[""trent_university"", ""internetarchivebooks"", ""printdisabled"", ""fav-annie_he485"", ""fav-dr_kasia_nowak"", ""fav-ela_c4196"", ""fav-liyber_galindo"", ""fav-markacohen"", ""fav-xiaodi_wang"", ""americanuniversity-ol"", ""belmont-ol"", ""binghamton-ol"", ""dartmouthlibrary-ol"", ""johnshopkins-ol"", ""kalamazoocollege-ol"", ""occidentalcollegelibrary-ol"", ""rochester-ol"", ""unb-ol"", ""uni-ol"", ""universityofarizona-ol"", ""universityofcoloradoboulder-ol"", ""wilsoncollege-ol""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	micro_IA41152704_0772	broad_author_evidenced	False	True	False	all_retained	The Theme of 'Family Past' in William Faulkner's Sartoris, The Sound and the Fury, and As I Lay Dying	Porter, Patricia E.	1980-01-01T00:00:00Z	1980	University of Alberta			"[""canadiantheses"", ""microfiche"", ""theses-and-dissertations""]"	eng	texts
/works/OL82870W	The Sound and the Fury	William Faulkner	1929	soundfury00matt	broad_author_evidenced	False	True	False	all_retained	The sound and the fury : Faulkner and the lost cause	Matthews, John T	1990-01-01T00:00:00Z	1990	Boston : Twayne Publishers	"[""Faulkner, William, 1897-1962"", ""World War, 1914-1918""]"	Includes bibliographical references and index	"[""internetarchivebooks"", ""inlibrary"", ""printdisabled"", ""fav-annie_he485"", ""fav-bradfordcox"", ""fav-dr_kasia_nowak"", ""fav-edendavis"", ""fav-ela_c4196"", ""fav-lightloom"", ""fav-srw5136"", ""fav-xiaodi_wang"", ""belmont-ol"", ""binghamton-ol"", ""cua-ol"", ""dartmouthlibrary-ol"", ""drakeuniversity-ol"", ""framingham-ol"", ""ithacacollege-ol"", ""johnshopkins-ol"", ""kalamazoocollege-ol"", ""rochester-ol"", ""udc-ol"", ""uni-ol"", ""universityofarizona-ol"", ""universityofcoloradoboulder-ol"", ""universityofoklahoma-ol""]"	eng	texts
