work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids
OL1794624W	6	2	The young colonists;	1898	0.89	1.0	uc2.ark+=13960=t5cc0vd9f|mdp.39015073480561|mdp.39015073480579|mdp.39015073481338|uc1.b308299|uc2.ark+=13960=t85h7hf2c
OL1794627W	3	3	Maori and Settler	1890	0.89	1.0	uc2.ark+=13960=t1rf5n201|uc2.ark+=13960=t50g3jx6r|mdp.39015073483995
OL1794629W	3	2	Through the Sikh war	1894	0.88	1.0	mdp.39015073479910|mdp.39015073479902|nyp.33433082305917
OL1794632W	1	1	With Frederick the Great	1898	0.87	1.0	mdp.39015073480157
OL1794641W	2	1	By right of conquest, or, With Cortez in Mexico	1890	0.9	1.0	mdp.39015073479068|mdp.39015073487673
OL1794642W	3	2	A march on London;	1897	0.87	1.0	uc2.ark+=13960=t9086c77c|mdp.39015073484324|uc2.ark+=13960=t4bn9xm82
OL1794643W	2	1	Redskin and cow-boy;	1919	0.89	1.0	uc1.b4717740|uc2.ark+=13960=t9p26r50s
OL1794645W	1	1	St. George for England;	1884	0.88	1.0	uc2.ark+=13960=t89g5h85q
OL1794650W	4	2	The dash for Khartoum	1892	0.88	1.0	mdp.39015073486618|mdp.39015073486626|uc2.ark+=13960=t6445j20g|njp.32101017993237
OL1794652W	5	2	Orange and green	1890	0.85	1.0	mdp.39015073479589|uc2.ark+=13960=t1fj29r4w|mdp.39015073484308|mdp.39015073484316|uc2.ark+=13960=t4dn41r7b
OL1794657W	1	1	The treasure of the Incas;	1902	0.5	1.0	uc2.ark+=13960=t90864d48
OL1794664W	4	2	A knight of the White cross	1895	0.88	1.0	mdp.39015073483664|uc2.ark+=13960=t2g738v0r|mdp.39015073483813|uc2.ark+=13960=t8tb0zm6f
OL1794667W	2	2	One of the 28th	1900	0.89	1.0	mdp.39015073484357|uc2.ark+=13960=t40r9p18g
OL1794669W	1	1	Winning his spurs	1891	0.89	1.0	mdp.39015073480371
OL1794673W	3	2	At Agincourt	1897	0.87	1.0	mdp.39015073487129|uc1.b3332206|uc2.ark+=13960=t9668jm79
OL1794676W	2	2	Won by the sword;	1899	0.89	1.0	uc2.ark+=13960=t82j69f2x|mdp.39015073480777
OL1794680W	3	2	By sheer pluck	1896	0.87	1.0	njp.32101041380724|mdp.39015073478862|mdp.39015073478870
OL1794682W	2	2	In the heart of the Rockies;	1894	0.84	1.0	uc2.ark+=13960=t4mk67377|njp.32101042586535
OL1795125W	5	2	David Harum;	1899	0.89	1.0	mdp.39015063974904|uc1.b4104246|uc1.b4374152|uc1.l0063558613|uc2.ark+=13960=t8jd4r51f
OL1795202W	1	1	The Texan scouts;	1921	0.89	1.0	uc2.ark+=13960=t5w66b89n
OL1795302W	6	5	The story of a short life	1887	0.89	1.0	nyp.33433082531553|uc1.b308293|uc2.ark+=13960=t9c53k735|nyp.33433082530621|uc2.ark+=13960=t2s46j886|uc1.b4101487
OL1795361W	2	1	Other main-travelled roads	1910	0.89	1.0	nyp.33433076068992|uc1.b4104270
OL1795428W	4	1	Money magic	1907	0.89	1.0	mdp.39015003700443|nyp.33433076069008|uc1.b4104263|uc2.ark+=13960=fk0sq8qf2r
OL1795435W	1	1	Boy life on the prairie	1899	0.68	1.0	njp.32101068598315
OL1795440W	1	1	Prairie folks	1899	0.8	1.0	uc1.b4104266
OL1795442W	1	1	Rose of Dutcher's Coolly	1895	0.9	1.0	uc2.ark+=13960=t3707x24f
OL1795444W	2	2	The captain of the gray-horse troop;	1902	0.89	0.999	uc2.ark+=13960=fk75t3gf2n|nyp.33433076069099
OL1795445W	3	1	Main-travelled roads	1918	0.88	1.0	mdp.39015000644289|mdp.39015003681924|mdp.39015062066181
OL1795881W	2	1	Crooked trails;	1898	0.88	1.0	uc1.b3325700|wu.89052490505
OL1796043W	2	2	Mr. Isaacs	1885	0.9	0.999	uc2.ark+=13960=t74t6ft90|uc1.b3321316
OL1796078W	6	3	Via crucis;	1899	0.89	1.0	mdp.39015059395072|mdp.39015059413099|nyp.33433074817200|uc2.ark+=13960=t2b853v0j|uc2.ark+=13960=t2z31nx5t|mdp.49015000516444
OL1796105W	2	1	A cigarette-maker's romance	1890	0.89	1.0	mdp.39015059394349|uc1.b248395
OL1796115W	3	2	The children of the king;	1893	0.83	1.0	uc1.b248372|mdp.39015059394323|mdp.39015059394331
OL1796120W	1	1	The witch of Prague	1892	0.82	1.0	nyp.33433074817176
OL1796123W	3	2	An American politician	1884	0.89	1.0	mdp.39015063749637|mdp.39015063749645|uc1.b3321311
OL1796641W	3	2	Cumner's son	1910	0.84	1.0	nyp.33433075748925|uc2.ark+=13960=t88g8hn02|uc2.ark+=13960=t6xw4bj13
OL1796671W	2	1	Pierre and his people	1894	0.88	1.0	nyp.33433075749097|uc2.ark+=13960=t5r787j3z
OL1796769W	3	1	Northern lights	1909	0.87	1.0	mdp.39015063945607|nyp.33433075749022|uc2.ark+=13960=t53f4td69
OL1796780W	4	2	The lane that had no turning	1900	0.89	1.0	mdp.39015063945839|nyp.33433075748974|uva.x030750893|uc2.ark+=13960=t3pv6d091
OL1796781W	2	2	The world for sale;	1916	0.89	1.0	nyp.33433075749238|uc1.b3325470
OL1796785W	3	3	When Valmond came to Pontiac;	1898	0.89	1.0	uc2.ark+=13960=t89g5qc3k|uc2.ark+=13960=t53f4rp3m|mdp.39015020058551
OL1796786W	4	3	A Romany of the snows	1896	0.9	1.0	mdp.39015063945474|nyp.33433075749121|nyp.33433075749147|uc2.ark+=13960=t7cr5qd4m
OL1796933W	1	1	The triumphs of Eugène Valmont	1906	0.84	1.0	mdp.39015020213396
OL1796936W	3	2	A Chicago princess	1904	0.89	1.0	mdp.39015063548245|nyp.33433074932264|uc2.ark+=13960=t12n5111g
OL1796944W	1	1	The sword maker	1910	0.81	1.0	njp.32101064787037
OL1796949W	3	2	In the midst of alarms;	1900	0.84	1.0	njp.32101064787052|uc2.ark+=13960=t24b30k2r|uc2.ark+=13960=t03x86h84
OL1797199W	1	1	Ancestors;	1907	0.9	1.0	mdp.39015018048077
OL1797227W	2	1	The doomswoman;	1901	0.88	1.0	mdp.39015063753712|nyp.33433082173596
OL1797252W	7	2	The aristocrats	1901	0.83	1.0	nyp.33433082173695|uc1.b3322232|uc2.ark+=13960=t0000152d|uc2.ark+=13960=t0ft8fg18|wu.89098865884|mdp.39015063516739|nyp.33433082173687
OL1797253W	1	1	The bell in the fog	1905	0.86	1.0	mdp.39015063753522
OL1797254W	2	2	Rezánov	1906	0.84	1.0	wu.89098866098|uc2.ark+=13960=t8kd1rc6q
OL1797255W	4	1	Sleeping fires;	1922	0.89	1.0	mdp.39015063753647|nyp.33433082251848|uc1.b3582833|uc2.ark+=13960=t41r6p74d
OL1797258W	3	1	The white morning;	1918	0.75	1.0	nyp.33433082248398|uc2.ark+=13960=t3222sb53|wu.89098866130
OL1797260W	4	2	The avalanche;	1919	0.88	1.0	mdp.39015011949289|nyp.33433082173679|uc2.ark+=13960=t04x54k5x|uc2.ark+=13960=t95718d66
OL1797263W	1	1	The valiant runaways;	1898	0.89	1.0	uc1.b248098
OL1797267W	7	3	American wives and English husbands;	1901	0.9	1.0	mdp.39015011949362|nyp.33433082173711|wu.89098869449|nyp.33433082173729|uc2.ark+=13960=t3fx7486r|wu.89098869522|uc2.ark+=13960=t18k75695
OL1797268W	3	1	The sisters-in-law;	1921	0.87	1.0	mdp.39015063753662|nyp.33433082251830|uc2.ark+=13960=fk2697019z
OL1797269W	1	1	The splendid idle forties;	1902	0.89	0.998	mdp.39015005125573
OL1797270W	5	3	Senator North	1900	0.9	1.0	uva.x004011480|uc1.b3322244|uc2.ark+=13960=t86h4f64j|uc2.ark+=13960=t1hh6cc4k|wu.89098866031
OL1797271W	4	2	The conqueror	1902	0.7	1.0	uc1.b3322234|uc2.ark+=13960=t7vm4486b|mdp.39015063753720|nyp.33433082173646
OL1797323W	4	3	Folks from Dixie	1898	0.88	1.0	nyp.33433074930011|uc1.b3578488|uc2.ark+=13960=t6k06xk56|mdp.39015011913533
OL1797341W	1	1	The sport of the gods	1902	0.89	0.999	mdp.39015066034508
OL1797345W	4	3	The uncalled	1898	0.86	1.0	mdp.39015012913631|uc2.ark+=13960=t3804z12m|uc1.b3578490|uc1.b4582042
OL1797598W	2	2	Elsie's womanhood	1917	0.9	1.0	uc2.ark+=13960=t2x34nn6j|nyp.33433082530548
OL1798115W	4	2	The story of Ab	1897	0.89	1.0	loc.ark+=13960=t9572012d|nyp.33433076073570|uc1.b4104241|uc2.ark+=13960=fk7rn30m8v
OL1798826W	3	1	Stingaree	1907	0.89	1.0	uc1.b3324339|uc2.ark+=13960=t1vd6x96b|uc2.ark+=13960=t2z31s811
OL1798840W	2	2	The camera fiend	1911	0.89	1.0	uc2.ark+=13960=t27945v9r|uc2.ark+=13960=t2b858j50
OL1798843W	6	4	Raffles: further adventures of the amateur cracksman	1910	0.89	1.0	uc1.b4102356|uc2.ark+=13960=t3126228g|mdp.39015006984440|uc2.ark+=13960=t5n87863x|uc2.ark+=13960=t9m32ts78|uc2.ark+=13960=t3222zd90
OL1799938W	4	1	Old Kaskaskia	1893	0.88	1.0	mdp.39015063517125|nyp.33433074810205|uc1.b248399|uc2.ark+=13960=t2n58d347
OL1799948W	3	1	(The) chase of Saint-Castin and other stories of the French in the new world	1894	0.89	1.0	uc1.b3578750|uc1.b798740|uc2.ark+=13960=t2g737g4b
OL1799959W	2	2	Lazarre	1901	0.88	1.0	uc2.ark+=13960=t4sj1b66n|mdp.39015063525011
OL1800220W	1	1	Ramona	1912	0.9	1.0	wu.89097995203
OL18084699W	1	1	The tin soldier	1919	0.89	1.0	nyp.33433082485917
OL181923W	11	5	Strictly business	1910	0.89	1.0	uc2.ark+=13960=t5m902j4s|uva.x030833208|mdp.39015002708074|uc2.ark+=13960=t80k27f29|nyp.33433075769962|uc1.b3546513|uc1.b3569216|uc2.ark+=13960=t0rr1qg7x|uva.x030832517|mdp.39015002708041|mdp.39015002708058
OL181924W	5	4	The voice of the city;	1914	0.88	1.0	uc1.b3346971|mdp.39015002708009|uc2.ark+=13960=t9w08x36s|uc2.ark+=13960=t0sq8rt02|wu.89006958011
OL181941W	5	4	The trimmed lamp	1919	0.89	1.0	nnc1.0030451302|uc1.b3346970|uva.x030557434|mdp.39015030710902|uva.x030833211
OL181946W	1	1	Waifs and strays, twelve stories	1919	0.52	1.0	uva.x030131891
OL181948W	5	4	Heart of the West	1904	0.84	1.0	uc2.ark+=13960=t8kd1r91d|uc2.ark+=13960=t8z893s3v|uva.x030557433|nyp.33433076053465|mdp.39015002708389
OL181949W	5	3	Roads of destiny	1909	0.89	1.0	uc1.$b803449|mdp.39015002708157|mdp.39015061865922|uc2.ark+=13960=t0000026k|uva.x030832516
OL181950W	5	3	Whirligigs	1910	0.89	1.0	mdp.39015002707928|nyp.33433076053440|uc2.ark+=13960=t8x92268m|mdp.39015002707902|uc2.ark+=13960=t0js9hf3k
OL181954W	5	4	The gentle grafter	1908	0.86	1.0	uc1.b3862347|uc2.ark+=13960=t1hh6d46t|mdp.39015002708363|nyp.33433076053499|uc2.ark+=13960=t70v8bz3h
OL181955W	9	5	Rolling stones ... illus. with original photographs, drawings by the author, reproductions of letters, etc	1912	0.68	1.0	nnc1.1002211475|uva.x004286483|uc1.b4721013|uc2.ark+=13960=t0pr7mt6b|mdp.39015002708116|nyp.33433076059231|uc2.ark+=13960=t23b5wk8v|mdp.39015002708124|mdp.49015000549247
OL181957W	6	4	Cabbages and kings	1904	0.88	1.0	uc2.ark+=13960=t16m33c5v|uva.x004373575|uva.x030832514|mdp.39015019087207|uva.x030131896|uc2.ark+=13960=t1td9n999
OL181958W	5	3	Sixes and sevens	1920	0.89	1.0	mdp.39015002708017|mdp.39015002708025|uc1.b3346932|nyp.33433076059223|dul1.ark+=13960=t2v41g826
OL181959W	6	3	Options	1909	0.89	1.0	mdp.39015002708421|mdp.39015002708439|uc1.b3346930|uc2.ark+=13960=t4sj1c95x|uva.x004840951|uc2.ark+=13960=t2c825g70
OL181960W	8	3	The four million [stories]	1906	0.89	1.0	mdp.39015002708322|nnc1.0022248951|uc2.ark+=13960=t0ms3k79z|mdp.39015005024511|uva.x002743462|uva.x030833220|mdp.39015061866342|uc2.ark+=13960=t13n20j1z
OL1820122W	2	1	The fur bringers	1920	0.88	1.0	nyp.33433075727689|uc2.ark+=13960=t3dz04t0d
OL1838892W	1	1	Out of Mulberry Street;	1898	0.7	1.0	nc01.ark+=13960=t80k2w32p
OL1868646W	1	1	The dreamers, a club	1899	0.6	0.997	nyp.33433074814389
OL1868665W	2	1	The booming of Acre Hill	1900	0.88	1.0	nyp.33433074814371|uc2.ark+=13960=fk1hh6c66d
OL1868673W	2	1	The inventions of the idiot	1904	0.83	1.0	njp.32101066477777|uc2.ark+=13960=fk5p84451p
OL1868674W	2	1	Mr. Munchausen;	1901	0.81	1.0	nyp.33433074816640|uc1.b3332875
OL1868684W	3	1	The water ghost	1894	0.89	0.999	mdp.39015030847340|nyp.33433084129661|uc2.ark+=13960=t3vt1h12n
OL1868686W	5	4	Ghosts I have met, and some others	1898	0.89	1.0	mdp.39015066051874|wu.89069113231|uc1.b4101711|uc2.ark+=13960=t3rv0db8c|uva.x001496047
OL1868687W	3	2	The enchanted typewriter	1899	0.87	0.998	mdp.39015030856978|nyp.33433074816608|uc1.l0063361513
OL1868688W	4	3	The pursuit of the house-boat;	1897	0.88	1.0	nyp.33433074800867|mdp.39015030847316|uc1.b4101708|uc2.ark+=13960=t28911z1r
OL187629W	4	2	The real diary of a real boy	1914	0.77	1.0	uc1.b4721666|uc2.ark+=13960=fk6j09wg1v|uc1.b3146371|uc2.ark+=13960=t9f47r731
OL1917131W	4	2	The basket woman	1904	0.88	1.0	mdp.39015003620591|mdp.39015024079637|uc2.ark+=13960=t08w38z26|uc2.ark+=13960=t95719531
OL1917193W	3	2	A woman of genius	1912	0.9	1.0	mdp.39015005210607|nyp.33433084130081|inu.30000010407140
OL19234W	2	2	The bent twig	1922	0.89	1.0	mdp.39015033538755|mdp.49015000587163
OL19235W	7	4	Understood Betsy	1917	0.89	1.0	inu.30000111984435|uc2.ark+=13960=t6h12ws1r|mdp.39015030032554|nc01.ark+=13960=t5m91901f|uc2.ark+=13960=fk53f4kz46|wu.89006531560|nyp.33433082302708
OL1940374W	1	1	Trilby;	1899	0.82	0.995	mdp.39015005346062
OL1940391W	3	1	The Martian;	1897	0.89	0.996	mdp.39015063916921|uc1.b248729|uc2.ark+=13960=t0pr7nc4z
OL196011W	1	1	The lady of the decoration	1908	0.88	1.0	uc2.ark+=13960=t1dj58m9x
OL197189W	1	1	Cleek the man of the forty faces, or Cleek, the master detective	1918	0.9	1.0	nyp.33433074852926
OL1972816W	3	1	Christopher and Columbus	1919	0.9	1.0	mdp.39015063953148|uc1.b3549670|uc2.ark+=13960=t0gt5qd49
OL1972831W	1	1	Fräulein Schmidt and Mr. Anstruther	1907	0.84	1.0	njp.32101068585833
OL1972835W	2	1	The adventures of Elizabeth in Rügen	1904	0.89	1.0	mdp.39015030693462|nyp.33433075731988
OL1972838W	4	3	The caravaners	1909	0.88	1.0	uc2.ark+=13960=t55d8qz61|uc2.ark+=13960=t4wh2kc1b|uc1.b3325742|uc2.ark+=13960=t8x92984g
OL1972839W	4	2	The pastor's wife	1914	0.9	1.0	mdp.39015035824955|uc1.b3327308|uc2.ark+=13960=t46q1zh0p|mdp.39015035824948
OL1982538W	3	2	Lonesome land	1912	0.89	1.0	uc2.ark+=13960=t3xs5pc8w|nyp.33433076039217|uc2.ark+=13960=t7np1x782
OL198384W	2	1	Treasure and trouble therewith	1917	0.84	1.0	nyp.33433076066467|uc2.ark+=13960=t6xw4bn1f
OL19903W	1	1	Just so stories for little children	1902	0.87	1.0	nc01.ark+=13960=t34182040
OL199995W	1	1	Mary Olivier	1919	0.84	1.0	uc2.ark+=13960=t6ww7f54p
OL199998W	3	2	Life and death of Harriett Frean	1922	0.88	1.0	nyp.33433075765333|uc2.ark+=13960=t6xw4bx6f|uc2.ark+=13960=t0js9k568
OL20083W	5	4	Under the deodars, The phantom 'rickshaw, Wee Willie Winkie	1920	0.89	1.0	uva.x000316548|uc1.31158002379567|uc2.ark+=13960=t0ms3np65|njp.32101079670574|mdp.39015030140423
OL20103W	5	2	Abaft the funnel	1909	0.88	1.0	uc1.$b400530|uc2.ark+=13960=t6154j36v|mdp.39015008381090|uc1.b3579125|uc2.ark+=13960=t59c72k2t
OL20108W	2	2	Soldiers three ;	1899	0.72	1.0	nyp.33433074866355|uc2.ark+=13960=t2w37pn1c
OL20109W	3	3	Soldier stories	1914	0.88	1.0	uva.x001640967|mdp.39015046486695|nnc1.cu58495398
OL20143W	1	1	In black and white	1899	0.7	1.0	uc2.ark+=13960=t6nz8ds5q
OL20149W	1	1	The naulahka;	1897	0.89	1.0	inu.32000002862268
OL20156W	4	1	Actions and reactions	1909	0.73	1.0	mdp.39015022219300|uc1.32106019430328|uc1.b4380738|uc2.ark+=13960=t26972s41
OL2019796W	1	1	Iola Leroy, or, Shadows uplifted	1892	0.89	1.0	njp.32101066122597
OL2020280W	2	2	Darby O'Gill and the good people	1915	0.83	1.0	uc2.ark+=13960=t9w08zz7w|inu.39000005759670
OL2021950W	3	3	Men of iron	1892	0.89	1.0	uc1.b4099131|uc2.ark+=13960=t2j679b83|mdp.39015010354879
OL2022011W	1	1	Howard Pyle's Book of pirates	1921	0.71	0.998	mdp.39076002221641
OL2068285W	3	1	Daniele Cortis	1890	0.9	1.0	uc1.$b450426|uc2.ark+=13960=t4nk39f5r|uiuo.ark+=13960=t0ks6mz46
OL2068287W	3	2	The saint	1906	0.85	1.0	uc2.ark+=13960=t54f1qr95|uc2.ark+=13960=t28914h34|uva.x002177917
OL207091W	1	1	Bardell v. Pickwick;	1902	0.63	0.998	uc2.ark+=13960=t16m37d6f
OL20822W	1	1	The open boat	1898	0.81	1.0	nyp.33433074817069
OL20829W	3	1	Men, women and boats	1921	0.81	1.0	mdp.39015031228417|nyp.33433074817077|uc1.b4107520
OL20831W	6	2	Active service	1901	0.9	1.0	mdp.39015014183431|mdp.39015031228391|nyp.33433074817085|uc1.b4582034|uc1.b3321306|wu.89004872388
OL20835W	1	1	Wounds in the rain;	1900	0.89	1.0	uva.x000497410
OL20934W	2	1	Scenes of clerical life	1899	0.89	1.0	uiuo.ark+=13960=t3320md5g|uiuo.ark+=13960=t5q82059s
OL21104317W	1	1	The skeleton key	1919	0.87	1.0	uc2.ark+=13960=t9668ct8d
OL2131939W	3	2	Emmanuel Burden, merchant of Thames St., in the City of London, exporter of hardware	1915	0.72	0.999	uc2.ark+=13960=t3513z153|nyp.33433074928833|uc2.ark+=13960=t8sb4349g
OL2131947W	4	1	The four men;	1912	0.71	1.0	mdp.39015011684902|njp.32101064787789|uc2.ark+=13960=t7tm7d10f|uc2.ark+=13960=t92807g2s
OL2132064W	3	2	The mercy of Allah	1922	0.89	1.0	uc2.ark+=13960=t2h70mw0h|mdp.39015008919329|uc2.ark+=13960=t2x34qs5p
OL215736W	3	1	Montlivet	1906	0.89	1.0	mdp.39015005621191|nyp.33433076033947|uc2.ark+=13960=t6d21s11p
OL2178935W	6	4	The Grandissimes	1880	0.89	1.0	mdp.39015008798202|uc2.ark+=13960=t7pn8xx18|uc2.ark+=13960=t6sx65984|uc2.ark+=13960=fk2w37kx1m|uva.x000134749|uc1.32106002063169
OL2243957W	6	5	Adventures in contentment	1922	0.88	1.0	nnc1.1002155575|mdp.39015012295310|mdp.39015030849007|uc2.ark+=13960=t77s7jg68|nyp.33433074790241|nyp.33433074790217
OL2254108W	2	1	The mansion	1911	0.84	1.0	mdp.39015057075627|uc2.ark+=13960=t3vt1gz5s
OL2254110W	3	1	The blue flower	1902	0.83	1.0	njp.32101067486827|nyp.33433076041544|uc1.b3569309
OL2254112W	1	1	The ruling passion;	1901	0.86	0.999	nyp.33433076042260
OL2254754W	1	1	This way to Christmas	1916	0.79	1.0	mdp.39015011955427
OL2288674W	2	1	The quest of the sacred slipper	1914	0.88	0.999	nyp.33433075763957|nyp.33433076057391
OL2288675W	1	1	The hand of Fu-Manchu;	1917	0.89	0.998	nyp.33433076057433
OL2338350W	1	1	The wind-jammers	1903	0.88	1.0	nyp.33433076083660
OL2338662W	1	1	The Mormon prophet	1899	0.82	1.0	njp.32101068176641
OL2339089W	5	3	The men of the Moss Hags	1895	0.89	1.0	mdp.39015063548765|uc2.ark+=13960=t7br8vh9v|nyp.33433074947452|uc2.ark+=13960=t24b32c1d|nyp.33433074949839
OL2340033W	5	2	Moths	1880	0.9	1.0	uiuo.ark+=13960=t15m6pq8n|uiuo.ark+=13960=t58d0cw6w|uiuo.ark+=13960=t77s85r4q|mdp.39015053654946|uc2.ark+=13960=t06w98v9w
OL2340060W	4	1	The lance of Kanana;	1916	0.8	1.0	mdp.39015065525407|mdp.39015066904973|uc1.b4089033|uc2.ark+=13960=t6639m241
OL2340353W	2	1	Stephen	1896	0.89	1.0	uc2.ark+=13960=t0tq5sz1x|uva.x030796292
OL2340360W	1	1	Titus, a comrade of the cross	1895	0.88	1.0	wu.89097993836
OL2341685W	2	2	The Erie train boy	1900	0.88	1.0	njp.32101067626141|nyp.33433082526041
OL2341709W	1	1	Struggling upward, or, Luke Larkin's luck	1890	0.89	1.0	nyp.33433082526223
OL2341850W	5	2	The crossing	1903	0.9	1.0	uc2.ark+=13960=fk0000004w|mdp.39015050822843|nyp.33433074812292|nyp.33433074812383|uc2.ark+=13960=t7wm14d0d
OL2341853W	3	3	The celebrity;	1900	0.88	1.0	uc2.ark+=13960=t0ht2gh7c|uc2.ark+=13960=t49p2xc0f|wu.89004913216
OL2343305W	3	3	Crittenden;	1920	0.89	1.0	mdp.39015043589087|uc2.ark+=13960=t1qf8kg88|uc2.ark+=13960=t90866234
OL2343306W	2	2	"""Hell fer Sartain"""	1900	0.88	0.998	mdp.39015043589061|uc1.b300288
OL2343314W	8	5	A Cumberland vendetta	1896	0.89	1.0	uc1.b242875|nyp.33433075741235|mdp.39015003676577|uc2.ark+=13960=t9d50hs5n|njp.32101063691024|uc2.ark+=13960=t4xg9h46d|nyp.33433076091184|uc2.ark+=13960=t4kk94v47
OL2343320W	3	1	Christmas eve on Lonesome	1904	0.84	1.0	njp.32101063691057|nyp.33433075740773|uc2.ark+=13960=t9765b950
OL2343322W	2	1	The heart of the hills	1913	0.9	1.0	mdp.39015063549037|uc2.ark+=13960=t03x84h4c
OL2343324W	6	5	The Kentuckians ;	1910	0.89	1.0	uc2.ark+=13960=t5j961h6j|mdp.39015003676569|mdp.39015063549359|njp.32101063691032|uc2.ark+=13960=t5q81578w|nyp.33433076091218
OL2343424W	3	1	Blackfoot lodge tales;	1892	0.56	0.999	uc1.32106000557105|uc1.b4101968|uc2.ark+=13960=t57d2qj41
OL2343881W	2	2	The hole in the wall	1903	0.89	1.0	uc2.ark+=13960=t9n29vm8j|uc2.ark+=13960=t80k2kt3v
OL2343882W	1	1	A child of the Jago	1906	0.84	1.0	pst.000004397137
OL2343883W	2	1	Martin Hewitt, investigator	1907	0.87	1.0	uc1.b4105459|uc2.ark+=13960=t54f1zj3g
OL2343884W	6	3	Tales of mean streets	1895	0.89	1.0	uc2.ark+=13960=t7qn6bx1s|mdp.39015025821243|mdp.39015031292868|nyp.33433074915194|uc1.b4105460|uc2.ark+=13960=t8v980q5q
OL2344332W	3	2	Nights with Uncle Remus	1911	0.88	1.0	inu.39000005882936|mdp.39015065535026|uc2.ark+=13960=t29883c22
OL2344333W	1	1	Uncle Remus, his songs and his sayings	1908	0.85	0.915	uc2.ark+=13960=t9571949g
OL2344494W	1	1	The wreck of the Titan;	1914	0.83	1.0	mdp.39015002741299
OL2345209W	1	1	The log of a sea-waif	1899	0.81	0.999	mdp.39015030852969
OL2345240W	4	3	From kingdom to colony	1899	0.89	1.0	nyp.33433074811468|uc2.ark+=13960=t2891235w|uc2.ark+=13960=t4wh2h26w|uc2.ark+=13960=t3125qk6q
OL2345563W	5	4	In ole Virginia;	1890	0.88	1.0	mdp.39015034584055|uc2.ark+=13960=t2w37m772|nyp.33433071394625|uc1.b3569204|uc1.b4102048
OL2345590W	2	2	Old rose and silver	1909	0.89	1.0	nyp.33433076049943|uc2.ark+=13960=t0xp6vz9k
OL2346154W	2	2	Old Chester tales	1919	0.89	1.0	mdp.39015063023678|uc1.b3325429
OL2361188W	1	1	On our selection!	1903	0.88	1.0	uc2.ark+=13960=t08w3dk4w
OL239760W	2	2	The watchers of the trails	1904	0.83	0.999	uc2.ark+=13960=t3kw58v27|uc2.ark+=13960=t18k7602h
OL239761W	2	2	Earth's enigmas;	1896	0.89	1.0	mdp.39015035073405|uva.x001892961
OL239763W	5	3	The heart of the ancient wood	1902	0.89	1.0	uc1.b3327168|uc2.ark+=13960=t2r49qs0z|mdp.39015063952207|mdp.39015063953098|uc2.ark+=13960=t0cv4kh8z
OL239771W	1	1	Red Fox;	1905	0.79	1.0	mdp.39015063953080
OL239773W	3	2	A sister to Evangeline;	1898	0.89	1.0	mdp.39015002718552|uc1.32106001949723|uc2.ark+=13960=t7np1zh5m
OL240029W	2	1	The shadow of the cathedral;	1919	0.55	1.0	mdp.39015062937027|mdp.39015063056926
OL240205W	2	1	The prince of India, or, Why Constantinople fell	1893	0.89	1.0	mdp.39015063602521|mdp.39015065779418
OL240337W	5	1	Celtic fairy tales	1892	0.82	1.0	inu.30000061592568|mdp.39015016866181|nyp.33433068198005|uc2.ark+=13960=t6736mz1d|uva.x000879599
OL240589W	2	1	The last hope	1904	0.84	1.0	uc1.$b400526|uc2.ark+=13960=t5j963m2s
OL240590W	6	4	The slave of the lamp	1913	0.89	1.0	uc1.b4105375|uc2.ark+=13960=t1fj2n242|uc2.ark+=13960=t5fb52r9k|umn.31951002132076t|uiuo.ark+=13960=t46q2md0k|uiuo.ark+=13960=t9p27j96c
OL240591W	3	2	The sowers;	1895	0.89	1.0	uc2.ark+=13960=t3kw5dj4t|mdp.39015063949245|uc1.b4110171
OL240598W	3	1	In Kedar's tents	1897	0.84	1.0	uc1.b3327364|uc2.ark+=13960=t80k2cr20|uva.x030751012
OL24136W	3	1	The dynamiter	1895	0.89	1.0	njp.32101068604246|uc1.b3331976|uc2.ark+=13960=t35143h3f
OL24137W	3	3	The merry men, and other tales and fables	1887	0.88	1.0	uva.x000181295|mdp.39015008934294|mdp.39015008255252
OL24140W	4	1	Island nights' entertainments	1917	0.82	1.0	mdp.39015031301073|mdp.39015048898947|uc1.b4104053|uc2.ark+=13960=t9q24357v
OL24141W	33	3	The works of Robert Louis Stevenson	1904	0.84	1.0	uc1.b4716477|uc1.b4716478|uc1.b4716479|uc1.b3564781|uc1.b3564782|uc1.b3564783|uc1.b3564784|uc1.b3564785|uc1.b3564787|uc1.b3564788|uc1.b3564789|uc1.b3564790|uc1.b3567387|uc1.b3567388|uc1.b3567389|uc2.ark+=13960=t2w38378q|uc2.ark+=13960=t33208q8t|uc2.ark+=13960=t42r45h4b|uc2.ark+=13960=t4zg6zs50|uc2.ark+=13960=t55d95423|uc2.ark+=13960=t9s189r0c|mdp.39015009061345|mdp.39015048900123|uc2.ark+=13960=t01z4f43w|uc2.ark+=13960=t3zs2zq00|uc2.ark+=13960=t50g3wh32|uc2.ark+=13960=t5s75m18c|uc2.ark+=13960=t7sn0dv9x|uva.x000181170|uva.x000181171|uva.x000181172|uva.x000181173|uva.x000181174
OL24142W	8	3	St. Ives;	1897	0.9	1.0	mdp.39015063961752|uc1.b3331984|uc2.ark+=13960=t2988b585|nyp.33433075752588|uc2.ark+=13960=t57d2w88f|mdp.39015063961760|uc1.b3187734|uc2.ark+=13960=t58d00d3m
