work_key	title	author_name	canonical	test_reason	total_candidates	sampled_n	oa_id	oa_title	oa_abstract	oa_year	oa_type	oa_lang	oa_lit	oa_topic	visibility_label	broad_visibility_include	reason	evidence	model	prompt_version
/works/OL88881W	Howards End	E. M. Forster	1	canonical	182		W2675062841	Life Histories: Ontogeny, Phylogeny and Narrative Structure in the Modernist Bildungsroman	This thesis offers new perspectives on the modernist bildungsroman, a genre currently enjoying much attention in Modernist Studies. Though modernist deformations of the Bildung plot are typically read symptomatically, I propose that in several cases these deformations are structural innovations reflecting contemporary discoveries in embryology, genetics and evolutionary theory. These discoveries offered models for exposing and subverting the bildungsroman’s historical (aesthetic, political, scientific, ideological) association with recapitulation—the theory that an individual’s development (ontogeny) replays the evolution of its species (phylogeny).&#13;\nChapter One reads Joyce’s A Portrait of the Artist as a Young Man as a clear example of a Bildung plot in which the traditional parallel between ontogeny and phylogeny is broken: Stephen Dedalus’s artistic maturation is obstructed by repeated returns to the personal, national, mythical and prehistoric past. Chapter Two considers Forster’s Howards End as a bildungsroman stretched beyond the realm of Bildung into that of genetic transmission. Exploiting Mendelism’s naturalization of atavism, Forster counters the genre’s inherited as	2013.0	dissertation	en		Contemporary Literature and Criticism	include_substantive	1	The dissertation includes a dedicated analytical chapter on Forster’s Howards End, treating it as a bildungsroman and offering a theoretical reading (genetics/Mendelism) of its structure and themes.	Record type: dissertation. Abstract: “Chapter Two considers Forster’s Howards End as a bildungsroman stretched beyond the realm of Bildung into that of genetic transmission. Exploiting Mendelism’s naturalization of atavism, Forster counters the genre’s inherited…”	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL88881W	Howards End	E. M. Forster	1	canonical	182		W4230264352	Morgan	Another member of Bloomsbury of whom I had seen a certain amount up to now was E. M. Forster or, as his friends called him, Morgan. He was a dry, friendly little man, rather ordinary and insignificant at first sight, with a spinsterish manner which came from his having been brought up at Weybridge by two maiden aunts. If it was difficult to see his distinction, that perhaps was because he was more interested in listening to and sizing up other people than in expressing his own views, which would only appear in some oblique comment. I had read Howards End and had not liked it. Then — it must have been in 1924 — he gave me a copy of A Passage to India and later came round to my rooms to ask if I had liked it. I had not and felt obliged to say so, with the consequence that I have not seen him since. Today I have changed my mind about this book, which seems to me a masterly production, conveying all the ambiguities which lie in the Indian mind and their clash with English moral positivism as well as Forster's own uncertain and enigmatic views about the Universe. How I can have been so stupid not to see this at once I do not know. All I can say in my excuse is that in those days I was t	1993.0	book-chapter	war			include_mention	1	This book-chapter is an eligible secondary contribution that directly mentions the target work but offers only a brief personal remark rather than substantive analysis of Howards End.	Abstract: “I had read Howards End and had not liked it.” The remainder of the excerpt discusses Forster and analysis of A Passage to India, not analytical claims about Howards End.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL7906207W	In action	Frederick Britten Austin	0	top_B	60		W1984100651	When facts, truth, and reality are God‐terms: on journalism's uneasy place in cultural studies	Abstract This article tracks the uneasy coexistence of journalism and cultural studies, arguing that the tensions between the two fields have worked to mutual disadvantage. The article suggests that rethinking the ways in which journalism and its inquiry might be made a more integral part of cultural studies could constitute a litmus test of sorts for cultural studies. Figuring out how to embrace journalism's god‐terms of facts, truth, and reality alongside its own regard for subjectivity and construction could help move cultural studies into further degrees of maturation as a field. Keywords: JournalismCultural StudiesPolitics of InquiryNews Notes Barbie Zelizer, a former journalist, is the Raymond Williams Professor of Communication at the University of Pennsylvania's Annenberg School for Communication. Correspondence to: Barbie Zelizer, Annenberg School for Communication, University of Pennsylvania, 3620 Walnut Street, Philadelphia, PA 19104, USA. Email: bzelizer@asc.upenn.edu An extended version of this article appears in Barbie Zelizer, Taking Journalism Seriously: News and the Academy (London: Sage, in press). Parts of the argument developed here were presented at the 3rd Cro	2004.0	article	en		Rhetoric and Communication Studies	exclude_unrelated	0	No indication the article concerns the target literary work or its author; topic and abstract focus on journalism and cultural studies rather than the work 'In action' by Frederick Britten Austin.	Record title and abstract discuss journalism, cultural studies, and 'facts, truth, and reality'; neither the title, abstract, nor listed topic reference 'In action' or Frederick Britten Austin.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL7906207W	In action	Frederick Britten Austin	0	top_B	60		W4301417611	Summary and Conclusions	Face-to-face conversation between two or more people is a universal form, and perhaps the basic form, of social interaction. It is the primary site of social interaction in all cultures and the place where social and cultural meaning takes shape. Face-to-face conversation between children and parents can also be an important context for social and cognitive development. Given the universality, frequency and importance of conversation in social life, a psychological model of conversation is required for an understanding of the central issues in social and developmental psychology. This book provides such a model.Language in Action presents a critical examination of four models of conversation: the Code model based on Chomsky's linguistic views; the Speech Act model of Austin and Searle; the Inferential model of Grice, and the Conversation Analytic model of Sacks and Schegloff. It also considers the Brown and Levinson model of politeness in conversation. Using many examples from natural talk and drawing on the positive aspects of the reviewed models, Turnbull proposes a new Social Pragmatic model of conversation as social interaction. He also describes the research paradigm of Social	2010.0	book-chapter	en			exclude_unrelated	0	The chapter is the summary/conclusion of a book titled 'Language in Action' on models of conversation (Turnbull), a psycholinguistic work unrelated to the literary work 'In action' by Frederick Britten Austin; no mention of the target work or its author appears in the title or abstract.	Record title 'Summary and Conclusions' and abstract name 'Language in Action', discuss conversation models (Code model, Speech Act, Grice, Conversation Analysis, Brown & Levinson) and Turnbull's Social Pragmatic model; no reference to 'In action' or Frederick Britten Austin.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL7906207W	In action	Frederick Britten Austin	0	top_B	60		W6926800306	60695: Photographs of David William Reed	David William Reed, the brother of Albert George Reed and Caroline Austin (nee Reed), and brother-in-law of Thomas Richard Austin. Family postcards sent in 1915 and 1916. He returned from France badly wounded, nearly lost his right arm and was in hospital for many months, but was luckier than his brother and brother-in-law who both were killed in action. <br>Editor's Comment:<br> Two single shots (one dated 8th April 1916) and one group photograph of men in jackets or shirt-sleeves, with the caption: 'Rhyl, 1915'. Private David William Reed, Welsh Regiment.	2024.0	other	en		Aquatic Ecosystems and Phytoplankton Dynamics	exclude_non_scholarly	0	Record is an archival/photograph item (family postcards and photographs) rather than a scholarly secondary contribution about the literary work.	"Record title and abstract describe photographs/postcards of David William Reed and wartime biographical notes (""Family postcards sent in 1915 and 1916... He returned from France badly wounded...""). Editor's Comment details the photographs (""Two single shots... and one group photograph...""). No scholarly analysis or reference to the literary work 'In action' is present."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL15202836W	Josephus	Josephus, Flavius.	0	top_F	2750		W7047224554	Flavius Josephus, Volume 9, Life of Josephus : translation and commentary translation and commentary		2001.0	other	en		Magnetic confinement fusion research	exclude_non_scholarly	0	Record appears to be a translation/annotated edition of the primary work (Life of Josephus), which is excluded by the study's scope for reproductions/editions of the literary text.	Title: 'Flavius Josephus, Volume 9, Life of Josephus : translation and commentary translation and commentary' — indicates a translation/annotated edition presenting the primary text; no abstract to suggest independent scholarly analysis.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL15202836W	Josephus	Josephus, Flavius.	0	top_F	2750		W768546687	The Jewish Tetragrammaton: Secrecy, Community, and Prestige among Greek-Writing Jews of the Early Roman Empire	In his retelling of Exod 3:14-16, Josephus ( A.J. 2.275-276) frames the Tetragrammaton as a name that only Jews knew, and he indicates that Jews were not to intone it or disclose it to foreigners. His account illuminates a practice that certain Jews cultivated regarding their non-disclosure of the divine name. The disposition of Jews not to utter their divinity’s name preserved its sanctity and expressed acknowledgement of its ineffable character. But certain Jews, such as Josephus and Philo, also promoted among themselves and outsiders the premise that knowledge of the divine name was a characteristic feature of Jews, a feature of which non-Jews were unaware. Moreover, they framed knowledge of it as being restricted to a subgroup of privileged Jews, who safeguarded its sanctity. In this way, such Jews circulated and bolstered the Tetragrammaton’s reputation for secrecy. Intriguingly, Greek and Latin authors of the Roman Empire appear to corroborate this premise. Even as the divine name underwent increased circulation among non-Jews, such authors still conceived of the Jewish divinity as having a name that Jews did not disclose. Such was the Tetragrammaton’s reputation for secrecy,	2015.0	article	en		Historical and Linguistic Studies	include_substantive	1	The article is a scholarly analysis that explicitly interprets Josephus' retelling (A.J. 2.275-276) of Exod 3:14-16 and makes analytical claims about how Josephus frames the Tetragrammaton’s secrecy and reputation, comparing him with Philo and Roman authors—i.e., substantive treatment of Josephus' text.	Record type: article. Abstract: 'In his retelling of Exod 3:14-16, Josephus (A.J. 2.275-276) frames the Tetragrammaton...' and 'His account illuminates a practice...' and discusses 'certain Jews, such as Josephus and Philo...' and Greek/Latin authors—showing interpretive analysis of Josephus.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL20172W	Kim	Kipling, Rudyard	1	canonical	218		W2013559531	Le grand jeu and the Great Game: The Politics of Play in Walter Scott's Waverley and Rudyard Kipling's Kim		2000.0	article	en		Theatre and Performance Studies	include_substantive	1	The article's title indicates a comparative, analytical study addressing 'the Politics of Play' in Walter Scott's Waverley and Rudyard Kipling's Kim, signaling substantive treatment of Kim rather than a brief mention.	Record title: 'Le grand jeu and the Great Game: The Politics of Play in Walter Scott's Waverley and Rudyard Kipling's Kim' (record type: article; no abstract available).	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL20172W	Kim	Kipling, Rudyard	1	canonical	218		W4238457550	MAPPING INDIA	I N RUDYARD KIPLING'S Kim (1901), the hero's education as colonial spy entails learning how to map the natural and constructed features of the Indian landscape. On one of his first missions, Kim surreptitiously measures the “mysterious city of Bikanir” and, with the “help of his little Survey paint-box,” produces a diagram of the “wild, walled city” (218). Among other duties, he apparently serves as a subaltern agent of the Survey of India, an actual department established in 1878 to coordinate a number of cartographic projects already under way. The British effort to chart the interior of its colony had begun a century before, however. In 1767, the East India Company created the post of Surveyor General of Bengal. The Company continued to map India until ceding power to the crown in 1858, after which the government carried the project forward until independence. The impulse to survey India refused to die along with the political institutions that gave it life. It found a new mode of expression in the Raj revival films of the 1980s. In films such as The Far Pavilions (1984), the camera sweeps panoramically over snow-capped peaks, golden plains, and “wild, walled” cities, nostalgica	2003.0	article	en		South Asian Cinema and Culture	include_substantive	1	The article abstract presents direct analytical claims about Kim, discussing the protagonist’s role in mapping, citing a specific episode and situating it in the colonial survey tradition—indicating substantive analysis of the work.	Abstract: “In Rudyard Kipling's Kim (1901), the hero's education as colonial spy entails learning how to map the natural and constructed features of the Indian landscape. On one of his first missions, Kim surreptitiously measures the ‘mysterious city of Bikanir’ and, with the ‘help of his little Survey paint-box,’ produces a diagram... Among other duties, he apparently serves as a subaltern agent of the Survey of India.”	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL20172W	Kim	Kipling, Rudyard	1	canonical	218		W6892163168	Modernist authorship and transatlantic periodical culture 1895-1925	"""This book unearths archival evidence to describe a collaborative, consumer-oriented modernism that developed out of both planned and fortuitous groupings in periodicals. These periodicals-whether mass-market journals or literary magazines-adjust our perceptions of authors elsewhere known to be ""in charge"" and reveal the central role that compromise and chance played in the emergence of modernism. Tracing the serialization and advertisement of four key texts: Henry James's The Turn of the Screw in Collier's (1898), Rudyard Kipling's Kim in McClure's and Cassell's (1900-1901), James Joyce's Ulysses in the Little Review (1918-1920), and Virginia Woolf's Mrs. Dalloway in Bond Street in The Dial (1923). Research at multiple archives unearths the forgotten story behind the texts we think we know so well. This study pieces together original records of journals' advertising strategies, previously unpublished editorial correspondence and memoranda, and long-buried letters from a wide range of repositories.""--"	2022.0	other	en			include_substantive	1	Scholarly monograph that directly analyzes the serialization and advertising history of Kipling's Kim within periodical culture, using archival evidence to interpret the work's publication context.	Abstract: “Tracing the serialization and advertisement of ... Rudyard Kipling's Kim in McClure's and Cassell's (1900-1901).” Also: “This study pieces together original records of journals' advertising strategies, previously unpublished editorial correspondence and memoranda, and long-buried letters…”	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL118969W	L' argent	Emile Zola	0	top_A	41		W7044854951	[Affaire Dreyfus]. L'œuvre de Zola. L'Argent		1902.0	other	fr			unclear	0	Metadata is too sparse to determine scope or analytical content: title links the record to Zola and L'Argent but there is no abstract and record type is 'other', so I cannot tell whether this is a scholarly secondary analysis, a brief mention, or a non-scholarly item (e.g., review or notice).	"Record title: ""[Affaire Dreyfus]. L'œuvre de Zola. L'Argent""; Record type: other; Abstract: [No abstract available]"	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL82931W	Light in August	William Faulkner	0	top_A	289		W590844436	The Calvinism in Faulkner's Light in August		1979.0	article	en		Reformation and Early Modern Christianity	include_substantive	1	The record is an article explicitly analyzing 'Calvinism' in Faulkner's Light in August, indicating substantive literary analysis of the target work despite no abstract being available.	Record title: 'The Calvinism in Faulkner's Light in August' (record type: article); abstract: none provided.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL6700573W	Living Alone	Stella Benson	0	top_C	4		W6930334066	TUNDRA - A Multilingual Corpus of Found Data for TTS Research Created with Light Supervision,	The corpus is described in: A. Stan, O. Watts, Y. Mamiya, M. Giurgiu, R. A. J. Clark, J. Yamagishi, S. King, TUNDRA: A Multilingual Corpus of Found Data for TTS Research Created with Light Supervision, In Proc. Interspeech, Lyon, France, August 2013 ############################################################### ## ## ## THE SIMPLE4ALL TUNDRA CORPUS ## ## version 1.0 ## ## ## ############################################################### Simple4All Tundra (version 1.0) is the first release of a standardised multilingual corpus designed for text-to-speech research with imperfect or found data. The corpus consists of approximately 60 hours of speech data from audiobooks in 14 languages, as well as utterance-level alignments obtained with a lightly-supervised process. Most audiobooks are from the public domain and allow redistribution. However, some have restricted use, and in those cases the segmented and aligned data cannot be downloaded from our website. --------------------------------------------------------------- LICENCE --------------------------------------------------------------- This work is licensed under a Creative Commons Attribution 3.0 Unported License http://creativ	2013.0	dataset	en		Reproductive Biology and Fertility	exclude_unrelated	0	The record is a general TTS audiobook dataset and the title/abstract do not mention Stella Benson or the work Living Alone; no evidence ties this dataset to the target literary work.	Record type: dataset; Record title and abstract describe the TUNDRA multilingual corpus of audiobooks (~60 hours, 14 languages) for TTS research and list no authors, titles, or references to Stella Benson or Living Alone.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL18814811W	Looking backward	Bellamy, Edward	1	canonical	106		W1999548848	Edward Bellamy, an American Utopian	Click to increase image sizeClick to decrease image size Notes1. A. Seager, They Worked for a Better World (New York, 1939), p. 98.2. Ibid., p. 103.3. Ibid., p. 104.4. Ibid., p. 105.5. Ibid., pp. 106–107.6. Ibid., pp. 113–114.7. Ibid., p. 115.8. Ibid., p. 116.9. J. R. Commons and others, History of Labour in the United States (New York, 1921) II, p. 3.10. Ibid., pp. 195–202; 332–355; 362–401, et passim.11. Ibid., pp. 185–191.12. Ibid., pp. 386–394.13. E. Bellamy, Looking Backward, 2000‐1887, pp. 61–75.14. Ibid., pp, 97–98.15. Ibid., pp. 185–192.16. Ibid., pp. 256–258.17. C. R. Fish, The Development of American Nationality (New York, c. 1938), pp. 459–460.18. E. Bellamy, op. cit., pp. 53–57.19. Ibid., p. 229.20. C. A. Beard and Mary R. Beard, Rise of American Civilisation (New York, 1930), II, p. 467.21. Ibid., pp. 468–47222. E. Bellamy, op. cit., pp. 216–224.23. Ibid., pp. 59–61.24. Ibid., pp. 207–209.25. Ibid., pp. 85–87.26. Ibid., pp. 90–94.27. Ibid., pp. 181–184.28. Ibid., pp. 163–164.29. Ibid., pp. 160–163.30. Ibid., pp. 166–171.31. Ibid., pp. 261–263.32. Ibid., pp. 266–270.33. Ibid., pp. 271–273.34. Ibid., pp. 197–207.35. Ibid., pp. 227–228.36. A. Seager, op. cit., p. 116.37. 	1941.0	article	en		Utopian, Dystopian, and Speculative Fiction	include_substantive	1	Scholarly article on Edward Bellamy that repeatedly cites and analyzes Looking Backward (multiple specific page citations), indicating substantive engagement with the target work.	"Record title: ""Edward Bellamy, an American Utopian"" (article); OpenAlex topic: Utopian, Dystopian, and Speculative Fiction. Abstract contains numerous citations to E. Bellamy, Looking Backward with specific page ranges (e.g., notes 13, 18, 22, 23–36 referencing pp. 53–273), showing detailed use of the text rather than a mere mention."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL32036014W	Lord Jim	Conrad, Joseph	0	top_A	372		W4280490090	Rethinking Joseph Conrad's Concepts of Community: Strange Fraternity	The question of how to place Joseph Conrad seems to be one of the more enduring problems that has preoccupied literary scholars interested in making sense of his place in world literature. As Kaoru Yamamoto's engaging new study of Conrad's conception of community makes clear from the outset, his work continues to pose challenges for critics who have approached Conrad from perspectives ranging from “modernist subjectivity” to “gender studies, postcolonialism, and new historicism” (p. 2). Conrad has the unique ability to attract readings presenting images of him as a writer who is both a late Victorian and an emergent modernist, a “traditionalist and a revolutionary,” but also a writer whose body of work has often been understood through the “‘achievement and decline’ paradigm” (p. 2). In Rethinking Joseph Conrad's Concepts of Community: Strange Fraternity, Yamamoto draws on the work of continental thinkers such as Jean-Luc Nancy, Jacque Derrida, and Hannah Arendt, among others, to reevaluate this fractured image of Conrad through a completely different lens entirely, that of community as “strange fraternity.”Yamamoto's study of Joseph Conrad is a welcome addition to the vast body of	2022.0	article	en		Joseph Conrad and Literature	exclude_non_scholarly	0	Abstract frames the piece as a response to and appraisal of Kaoru Yamamoto’s new study (describing it as “Yamamoto's study” and calling it “a welcome addition”), indicating this is a book review/brief review-essay rather than an independent scholarly analysis of the primary text.	Abstract: “As Kaoru Yamamoto's engaging new study of Conrad's conception of community... In Rethinking Joseph Conrad's Concepts of Community: Strange Fraternity, Yamamoto draws on... Yamamoto's study of Joseph Conrad is a welcome addition to the vast body of….”	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL1124016W	Maria Edgeworth	Edgeworth, Maria	0	top_B	585		W2271095985	Sir Walter Scott’s ‘Waverley’: A Literary Pivot Point Between Maria Edgeworth and George Eliot	The publication of Sir Walter Scott’s ‘Waverley, or ‘tis sixty years since’ in 1814 marked a revolutionary change in the production of literature and set in motion Scott’s dominance as a writer of prose fiction. The influence of ‘Waverley’ on a generation of writers was in part a reaction to the voracious appetite Scott’s historical novel awoke in the reading public. Scott’s ‘Waverley’ can also be viewed as a literary pivot point between Maria Edgeworth and George Eliot. This article examines the literary progression identifiable between the three authors while illuminating the formative role of Edgeworth and Eliot’s juvenilia. It is argued that an identifiable history of influence can be traced from Edgeworth, to Scott, to Eliot, with youthful writing playing a seminal role in the literary development of the three authors.	2015.0	article	en		Literature: history, themes, analysis	include_substantive	1	Scholarly article that explicitly analyzes Maria Edgeworth’s influence and traces a history of influence from Edgeworth to Scott to Eliot, treating Edgeworth substantively rather than as a mere mention.	Title and abstract state the piece 'can also be viewed as a literary pivot point between Maria Edgeworth and George Eliot' and 'examines the literary progression... while illuminating the formative role of Edgeworth and Eliot’s juvenilia' and argues an identifiable history of influence from Edgeworth to Scott to Eliot.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL1124016W	Maria Edgeworth	Edgeworth, Maria	0	top_B	585		W4254694583	Edgeworth, Maria (1767–1849)	Born in England of an Irish land-owning family, Maria Edgeworth began her career as amanuensis and co-author to her father Richard Lovell Edgeworth, the educator and amateur inventor. Her first publications were a series of moral tales for children (The Parents’ Assistant, 1796, and Early Lessons, 1802) which aimed to instil the virtues she saw as essential to a ‘good’ individual and so a ‘good’ society: honesty, frugality and hard work. These characteristics match rather precisely those of Adam Smith’s ‘prudent man’ in the Wealth of Nations. Her tales teach the value of a work ethic, sharply contrasting the evils of sloth and idleness with the pleasures of diligence and achievement. Indeed, her attitude towards this aspect of labour did not exclude her own privileged class of landowners, who, as she witnessed in her own country, frequently abused the landlord-tenant contract.	2018.0	book-chapter	en		Historical Studies on Reproduction, Gender, Health, and Societal Changes	include_substantive	1	The chapter is a scholarly biographical/analytic treatment of Maria Edgeworth that makes interpretive claims about her writings and themes (e.g., moral tales, work ethic, and attitudes to labour and landlords).	Abstract states her early publications (The Parents’ Assistant, Early Lessons), explains their moral-pedagogic aims, asserts these characteristics ‘match… Adam Smith’s “prudent man”’, and analyzes her attitude toward labour and landlord-tenant relations.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL1794911W	McTeague	Frank Norris	1	canonical	73		W35767734	Who's the Boss? McTeague, Naturalism and Obsessive-Compulsive Disorder	The late 19th century in America was a time of technological advances, demographic transformations, and scientific and psychological inquiries of great magnitude. In addition to these new environmental factors, the impact of the publication of Darwin's Origin of Species in 1859 and, later, Freud's writings on human behavior caused disorientation in the sphere of human development. Human beings were now perceived to be subject to many external and internal forces over which they had little control. Indeed, the question of what governs human conduct became centrally important in science, religion, and ethics as well as in psychology. Such questions were also a major concern for Frank Norris, an American writer of the late 19th century, and especially evident in his 1899 novel McTeague. Throughout the novel, the protagonist repeatedly asks his wife Trina Who's the boss? - a question prompted in part by her winning of a $5,000 lottery ticket and played out in McTeague's eventual murder of her. As a Naturalist, and follower of Emile Zola, Norris believed that human behavior could largely be understood in terms of the impact of heredity, environment, and the pressure of circumstance, and	1999.0	article	en		Academic and Historical Perspectives in Psychology	include_substantive	1	The article presents interpretive analysis of Frank Norris's novel McTeague, linking its plot and protagonist's behavior to Naturalism and psychological concepts (OCD), indicating substantive engagement with the work.	Title and abstract name McTeague and analyze it: ‘especially evident in his 1899 novel McTeague’; ‘the protagonist repeatedly asks his wife Trina Who's the boss? ... played out in McTeague's eventual murder of her’; links Norris’s Naturalism to explanations of human behavior (heredity, environment).	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL1794911W	McTeague	Frank Norris	1	canonical	73		W430013835	"""""I Ain't Sure about Who That Money Belongs to"""" : The Economy of Desire in Frank Norris's McTeague"		1999.0	article	en		Themes in Literature Analysis	include_substantive	1	The record is a scholarly article explicitly analyzing Frank Norris's McTeague (focus on 'The Economy of Desire'), indicating substantive interpretive engagement with the target work.	"Record title: '""I Ain't Sure about Who That Money Belongs to"" : The Economy of Desire in Frank Norris's McTeague' ; Record type: article ; OpenAlex topic: Themes in Literature Analysis (no abstract provided)."	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL1451547W	Michael Kohlhaas	Heinrich von Kleist	0	top_F	101		W2751210956	The Literary text as performative prophecy. Rereading history in Kleist’s Michael Kohlhaas and Shelley’s The Mask of anarchy	Treballs Finals de Grau de Llengues i Literatures Modernes: Alemany. Facultat de Filologia. Universitat de Barcelona, Curs: 2016-2017, Tutora: Dra. Loreto Vilar	2017.0	dissertation	en		Historical Linguistics and Language Studies	include_substantive	1	Dissertation-level scholarly work explicitly promises comparative, interpretive analysis of Kleist’s Michael Kohlhaas (’Rereading history in Kleist’s Michael Kohlhaas…’), so it is a substantive secondary contribution rather than a primary text or non-scholarly item.	Record title: 'The Literary text as performative prophecy. Rereading history in Kleist’s Michael Kohlhaas and Shelley’s The Mask of anarchy' (record type: dissertation). Abstract contains only administrative/course metadata but the title indicates direct analytical treatment of Michael Kohlhaas.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL8675756W	Monkey	Wu, Cheng'en	0	top_B	92		W6885998350	Brand neu gemixt Cocktails mit Likören und Bränden aus Baden-Württemberg	Zum Cocktailmixen bedarf es guter Zutaten. Also warum nicht ausgewählte und hochwertige Zutaten aus der Region verwenden und gekonnt kombinieren? In Baden-Württemberg sind tausende Brenner beheimatet. Die Barkeeper der legendären Schwarzwald Bar Brigade präsentieren Ihnen in diesem Buch bekannte und weniger bekannte, doch immer ausgezeichnete Brenner aus dem Ländle und stellen deren Spitzenprodukte vor. Darunter Monkey 47, Stählemühle, Schladerer und Scheibel ebenso wie spannende Neuentdeckungen. Aus den vorgestellten regionalen Edelbränden werden in Kombination mit anderen Spirituosen, Kräutern und Marmeladen außergewöhnliche und leckere Cocktails - mit oder ganz ohne Alkohol. So kann zuhause jeder ausprobieren, wie ein Schluck Südwesten schmeckt. Die stimmungsvollen Bilder des international renommierten Fotografen Baschi Bender machen das Buch zu einer Augenweide		article	de		Ecology, Conservation, and Geographical Studies	exclude_non_scholarly	0	The record is a non-scholarly commercial/popular cocktail/spirit book or article (promotion/recipes) rather than an academic secondary contribution about the literary work.	Abstract (German) describes cocktail mixing, regional distillers in Baden-Württemberg, bartenders, recipes and photos; mentions the spirit brand 'Monkey 47' — subject is beverages/cocktails, not analysis of Wu Cheng'en's Monkey.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL39349W	Mrs. Dalloway	Virginia Woolf	1	canonical|top_A	740		W2990989046	버지니아 울프의 『델러웨이 부인』과 존 쿳시의 『포』에 나타난 침묵하는 작가와 타자	This study examines the question of the authorial authority of the early twentieth-century female writer Virginia Woolf and the contemporary male South African writer J. M. Coetzee. For these two authors, the ideal writer is the one who is emptied of her or his own beliefs, assertions, and prejudices. This paper argues that some of Woolf’s and Coetzee’s feminist narrative techniques, questioning the authority of the white female characters, Clarissa Dalloway and Susan Barton, serve to blur the boundaries between the Other and I in Mrs Dalloway and Foe. The characters’ failures to restore the silence of the Others is noteworthy because the Others’ independent resistance through their bodies and silences, paradoxically, subverts the dominant discourses and thereby makes the texts into homes, spaces of mediated communication for the oppressed Others. Hence, we can find the aesthetic and ethical significance of these two novels in that they urge us to share the pain of the Others and assume the responsibility for it voluntarily.	2015.0	article	ko		South African History and Culture	include_substantive	1	Scholarly article that analyzes Virginia Woolf’s narrative techniques and the character Clarissa Dalloway within Mrs Dalloway, making interpretive and ethical claims about the text.	Record type: article. Abstract: discusses 'the feminist narrative techniques...questioning the authority of the white female characters, Clarissa Dalloway' and 'blur the boundaries between the Other and I in Mrs Dalloway,' arguing about aesthetic and ethical significance of the novel.	gpt-5-mini	literary_visibility_v4_heldout150_20260818
/works/OL275128W	Native Son	Wright, Richard	0	top_A	307		W1603387731	STEREOTYPING BLACKS IN RICHARD WRIGHT’S NATIVE SON	Amerika sebagai sebuah negara multikultural, terdiri dari banyak ras dan suku. Latar belakang ini kemudian memunculkan banyak permasalahan rasial, salah satunya berupa penstereotipan kelompok dari ras tertentu. Ada banyak faktor yang menyebabkan munculnya stereotip dalam masyarakat yang heterogen. Sastra, sebagai salah satu sarana pencerminan masyarakat, seringkali mengangkat masalah-masalah tersebut sebagai sebuah tema. Fenomena ini pula yang dituangkan Richard Wright, seorang penulis Amerika, di dalam novelnya yang berjudul Native Son . Oleh karena itu, studi ini menggunakan konsep sosiologi sastra yang menghubungkan karya sastra dengan element eksternalnya. Studi ini menemukan beberapa stereotip orang kulit hitam yang digambarkan dalam novel tersebut, seperti tidak berpendidikan, kriminal, religius, berbakat dalam musik. Novel ini juga menggambarkan stereotip keluarga orang kulit hitam di Amerika sebagai female headed family dan poor family .	2014.0	article	en		Literary Theory and Cultural Hermeneutics	include_substantive	1	Article provides explicit, substantive analysis of stereotypes as depicted in Richard Wright’s novel Native Son, using a sociological-literary framework and reporting specific findings.	Title: 'STEREOTYPING BLACKS IN RICHARD WRIGHT’S NATIVE SON'. Abstract states the study uses 'sosiologi sastra' to analyze the novel and 'menemukan beberapa stereotip... yang digambarkan dalam novel tersebut,' listing specific stereotypes (uneducated, criminal, religious, musically talented; female-headed and poor families).	gpt-5-mini	literary_visibility_v4_heldout150_20260818
